Marker	Chr	cM
BS00067280_51	2S	16.87959
RAC875_c5577_1682	2S	20.20997
BS00084667_51	2S	20.606
BS00084668_51	2S	20.20997
D_F1BEJMU02IKD3X_298	2S	23.50918
D_contig18495_92	2S	20.20997
GENE-1230_436	2S	20.20997
wsnp_Ex_c851_1654297	2S	20.20997
Kukri_c40204_617	2S	20.86483
Kukri_c30847_344	2S	20.86483
Excalibur_c34937_710	2S	20.16008
Kukri_rep_c97239_133	2S	19.15598
Excalibur_c39493_251	2S	19.84513
BS00028028_51	2S	19.15598
wsnp_JD_rep_c49438_33652645	2S	19.15598
Excalibur_c17250_751	2S	19.15598
tplb0034e07_718	2S	16.87959
wsnp_Ra_c1501_2991585	2S	19.15598
Ra_c1501_1220	2S	19.15598
Ex_c525_1401	2S	16.87959
Excalibur_c42248_211	2S	16.87959
IAAV4862	2S	16.87959
IACX10969	2S	16.87959
Excalibur_c42248_663	2S	16.87959
Excalibur_c22838_97	2S	16.87959
IACX9460	2S	16.87959
Excalibur_c29417_499	2S	16.87959
Excalibur_c29417_400	2S	16.87959
RAC875_c45166_1174	2S	16.87959
Excalibur_c2656_3198	2S	16.87959
Kukri_c6306_1151	2S	16.87959
BS00058815_51	2S	16.87959
BS00083763_51	2S	16.87959
IACX11138	2S	16.87959
IACX6340	2S	16.87959
RAC875_c5718_785	2S	18.86909
BS00074254_51	2S	16.87959
BobWhite_c2963_1880	2S	16.87959
BS00046019_51	2S	17.93047
tplb0054d13_2445	2S	17.93047
Kukri_c6626_57	2S	16.87959
BS00099465_51	2S	16.87959
Kukri_c52263_281	2S	17.93047
BobWhite_c11397_231	2S	16.87959
BobWhite_c17047_268	2S	17.93047
Tdurum_contig10208_452	2S	16.87959
Tdurum_contig10208_447	2S	16.87959
RAC875_c16656_406	2S	18.18617
Kukri_c98858_299	2S	23.89897
BobWhite_c5668_115	2S	25.10889
BobWhite_rep_c64787_359	2S	25.10889
BS00081871_51	2S	23.50918
BS00022126_51	2S	26.47784
BobWhite_c19945_341	2S	23.89897
RAC875_c6538_123	2S	26.47784
Kukri_c97223_93	2S	25.10889
BS00077463_51	2S	26.47784
BS00076139_51	2S	26.47784
Kukri_c22513_1780	2S	26.47784
GENE-1273_395	2S	26.47784
RAC875_c20989_1049	2S	26.47784
Excalibur_c52842_317	2S	26.47784
Excalibur_c25445_978	2S	26.47784
BobWhite_c13736_59	2S	26.99237
BS00033061_51	2S	32.16258
Tdurum_contig54649_915	2S	26.10676
wsnp_Ex_c18354_27181431	2S	26.10676
BS00043055_51	2S	26.10676
BS00088325_51	2S	27.19818
RAC875_rep_c69222_996	2S	27.19818
BS00028092_51	2S	27.19818
BS00065556_51	2S	27.19818
Excalibur_c42928_135	2S	27.19818
Kukri_c56081_307	2S	27.19818
BS00022298_51	2S	27.19818
Tdurum_contig44328_68	2S	27.19818
GENE-1018_278	2S	32.16258
RAC875_c87052_193	2S	27.19818
Excalibur_c41459_69	2S	27.19818
Excalibur_c41459_96	2S	27.19818
Excalibur_c41459_380	2S	27.19818
Excalibur_rep_c101263_892	2S	32.16258
Tdurum_contig41920_93	2S	32.16258
BS00066184_51	2S	32.16258
TA003865-0902	2S	32.16258
BS00061974_51	2S	32.16258
RAC875_c39354_105	2S	16.87959
BS00070051_51	2S	32.16258
BS00072619_51	2S	32.16258
