Marker	Chr	cM
TP171308	ALB01	0
M78E32B327	ALB01	0
TP81737	ALB01	0
TP386478	ALB01	0
TP214981	ALB01	0
TP74779	ALB01	0
TP443704	ALB01	0
TP48530	ALB01	0
TP242727	ALB01	0
TP290333	ALB01	0
TP339928	ALB01	0
TP57421	ALB01	0.96
TP312205	ALB01	0.96
TP270286	ALB01	0.96
TP407001	ALB01	1.31
TP68685	ALB01	1.66
TP99906	ALB01	2
TP263008	ALB01	2
TP231413	ALB01	2
TP288444	ALB01	2.66
TP272412	ALB01	3.27
TP60988	ALB01	3.27
TP330964	ALB01	3.27
TP88829	ALB01	3.27
TP350781	ALB01	3.27
TP232342	ALB01	3.27
TP451535	ALB01	3.27
TP100635	ALB01	3.6
TP5508	ALB01	5.18
TP22448	ALB01	5.18
TP31976	ALB01	5.18
TP281076	ALB01	5.18
TP76355	ALB01	5.73
TP327874	ALB01	8
TP262903	ALB01	8
TP129973	ALB01	8
TP46680	ALB01	8
TP259075	ALB01	8
TP164323	ALB01	8.67
TP146684	ALB01	9.34
TP452346	ALB01	9.34
TP6396	ALB01	9.34
TP340346	ALB01	9.34
TP100874	ALB01	9.34
TP234280	ALB01	9.34
TP439893	ALB01	9.34
TP232447	ALB01	9.64
TP137274	ALB01	10.55
TP419686	ALB01	10.55
TP101951	ALB01	11.42
TP266624	ALB01	12.93
TP261306	ALB01	13.83
TP48656	ALB01	13.83
TP432098	ALB01	13.83
TP363297	ALB01	13.83
TP135761	ALB01	13.83
TP395623	ALB01	14.28
TP412191	ALB01	14.28
lPms-750254	ALB01	14.28
lPms-515485	ALB01	14.28
TP91328	ALB01	15.51
TP262359	ALB01	16.95
TP261377	ALB01	16.95
TP313101	ALB01	16.95
TP231406	ALB01	16.95
TP270997	ALB01	16.95
TP445109	ALB01	16.95
TP27635	ALB01	17.38
lPms-527212	ALB01	18.63
lPms-751996	ALB01	18.63
M66E38A153	ALB01	18.63
M66E32B151	ALB01	19.88
TP92554	ALB01	21.64
TP22172	ALB01	24.53
TP84482	ALB01	24.85
TP183561	ALB01	26.76
TP430668	ALB01	26.76
TP104592	ALB01	27.82
TP352329	ALB01	28.18
TP157346	ALB01	28.18
TP271680	ALB01	28.47
TP16403	ALB01	29.39
TP295090	ALB01	29.39
TP332535	ALB01	29.97
TP232040	ALB01	29.97
TP119231	ALB01	30.79
TP82519	ALB01	30.79
TP277012	ALB01	30.79
TP193682	ALB01	30.79
TP149716	ALB01	30.79
Lup77	ALB01	32.49
TP114367	ALB01	34.46
TP257231	ALB01	34.46
TP28416	ALB01	34.46
TP101987	ALB01	35.5
TP242495	ALB01	37.33
TP242496	ALB01	37.33
TP368800	ALB01	37.71
TP225215	ALB01	38.15
TP57068	ALB01	38.55
TP131333	ALB01	39.78
TP10715	ALB01	39.78
M75E32B398	ALB01	40.41
M60E38C137	ALB01	41.04
TP58717	ALB01	41.67
TP90465	ALB01	43.62
TP339536	ALB01	44.79
TP119747	ALB01	46.07
