Marker	Chr	cM
all_65171	1	0
all_116585	1	2.2
all_154775	1	2.2
all_12790	1	3
all_115901	1	4.2
all_157161	1	4.8
all_129910	1	4.8
all_181956	1	4.8
all_62903	1	5.4
all_205511	1	5.4
all_85556	1	21.7
all_80218	1	21.7
all_185812	1	25.4
all_111817	1	26.7
all_113599	1	26.7
all_49687	1	26.8
all_61508	1	26.9
all_12079	1	26.9
all_93109	1	26.9
all_115921	1	26.9
all_61004	1	26.9
all_55291	1	27.1
all_19047	1	27.8
all_113498	1	31.9
all_3100	1	31.9
all_16026	1	32.5
all_182265	1	32.8
all_104397	1	32.8
all_76033	1	32.8
all_76702	1	33.8
all_16946	1	35.6
all_13686	1	35.8
all_82643	1	36.4
all_66415	1	40.6
all_78925	1	43.6
all_23404	1	44.4
all_23404	1	44.4
all_3165	1	44.9
all_53840	1	47.3
all_113985	1	48.5
all_64064	1	49.3
all_86636	1	49.3
all_194638	1	51.5
all_61903	1	51.6
all_12769	1	51.6
all_61903	1	51.6
all_59000	1	53.7
all_167231	1	56.5
all_10602	1	58.5
all_107635	1	60.7
all_23558	1	60.9
all_114869	1	62
all_106038	1	62
all_163174	1	62
all_79713	1	65.1
all_94943	1	65.2
all_6700	1	66.4
all_1316	1	66.4
all_24592	1	66.6
all_24592	1	66.6
all_95837	1	66.6
all_198745	1	66.6
all_110909	1	69.7
all_77469	1	72.1
all_12151	1	73.6
all_18433	1	73.7
all_87928	1	75.5
all_128417	1	75.7
all_12851	1	75.7
all_62374	1	78.4
all_126863	1	79.6
all_130329	1	82.3
all_59919	1	82.5
all_11085	1	82.6
all_54208	1	82.8
all_97557	1	83.5
all_95976	1	83.5
all_66236	1	85.8
all_91202	1	86
all_48439	1	87.4
all_111564	1	87.4
all_56568	1	88.2
all_44799	1	90.4
all_49849	1	90.4
all_192227	1	90.4
all_72392	1	90.6
all_116593	1	91
all_28472	1	91
all_65871	1	91
all_6839	1	91
all_148511	1	91
all_49460	1	91
all_185488	1	92
all_133869	1	92.2
all_12364	1	92.2
all_114377	1	92.6
all_3367	1	93
all_185330	1	93.6
all_92269	1	94.9
all_110946	1	95.1
all_111054	1	95.1
all_184158	1	95.5
all_19673	1	95.5
all_185353	1	95.9
all_190298	1	95.9
all_14400	1	95.9
all_88721	1	95.9
all_131682	1	95.9
all_6333	1	96.7
all_45930	1	96.7
all_55069	1	98.9
all_73041	1	100.7
all_127315	1	100.7
all_58532	1	100.7
all_133245	1	100.7
all_143288	1	100.7
all_102531	1	100.7
all_185613	1	101.7
all_185613	1	101.7
all_19834	1	101.7
all_69914	1	101.7
all_187946	1	102.1
all_58189	1	102.1
all_209699	1	105
all_84238	1	105
all_25278	1	105.2
all_6136	1	105.2
all_14085	1	105.8
all_60948	1	106
all_206077	1	106
all_207064	1	106
all_90252	1	106.2
all_57642	1	106.4
all_67797	1	106.4
all_143513	1	106.4
all_186806	1	107
all_114381	1	107.1
all_87471	1	107.9
all_14395	1	109.2
all_52708	1	110
all_114580	1	110.7
all_97296	1	114.5
all_16606	1	114.5
all_60294	1	114.7
all_148596	1	115.9
all_113292	1	116.1
all_104691	1	116.5
all_124501	1	116.5
all_93164	1	116.5
all_22189	1	116.7
all_31591	1	116.7
all_76811	1	116.7
all_119221	1	116.7
all_74536	1	117.5
all_91561	1	117.9
all_14536	1	118.9
all_120228	1	120.2
all_60568	1	120.2
all_114559	1	120.5
all_109386	1	120.8
all_43177	2	0
all_199350	2	0
all_27791	2	0.2
all_27791	2	0.2
all_201147	2	0.6
all_678	2	1
all_618	2	1
all_57908	2	2.1
all_191741	2	2.5
all_96328	2	3.2
all_191125	2	3.4
all_162139	2	3.4
all_111534	2	4
all_4573	2	4.4
all_115698	2	4.5
all_85894	2	4.6
all_20	2	5.2
all_76581	2	5.2
all_95803	2	7.3
all_57439	2	7.5
all_111324	2	7.5
all_184524	2	7.7
all_88064	2	8.1
all_11242	2	8.1
all_134899	2	10.9
all_13038	2	11.2
all_44103	2	12.8
all_118059	2	12.8
all_16140	2	13.3
all_15833	2	15.6
all_184266	2	16.3
all_184266	2	16.3
all_31896	2	16.4
all_67904	2	16.6
all_164825	2	17
all_107060	2	17.5
all_107060	2	17.5
all_156275	2	34.3
all_54748	2	34.7
all_30723	2	35.2
all_72179	2	35.2
all_17109	2	35.4
all_113011	2	35.6
all_77301	2	35.6
all_27699	2	35.6
all_53777	2	35.6
all_9492	2	35.6
all_22576	2	36.2
all_26784	2	37.7
all_110318	2	37.7
all_102896	2	37.7
all_50530	2	37.7
all_53924	2	57.3
all_47174	2	60.8
all_8073	2	61.2
all_115274	2	61.2
all_187848	2	61.2
all_70973	2	61.2
all_62247	2	61.2
all_100267	2	61.2
all_69208	2	61.2
all_88175	2	61.2
all_18383	2	61.2
all_185103	2	61.2
all_97130	2	61.2
all_88921	2	61.2
all_80258	2	61.2
all_62085	2	61.2
all_135465	2	61.2
all_152894	2	61.2
all_60929	2	61.2
all_57252	2	61.2
all_5959	2	61.2
all_184423	2	61.2
all_109163	2	61.2
all_29013	2	61.2
all_16907	2	61.2
all_44039	2	61.2
all_78839	2	61.2
all_59133	2	61.2
all_144437	2	61.2
all_184295	2	61.2
all_109946	2	61.2
all_152548	2	61.2
all_18402	2	61.6
all_114420	2	61.8
all_30848	2	61.8
all_156282	2	61.8
all_116840	2	62
all_31098	2	62.2
all_193310	2	62.2
all_51272	2	62.2
all_11306	2	64.7
all_19883	2	65.1
all_15299	2	65.4
all_108963	2	65.4
all_53516	2	68.9
all_17207	2	70.7
all_88248	2	70.7
all_17948	2	70.7
all_41725	2	70.9
all_61537	2	71.7
all_112985	2	71.9
all_55398	2	72.3
all_17615	2	73.2
all_18628	2	76.1
all_164321	2	76.3
all_59619	2	76.3
all_189350	2	76.7
all_135597	2	76.9
all_137203	2	77.1
all_184199	2	78.5
all_96073	2	78.9
all_53846	2	78.9
all_55685	2	80.1
all_61702	2	80.5
all_181889	2	80.5
all_183631	2	80.7
all_12310	2	81.7
all_1067	2	81.7
all_1067	2	81.7
all_58932	2	82.5
all_78724	2	83.3
all_64966	2	83.9
all_12619	2	84.1
all_185543	2	84.1
all_17154	2	85.2
all_9976	2	85.4
all_7359	2	88.8
all_157506	2	89.9
all_58224	2	90.7
all_59796	2	94.4
all_74822	2	94.9
all_111814	2	95.7
all_186990	2	95.7
all_85013	2	96
all_1600	2	96.5
all_58630	2	96.5
all_1817	2	101.9
all_61636	2	102.1
all_185163	2	104.3
all_111827	2	104.3
all_104910	2	104.3
all_6667	2	104.3
all_175333	2	104.3
all_141194	2	104.3
all_56922	2	104.3
all_99425	2	104.3
all_154916	2	104.3
all_18030	2	106.1
all_24844	2	106.7
all_77069	2	106.7
all_111057	2	106.7
all_111057	2	106.7
all_111857	2	106.9
all_116515	2	106.9
all_168450	2	106.9
all_12052	2	108.3
all_16086	2	108.5
all_111591	2	110.1
all_112676	2	110.1
all_7971	2	110.1
all_34868	2	110.3
all_34868	2	110.3
all_9504	2	110.5
all_158616	2	111.6
all_107664	2	111.8
all_89212	2	113.6
all_54686	2	114.7
all_9902	2	116.1
all_94677	2	116.7
all_182978	2	117.5
all_185959	2	118.9
all_58003	2	120.7
all_95823	2	120.7
all_202550	2	122.5
all_27128	2	123.4
all_4446	2	124.5
all_104798	2	125
all_109743	2	126
all_18785	2	130.8
all_112497	3	0
all_62188	3	2.7
all_115095	3	2.7
all_32211	3	3.1
all_38201	3	3.8
all_134429	3	3.8
all_3284	3	4
all_128405	3	4
all_105679	3	4
all_19754	3	6.6
all_45225	3	7.6
all_140422	3	11.4
all_191100	3	14.1
all_7418	3	14.1
all_185419	3	14.1
all_191243	3	14.1
all_206237	3	14.1
all_612	3	14.3
all_87110	3	14.3
all_87110	3	14.3
all_128353	3	14.8
all_113109	3	15.1
all_25335	3	15.1
all_190792	3	15.1
all_113109	3	15.1
all_131125	3	15.1
all_108195	3	15.1
all_8206	3	15.3
all_1904	3	15.7
all_135809	3	15.7
all_110118	3	15.9
all_110118	3	15.9
all_49622	3	16.8
all_92695	3	17
all_76506	3	17.2
all_61265	3	17.2
all_72410	3	17.2
all_24347	3	17.2
all_91716	3	18.3
all_113043	3	19.6
all_60540	3	20.2
all_60540	3	20.2
all_109208	3	20.6
all_36979	3	20.8
all_182151	3	20.8
all_79362	3	21.7
all_18136	3	21.7
all_186927	3	22.2
all_185574	3	22.2
all_97556	3	23.5
all_26363	3	24
all_90704	3	25.6
all_1988	3	25.6
all_113593	3	25.6
all_30191	3	25.6
all_21538	3	29.6
all_93432	3	29.9
all_24963	3	31.2
all_9419	3	31.4
all_70565	3	31.8
all_9590	3	31.8
all_7956	3	31.8
all_82105	3	31.8
all_184518	3	34.6
all_57342	3	35.9
all_67702	3	36.6
all_67702	3	36.6
all_185748	3	37.1
all_86948	3	37.1
all_905	3	37.6
all_29054	3	37.8
all_107551	3	38.2
all_189673	3	38.2
all_129301	3	39.8
all_59664	3	40.6
all_59664	3	40.6
all_14644	3	41.9
all_185309	3	41.9
all_138502	3	41.9
all_122380	3	41.9
all_61732	3	43
all_55536	3	43
all_30819	3	43
all_57821	3	43.2
all_58802	3	43.9
all_149692	3	44.4
all_8481	3	45.9
all_107761	3	45.9
all_17259	3	47.3
all_79082	3	50.1
all_12265	3	50.1
all_57464	3	50.1
all_114283	3	50.8
all_16397	3	50.8
all_178	3	50.8
all_190732	3	50.8
all_21128	3	51.7
all_111840	3	51.7
all_186311	3	53.6
all_113171	3	54.7
all_71885	3	54.7
all_107311	3	54.7
all_70507	3	54.7
all_95038	3	58
all_58531	3	59.2
all_188005	3	59.8
all_110815	3	60.3
all_49716	3	60.3
all_165105	3	60.3
all_212525	3	61.1
all_88906	3	61.1
all_12134	3	62.8
all_86755	3	64.5
all_116200	3	65.1
all_135757	3	65.3
all_67156	3	65.5
all_19129	3	65.5
all_5298	3	66.9
all_5522	3	66.9
all_122116	3	67.3
all_110012	3	67.5
all_91181	3	67.5
all_2289	3	68.5
all_47675	3	68.8
all_62106	3	68.8
all_130031	3	69.7
all_90288	3	72.7
all_186436	3	72.7
all_61072	3	74.5
all_128669	3	75.6
all_67374	3	75.6
all_189517	3	76.5
all_189517	3	76.5
all_62248	3	77
all_57426	3	78.6
all_63140	3	78.6
all_181838	3	83.2
all_60535	3	83.2
all_186206	3	83.2
all_125964	3	83.2
all_186206	3	83.2
all_181715	3	83.2
all_138351	3	83.2
all_121973	3	83.2
all_163367	3	88
all_163367	3	88
all_5643	3	88
all_100504	3	88
all_45259	3	89.7
all_7947	3	89.7
all_49886	3	89.9
all_55097	3	90.1
all_188733	3	90.6
all_213025	3	91.8
all_184470	3	91.8
all_152717	3	91.8
all_115818	3	92.7
all_108988	3	92.9
all_185869	4	0
all_22346	4	0.4
all_57302	4	0.8
all_62645	4	1
all_182225	4	2.5
all_182225	4	2.5
all_154170	4	2.7
all_63174	4	2.7
all_108061	4	5.6
all_156291	4	7.7
all_18289	4	12.9
all_11607	4	13.5
all_160816	4	15.3
all_53431	4	16.1
all_65859	4	16.8
all_65859	4	16.8
all_14801	4	18.4
all_112466	4	18.6
all_58115	4	18.8
all_26495	4	22.5
all_107588	4	23
all_62380	4	23.6
all_190540	4	23.6
all_49297	4	23.9
all_49297	4	23.9
all_183860	4	24.7
all_129199	4	30.6
all_129199	4	30.6
all_53836	4	30.6
all_14668	4	30.6
all_11892	4	30.6
all_9489	4	30.8
all_45544	4	33.5
all_132657	4	33.5
all_132266	4	34.5
all_192083	4	42.6
all_8680	4	43.4
all_21514	4	47.2
all_58120	4	48.8
all_209999	4	48.8
all_22003	4	50
all_27172	4	50
all_57204	4	51.2
all_59208	4	51.2
all_63083	4	51.4
all_114374	4	52.8
all_128681	4	52.8
all_70707	4	52.8
all_33701	4	53.9
all_23726	4	54.6
all_17176	4	57.6
all_17176	4	57.6
all_115109	4	58
all_62829	4	58
all_6272	4	58.7
all_193238	4	58.7
all_145700	4	58.7
all_209349	4	58.9
all_57889	4	59.5
all_152481	4	60.1
all_99164	4	60.3
all_109159	4	60.9
all_68087	4	61.8
all_100462	4	62
all_13940	4	62
all_944	4	65.8
all_77786	4	65.8
all_2022	4	65.8
all_19133	4	65.8
all_20858	4	65.8
all_64683	4	65.8
all_210479	4	66
all_91397	4	66
all_109615	4	66
all_105099	4	66.2
all_54566	4	66.7
all_120996	4	67.7
all_62753	4	68.4
all_141922	4	68.9
all_190348	4	68.9
all_28348	4	73
all_56925	4	74.4
all_123034	4	74.4
all_63306	4	74.4
all_95030	4	74.4
all_95193	4	74.9
all_63932	4	75.1
all_50141	4	75.1
all_95080	4	75.8
all_135997	4	76.2
all_164484	4	76.2
all_14120	4	76.4
all_15882	5	0
all_108779	5	0
all_13367	5	0.3
all_13367	5	0.3
all_44856	5	1.1
all_119091	5	3.4
all_183734	5	3.5
all_9039	5	3.5
all_148140	5	4.1
all_55209	5	4.1
all_87018	5	4.1
all_101886	5	4.8
all_78786	5	4.8
all_30266	5	5.9
all_131163	5	5.9
all_184170	5	8.6
all_11451	5	10.1
all_274	5	10.1
all_57673	5	13.4
all_6928	5	16
all_117036	5	21.4
all_126776	5	21.7
all_59244	5	21.7
all_57845	5	23.9
all_115332	5	23.9
all_200521	5	27.9
all_8448	5	27.9
all_19085	5	27.9
all_186484	5	30.3
all_54402	5	30.3
all_186319	5	36
all_53899	5	36.6
all_93652	5	49.7
all_93652	5	49.7
all_57744	5	58.2
all_12490	5	60.9
all_109392	5	62.8
all_109470	5	63
all_109470	5	63
all_95186	5	63.6
all_91491	5	64.4
all_58176	5	65.1
all_57744	5	65.1
all_55866	5	65.4
all_15794	5	67.8
all_182852	5	67.8
all_182852	5	67.8
all_85479	5	68.1
all_16921	5	68.1
all_62880	5	68.1
all_130982	5	68.1
all_109966	5	68.1
all_109966	5	68.1
all_189248	5	68.3
all_186779	5	68.3
all_56578	5	68.6
all_43334	5	68.6
all_24140	5	68.6
all_21294	5	68.8
all_21294	5	68.8
all_107360	5	69.8
all_74657	5	70.6
all_2074	5	75.3
all_87561	5	77.2
all_60850	5	77.6
all_94053	5	78.3
all_104877	5	79.5
all_105469	5	80.5
all_110474	5	81
all_110474	5	81
all_89347	5	81
all_60000	5	82.8
all_18744	5	87.3
all_95416	5	87.4
all_6439	5	94.1
all_61864	5	113.6
all_18242	5	115.5
all_6299	5	116
all_59722	5	127.5
all_90945	5	128.2
all_695	5	128.2
all_90945	5	128.2
all_13510	5	134.3
all_137132	6	0
all_15581	6	1.3
all_88537	6	1.7
all_69643	6	6.2
all_89581	6	7.4
all_136073	6	10
all_161754	6	10.9
all_62958	6	13.9
all_109855	6	14.5
all_4780	6	19.2
all_1975	6	23.3
all_62491	6	24.9
all_109945	6	25.1
all_21895	6	25.1
all_21895	6	25.1
all_60219	6	25.1
all_31665	6	28.6
all_83594	6	28.8
all_111320	6	28.8
all_71803	6	28.8
all_93077	6	30.5
all_46811	6	32.2
all_93584	6	34.1
all_134450	6	34.5
all_190372	6	34.9
all_20178	6	35.6
all_201048	6	35.8
all_5700	6	36
all_78799	6	36
all_57927	6	36.2
all_28429	6	36.4
all_78973	6	37.2
all_276	6	40
all_18141	6	45.4
all_183657	6	46.8
all_86906	6	48.2
all_167177	6	48.2
all_200324	6	48.2
all_54339	6	49.3
all_44909	6	50
all_68433	6	50
all_43228	6	50
all_4868	6	50.2
all_108759	6	50.2
all_211213	6	50.2
all_30561	6	50.2
all_24424	6	50.7
all_102283	6	51.9
all_2691	6	52.1
all_10173	6	52.5
all_2422	6	54.8
all_10524	6	54.8
all_127548	6	54.8
all_170336	6	54.8
all_12672	6	54.8
all_106915	6	55.5
all_73222	6	55.5
all_15880	6	56.1
all_191994	6	57.1
all_10027	6	60.9
all_11062	6	63.4
all_16683	6	64.8
all_16683	6	64.8
all_113883	6	65
all_134522	6	65.6
all_2229	6	67
all_56530	6	67.8
all_132888	6	67.8
all_5567	6	68
all_94912	6	68
all_24568	6	68
all_116410	6	68
all_36769	6	69.3
all_4624	6	69.6
all_111805	6	70.2
all_81313	6	70.2
all_188019	6	70.6
all_18508	6	70.6
all_154691	6	70.8
all_14583	6	71.2
all_6381	6	71.4
all_136854	6	72
all_43896	6	72
all_45847	6	72
all_89598	6	72.2
all_89598	6	72.2
all_185332	6	72.4
all_151747	6	72.8
all_75711	6	73.2
all_110592	6	73.2
all_108317	6	73.8
all_53004	6	75
all_15248	6	75
all_17175	6	75.2
all_104110	6	75.2
all_59594	6	75.6
all_10129	6	76
all_3266	6	76.4
all_62632	6	76.4
all_3735	6	76.8
all_131838	6	77.4
all_90596	6	77.4
all_114953	6	77.4
all_57544	6	77.4
all_121067	6	77.4
all_166802	6	77.8
all_19943	7	0
all_57468	7	0
all_185560	7	0.6
all_108758	7	11.1
all_27651	7	12.9
all_97438	7	12.9
all_93638	7	15.4
all_35669	7	16.9
all_118770	7	19
all_2840	7	19.4
all_64997	7	35.9
all_109826	7	40.5
all_109826	7	40.5
all_56528	7	41.6
all_109826	7	41.6
all_188594	7	42.8
all_22221	7	43.2
all_64997	7	44.9
all_64997	7	45.5
all_93679	7	46.8
all_18883	7	47.5
all_13315	7	49.4
all_91122	7	49.4
all_91122	7	49.4
all_130523	7	50.2
all_71311	7	51.2
all_34353	7	51.2
all_17889	7	51.2
all_87730	7	51.3
all_200658	7	51.7
all_109370	7	52.3
all_182818	7	52.3
all_20596	7	52.8
all_50802	7	53
all_104636	7	53
all_131900	7	53
all_11960	7	53
all_188375	7	53
all_15588	7	53
all_59138	7	53
all_28349	7	53
all_56295	7	53
all_60492	7	53
all_71171	7	53
all_86366	7	53
all_103245	7	53
all_114526	7	53
all_154234	7	53
all_133802	7	53
all_27478	7	53
all_61667	7	53
all_8506	7	53.2
all_79751	7	53.2
all_20131	7	53.2
all_72145	7	53.2
all_91485	7	53.2
all_18779	7	53.2
all_128377	7	53.2
all_78670	7	53.5
all_15337	7	56
all_115400	7	56
all_2211	7	56.2
all_14666	7	56.8
all_66506	7	57.7
all_53763	7	57.7
all_127912	7	60.8
all_111156	7	61
all_10100	7	61
all_1351	7	62.1
all_84194	7	62.1
all_72198	7	65.3
all_63119	7	67.6
all_63119	7	67.6
all_14933	7	69.7
all_27884	7	69.7
all_96446	7	69.7
all_46636	7	69.9
all_66269	7	73.9
all_11554	7	76.2
all_56109	7	78
all_157594	7	78.2
all_104998	7	79.7
all_2069	7	79.7
all_111866	7	81
all_160375	7	81
all_170414	7	83.9
all_186797	7	84.8
all_22605	7	84.8
all_57265	7	85.3
all_57265	7	85.3
all_64273	7	86.9
all_155917	8	0
all_93772	8	3.4
all_93772	8	3.4
all_125621	8	3.6
all_53861	8	3.8
all_110000	8	4.4
all_156344	8	4.8
all_138635	8	5
all_57121	8	5
all_18597	8	8.2
all_3924	8	8.2
all_59776	8	8.2
all_60607	8	9.3
all_60607	8	9.3
all_21027	8	9.7
all_151036	8	9.7
all_208891	8	10.1
all_55192	8	11.4
all_55192	8	11.4
all_20187	8	12.9
all_62716	8	13.3
all_96500	8	15
all_186524	8	15.4
all_182358	8	15.4
all_56959	8	15.9
all_183008	8	17
all_188369	8	17.5
all_188369	8	17.5
all_6611	8	20.4
all_76004	8	22.7
all_64004	8	23.1
all_44348	8	23.6
all_182302	8	25.3
all_96417	8	25.3
all_104294	8	25.3
all_24070	8	25.5
all_113832	8	25.7
all_53661	8	25.7
all_113814	8	25.7
all_88325	8	25.7
