Marker	Chr	cM
Marker31597	LG01	0
Marker133101	LG01	0.5
Marker77828	LG01	1
Mark5743648	LG01	1.5
Mark4491755	LG01	1.5
Marker127298	LG01	2
Marker136067	LG01	2.65
Marker118002	LG01	3.737
Mark4272975	LG01	4.292
Marker89453	LG01	4.981
Mark2441777	LG01	5.606
Marker138985	LG01	5.606
Marker129741	LG01	5.606
Mark713573	LG01	6.888
Marker114374	LG01	8.088
Mark3856611	LG01	10.39
Marker145814	LG01	13.695
Marker125461	LG01	15.577
Marker140472	LG01	15.577
Marker54521	LG01	19.265
Marker62745	LG01	22.972
Marker46096	LG01	26.578
Marker20212	LG01	29.08
PT51908	LG01	32.686
Tp135	LG01	33.186
Tp364a	LG01	34.186
Sca452	LG01	34.686
PT53113	LG01	38.504
Marker4459	LG01	40.505
Marker102160	LG01	41.005
Marker36512	LG01	42.005
Mark5743074	LG01	43.506
PT50957	LG01	46.108
Marker76861	LG01	48.811
Marker115240	LG01	48.811
Marker79508	LG01	49.311
Marker56661	LG01	50.811
Marker104173	LG01	51.811
Marker45241	LG01	53.412
Mark4528238	LG01	54.412
Marker79329	LG01	54.912
Marker6546	LG01	55.412
PT51600	LG01	55.412
PT61128	LG01	55.412
Marker7239	LG01	56.412
PT61063	LG01	56.412
Mark1667371	LG01	59.516
Marker48028	LG01	63.223
Mark483037	LG01	64.723
Marker132734	LG01	68.028
Mark2297453	LG01	70.43
Marker101472	LG01	73.63
Marker36575	LG01	78.243
Marker139415	LG01	82.05
Mark2459561	LG01	82.75
Marker125364	LG01	83.45
Mark1667319	LG01	84.364
Marker143155	LG01	85.259
Mark3240788	LG01	87.761
Marker122838	LG01	90.211
Marker128975	LG01	92.813
Mark3684890	LG01	94.214
Marker90108	LG01	94.214
Marker145697	LG01	95.643
Marker146438	LG01	97.518
Marker82898	LG01	99.004
Mark2494506	LG01	99.75
Mark668255	LG01	100.635
Marker94641	LG01	100.635
Marker102381	LG01	101.32
Mark667906	LG01	101.32
Marker106974	LG01	101.32
Marker101947	LG01	101.32
Mark2380247	LG01	101.92
Mark5315347	LG01	101.92
Marker102904	LG01	102.52
Mark3342954	LG01	103.424
Marker127636	LG01	104.206
Mark3854552	LG01	104.206
Mark1533407	LG01	104.206
Mark2788635	LG01	104.906
Marker106301	LG01	106.257
Marker121418	LG01	106.257
Marker76016	LG01	106.257
Mark163942	LG01	106.257
Marker137443	LG01	106.857
Marker76218	LG01	107.66
Mark3283147	LG01	108.985
Marker130646	LG01	109.585
Marker101315	LG01	109.585
Mark3897767	LG01	109.585
Mark3282129	LG01	110.881
Mark5075748	LG01	110.881
Mark4273193	LG01	111.481
Marker94733	LG01	111.481
Mark483020	LG01	111.481
Mark5076283	LG01	113.625
Mark5174100	LG01	114.419
Mark4262798	LG01	115.2
Marker90919	LG01	117.188
Mark5174563	LG01	117.188
Mark5721270	LG01	117.188
Mark5821899	LG01	117.188
Mark3273655	LG01	118.389
Mark4468230	LG01	119.23
Mark1249799	LG01	119.23
Mark1251989	LG01	121.742
Marker77594	LG01	123.486
Marker88832	LG01	125.987
Marker75882	LG01	127.725
Marker99332	LG01	130.223
Mark3452085	LG01	133.208
Mark1249975	LG01	134.758
Mark1664555	LG01	134.758
Mark3450047	LG01	135.859
Mark4897365	LG01	138.06
Marker109441	LG01	139.936
Marker110149	LG01	141.588
Mark3026358	LG01	143.644
Mark5573519	LG01	143.644
Mark5350230	LG01	145.83
Marker120890	LG01	147.631
Marker14979	LG01	150.835
Mark5194144	LG01	151.835
Mark3028007	LG01	156.65
Mark3027186	LG01	157.85
Mark3027152	LG01	159.051
Mark2258248	LG01	161.811
Marker132587	LG01	161.811
Marker144869	LG01	161.811
Mark5886901	LG01	161.811
Mark2009048	LG01	162.511
Marker114281	LG01	163.111
Marker81612	LG01	165.162
Marker64495	LG01	167.564
Marker116303	LG01	169.613
Marker112087	LG01	170.814
Marker98229	LG01	171.639
Marker114621	LG01	172.272
Mark834283	LG01	173.089
Marker127013	LG01	175.514
Mark1350511	LG01	177.564
Marker149536	LG01	178.982
Marker132501	LG01	179.582
Mark3371837	LG01	180.277
Marker83660	LG01	181.181
Mark3517469	LG01	181.181
Marker87605	LG01	181.181
Mark1880855	LG01	181.181
Marker106032	LG01	181.181
Marker122818	LG01	181.83
Mark4261002	LG01	182.43
Mark4741016	LG01	182.43
Mark2430947	LG01	183.731
Marker90880	LG01	183.731
Mark5428038	LG01	183.731
Marker122466	LG01	183.731
Mark3220604	LG01	183.731
Marker116968	LG01	184.572
Marker133143	LG01	185.172
Mark4925576	LG01	185.772
Marker128238	LG01	186.372
Marker134459	LG01	188.414
Marker149343	LG01	191.518
Marker124299	LG01	192.118
Mark5174813	LG01	192.118
Mark4022892	LG01	192.118
Marker83993	LG01	193.418
Marker118392	LG01	194.018
Marker147171	LG01	195.319
Marker81739	LG01	197.72
Marker116552	LG01	199.922
Mark1897415	LG01	202.624
Marker63227	LG01	203.124
Marker150184	LG01	204.125
Marker115077	LG01	205.857
Marker48775	LG01	206.357
Marker113555	LG01	208.458
Mark3274901	LG01	208.458
Marker70347	LG01	208.458
Marker46791	LG01	208.458
Mark5428605	LG01	209.459
Mark4538838	LG01	209.459
Marker151017	LG01	209.459
Mark4538005	LG01	209.459
Marker89894	LG01	210.459
Marker105738	LG01	210.959
Marker9930	LG01	212.96
Marker75446	LG01	214.17
Marker101699	LG01	214.88
Marker134004	LG01	216.591
Mark1883788	LG01	218.092
Marker108456	LG01	218.592
Mark1897944	LG01	219.092
Marker55271	LG01	219.092
Marker8535	LG01	220.192
Marker53042	LG01	223.401
Mark3371854	LG01	224.402
Marker146953	LG01	224.402
Marker26096	LG01	224.902
Marker100995	LG01	225.902
Marker104825	LG01	227.123
Marker137165	LG01	228.123
Marker58000	LG01	228.123
Marker33910	LG01	229.123
Marker28511	LG01	229.623
Marker82246	LG01	230.123
Marker131122	LG01	230.623
Marker14740	LG01	230.623
Marker15180	LG01	230.623
e5	LG01	231.123
PT61096	LG01	232.624
PT51534	LG01	232.624
Sca69	LG01	232.624
Sca230	LG01	232.624
PT51508	LG01	232.624
PT60357	LG01	232.624
Tep041	LG01	233.624
Sca605	LG01	234.124
PT50392	LG01	234.124
e98	LG01	234.124
PT50280	LG01	234.124
PT61650	LG01	234.624
Sca529	LG01	234.624
Sca542	LG01	235.124
PT61224	LG01	235.124
PT54543	LG01	235.124
Marker27048	LG02	0
PT53775	LG02	0.117
Marker47405	LG02	0.124
Marker19138	LG02	0.644
Marker32060	LG02	1.266
Tp370	LG02	1.875
Marker10739	LG02	2.216
PT50539	LG02	2.3
PT20213	LG02	2.58
Marker55691	LG02	3.292
Marker99138	LG02	3.649
Mark2812476	LG02	3.722
Mark5102506	LG02	3.749
Marker145560	LG02	4.37
Marker120628	LG02	4.408
Marker83480	LG02	4.916
Mark1851804	LG02	5.813
Mark1850880	LG02	5.943
Mark3651163	LG02	6.002
Marker111953	LG02	6.33
Marker130145	LG02	6.468
Mark5099332	LG02	6.681
Marker123757	LG02	6.685
Marker80619	LG02	6.702
Mark2063969	LG02	6.996
Mark5375302	LG02	7.039
Marker109933	LG02	7.105
Marker82729	LG02	8.017
Mark5353860	LG02	8.118
Marker94589	LG02	8.432
Marker68076	LG02	9.04
Marker119060	LG02	9.617
Mark4554611	LG02	9.739
Marker126149	LG02	9.965
Mark5616286	LG02	10.397
Marker58820	LG02	10.597
Marker144604	LG02	10.598
Mark5621999	LG02	11.034
Marker64202	LG02	11.091
Marker43570	LG02	11.221
Marker73794	LG02	11.264
Marker119285	LG02	11.379
Marker57075	LG02	11.578
Marker50395	LG02	11.647
Mark5066118	LG02	11.649
Marker8644	LG02	11.712
