Marker	Chr	cM
Marker112058	1	0
Marker127639	1	0
Marker434654	1	0
Marker84926	1	0
Marker260049	1	1.099
Marker169660	1	1.099
Marker200878	1	1.099
Marker9576	1	2.198
Marker395489	1	2.198
Marker285219	1	2.198
Marker112026	1	2.198
Marker456075	1	2.198
Marker169750	1	4.472
Marker42301	1	4.472
Marker453141	1	4.472
Marker378329	1	5.583
Marker349640	1	6.133
Marker200245	1	6.133
Marker160268	1	6.133
Marker345291	1	6.682
Marker330019	1	6.682
Marker397115	1	6.682
Marker146368	1	6.682
Marker346287	1	6.682
Marker179393	1	6.682
Marker214046	1	6.682
Marker128950	1	6.682
Marker123116	1	6.682
Marker439524	1	7.794
Marker245395	1	7.794
Marker341936	1	7.794
Marker350623	1	7.794
Marker129240	1	7.794
Marker257950	1	7.794
Marker397527	1	7.794
Marker336702	1	7.794
Marker175341	1	7.794
Marker405410	1	7.794
Marker194645	1	7.794
Marker338955	1	10.068
Marker226715	1	11.925
Marker210775	1	11.925
Marker287895	1	12.463
Marker135161	1	12.463
Marker405571	1	12.463
Marker315554	1	12.463
Marker13389	1	13.781
Marker109452	1	14.858
Marker203799	1	15.638
Marker20124	1	15.638
Marker154370	1	15.638
Marker395470	1	15.638
Marker81454	1	16.187
Marker135158	1	16.187
Marker51576	1	16.187
Marker48708	1	16.187
Marker361588	1	16.187
Marker319189	1	16.187
Marker367802	1	16.737
Marker375645	1	16.737
Marker364759	1	16.737
Marker34454	1	16.737
Marker211966	1	18.398
Marker152042	1	18.398
Marker424427	1	19.217
Marker257576	1	19.217
Marker348116	1	19.217
Marker102401	1	20.065
Marker93031	1	20.065
Marker334719	1	20.065
Marker250108	1	21.732
Marker371028	1	21.732
Marker164338	1	21.732
Marker71152	1	21.732
Marker148475	1	21.732
Marker101162	1	21.732
Marker25565	1	21.732
Marker166581	1	21.732
Marker18110	1	21.732
Marker294985	1	21.732
Marker412613	1	21.732
Marker383732	1	21.732
Marker123922	1	21.732
Marker36126	1	21.732
Marker349869	1	22.282
Marker8516	1	24.871
Marker30052	1	24.871
Marker119564	1	24.871
Marker7605	1	24.871
Marker124832	1	26.791
Marker139994	1	26.791
Marker263297	1	26.791
Marker182436	1	26.791
Marker34153	1	26.791
Marker328592	1	26.791
Marker393229	1	26.791
Marker50677	1	26.791
Marker279900	1	26.791
Marker283029	1	26.791
Marker430904	1	26.791
Marker406541	1	26.791
Marker60981	1	26.791
Marker9301	1	26.791
Marker82426	1	26.791
Marker18515	1	29.027
Marker335045	1	29.027
Marker161015	1	29.027
Marker441663	1	29.027
Marker138889	1	29.027
Marker12579	1	29.027
Marker411888	1	29.027
Marker150096	1	29.027
Marker320048	1	29.576
Marker312998	1	29.576
Marker224576	1	29.576
Marker367346	1	29.576
Marker305318	1	29.576
Marker373251	1	29.576
Marker15232	1	29.576
Marker313990	1	29.576
Marker23915	1	29.576
Marker217931	1	29.576
Marker244982	1	29.576
Marker173233	1	29.576
Marker403075	1	29.576
Marker390106	1	29.576
Marker101309	1	29.576
Marker11100	1	29.576
Marker305812	1	29.576
Marker337719	1	29.576
Marker391297	1	29.576
Marker126524	1	29.576
Marker418788	1	29.576
Marker442614	1	31.812
Marker4080	1	31.812
Marker190372	1	31.812
Marker69511	1	31.812
Marker389653	1	31.812
Marker364248	1	31.812
Marker49812	1	31.812
Marker405865	1	31.812
Marker22933	1	31.812
Marker11318	1	31.812
Marker27745	1	31.812
Marker6711	1	31.812
Marker309645	1	31.812
Marker19227	1	34.636
Marker58910	1	34.636
Marker50804	1	34.636
Marker401840	1	35.418
Marker197007	1	36.483
Marker431664	1	36.483
Marker27629	1	36.483
