Marker	Chr	cM
BOPA2_12_10420_iSelect	1H	1.3
BOPA2_12_30969_iSelect	1H	1.36
SCRI_RS_120053_iSelect	1H	1.36
SCRI_RS_120059_iSelect	1H	1.36
BOPA1_8670-388_iSelect	1H	1.38
BOPA1_7174-365_iSelect	1H	1.87
BOPA1_3220-723_iSelect	1H	2.44
BOPA1_6195-2137_iSelect	1H	2.44
BOPA2_12_11311_iSelect	1H	2.44
BOPA2_12_30715_iSelect	1H	2.44
SCRI_RS_113745_iSelect	1H	2.44
BOPA2_12_31144_iSelect	1H	4.98
BOPA2_12_10410_iSelect	1H	5.22
SCRI_RS_194326_iSelect	1H	5.68
SCRI_RS_232577_iSelect	1H	5.68
SCRI_RS_60145_iSelect	1H	5.68
SCRI_RS_60293_iSelect	1H	5.68
SCRI_RS_66630_iSelect	1H	5.68
SCRI_RS_82277_iSelect	1H	5.68
BOPA1_3101-111_iSelect	1H	6.15
BOPA2_12_10636_iSelect	1H	6.15
BOPA2_12_11011_iSelect	1H	6.32
BOPA2_12_30933_iSelect	1H	6.68
BOPA1_6949-895_iSelect	1H	9.34
BOPA1_7372-1253_iSelect	1H	10.35
SCRI_RS_162524_iSelect	1H	10.35
SCRI_RS_184274_iSelect	1H	10.7
SCRI_RS_1929_iSelect	1H	10.7
SCRI_RS_224686_iSelect	1H	10.7
BOPA2_12_31149_iSelect	1H	11.7
BOPA2_12_30919_iSelect	1H	12.5
BOPA2_12_30950_iSelect	1H	12.5
BOPA2_12_30952_iSelect	1H	12.67
BOPA2_12_30918_iSelect	1H	12.78
BOPA2_12_30951_iSelect	1H	12.78
SCRI_RS_119312_iSelect	1H	13.3
SCRI_RS_148560_iSelect	1H	14.2
BOPA2_12_30588_iSelect	1H	15.9
SCRI_RS_148733_iSelect	1H	15.9
SCRI_RS_130592_iSelect	1H	17.2
SCRI_RS_130600_iSelect	1H	17.2
SCRI_RS_182656_iSelect	1H	17.2
BOPA2_12_30955_iSelect	1H	18.07
SCRI_RS_157757_iSelect	1H	18.1
SCRI_RS_205669_iSelect	1H	18.6
SCRI_RS_3336_iSelect	1H	18.6
SCRI_RS_152464_iSelect	1H	19.1
SCRI_RS_139220_iSelect	1H	19.3
BOPA2_12_30948_iSelect	1H	20.31
BOPA1_4473-309_iSelect	1H	21.35
BOPA1_5494-316_iSelect	1H	21.35
BOPA1_2496-1916_iSelect	1H	21.97
BOPA1_10922-503_iSelect	1H	21.99
SCRI_RS_189506_iSelect	1H	21.99
BOPA2_12_30876_iSelect	1H	24.56
BOPA1_6792-1945_iSelect	1H	26.05
BOPA1_4226-570_iSelect	1H	26.32
SCRI_RS_124926_iSelect	1H	26.32
SCRI_RS_169091_iSelect	1H	26.32
SCRI_RS_182603_iSelect	1H	26.32
BOPA2_12_30241_iSelect	1H	26.35
SCRI_RS_150226_iSelect	1H	27.29
SCRI_RS_171221_iSelect	1H	27.29
SCRI_RS_88375_iSelect	1H	27.29
SCRI_RS_14227_iSelect	1H	27.39
BOPA1_1906-429_iSelect	1H	28.42
BOPA1_5318-436_iSelect	1H	28.78
SCRI_RS_155382_iSelect	1H	28.78
SCRI_RS_239784_iSelect	1H	30.39
BOPA1_5194-1118_iSelect	1H	31.24
BOPA1_6081-850_iSelect	1H	31.24
BOPA2_12_31276_iSelect	1H	32.09
BOPA1_3751-1136_iSelect	1H	35.6
BOPA1_5346-1587_iSelect	1H	36.02
BOPA1_6238-243_iSelect	1H	36.71
SCRI_RS_165811_iSelect	1H	36.71
BOPA2_12_31177_iSelect	1H	37.1
BOPA1_2151-1310_iSelect	1H	37.77
BOPA2_12_11357_iSelect	1H	39.74
BOPA2_12_11498_iSelect	1H	41.09
SCRI_RS_114047_iSelect	1H	42.01
SCRI_RS_193392_iSelect	1H	42.01
BOPA2_12_30336_iSelect	1H	42.17
SCRI_RS_153785_iSelect	1H	43.41
SCRI_RS_170869_iSelect	1H	43.41
SCRI_RS_170878_iSelect	1H	43.41
BOPA1_5381-1950_iSelect	1H	43.62
SCRI_RS_189483_iSelect	1H	43.62
SCRI_RS_140837_iSelect	1H	43.81
SCRI_RS_184784_iSelect	1H	43.81
SCRI_RS_230987_iSelect	1H	43.81
SCRI_RS_11615_iSelect	1H	44.11
SCRI_RS_160545_iSelect	1H	44.31
SCRI_RS_205816_iSelect	1H	44.31
BOPA1_2314-1412_iSelect	1H	44.69
BOPA1_3277-446_iSelect	1H	44.69
