Marker	Chr	cM
AF162283	G	79.79
AF186183	M	69.18
AI794821	C1	99.51
AI856415	D1b	58.22
AQ851479	B1	109.34
AW132402	A2	61.44
AW186493	F	18.94
AW277661	C1	56.28
AW310961	J	0.40
AW508247	L	41.40
AW620774	B2	78.09
AW734137	G	20.57
AW756935	F	98.17
AW781285	D1a	56.59
AZ254740	G	15.35
AZ302047	D1a	41.89
AZ536570	A1	30.60
BARC-001489-00142	D2	118.12
BARC-002111-00128	O	20.07
BARC-002118-00086	N	48.25
BARC-002120-00051	K	40.45
BARC-003180-00257	G	9.73
BARC-003180-00258	G	10.96
BARC-003432-00279	G	21.48
BARC-004952-00267	G	14.20
BARC-005806-00273	G	17.86
BARC-006589-00224	A1	50.76
BARC-007320-00155	M	89.84
BARC-007338-00165	B2	30.84
BARC-007547-00004	K	45.19
BARC-007554-00101	L	54.93
BARC-007554-00103	L	46.30
BARC-007567-00027	F	55.08
BARC-007567-00030	F	52.26
BARC-007569-00135	L	91.52
BARC-007573-00060	M	46.27
BARC-007648-00167	G	6.94
BARC-007650-00171	E	78.64
BARC-007696-00073	I	29.56
BARC-007704-00081	B1	111.04
BARC-007722-00082	M	8.89
BARC-007726-00090	D1a	95.23
BARC-007730-00066	F	49.92
BARC-007889-00156	D1b	36.12
BARC-007900-00197	M	117.51
BARC-007901-00205	C1	51.13
BARC-007964-00162	A1	81.03
BARC-007970-00180	I	91.74
BARC-007972-00189	K	8.56
BARC-007975-00192	F	74.64
BARC-007999-00186	K	57.21
BARC-008001-00154	F	50.40
BARC-008009-00213	D1a	93.22
BARC-008013-00215	D1a	74.68
BARC-008017-00148	M	6.81
BARC-008021-00209	O	92.39
BARC-008075-00070	O	53.16
BARC-008079-00003	O	20.07
BARC-008105-00125	A2	53.03
BARC-008207-00139	K	29.95
BARC-008209-01052	O	89.80
BARC-008211-00113	K	73.20
BARC-008217-00014	B2	63.47
BARC-008223-00022	G	78.05
BARC-008225-00019	O	17.26
BARC-008231-00112	E	17.95
BARC-008235-00012	H	62.69
BARC-008237-00124	E	24.73
BARC-008241-00035	O	116.28
BARC-008249-00047	A2	34.69
BARC-008253-00131	I	99.99
BARC-008257-00050	M	7.81
