Marker	Chr	cM
Bn-­‐A01-­‐p137814	A1	0
Bn-­‐A01-­‐p460072	A1	1.9
Bn-­‐scaff_20461_1-­‐p169329	A1	1.9
Bn-­‐A01-­‐p974934	A1	3
Bn-­‐A01-­‐p1250595	A1	4.1
Bn-­‐A01-­‐p1372430	A1	6.3
Bn-­‐A01-­‐p1661180	A1	8.5
Bn-­‐A01-­‐p1742846	A1	9.6
Bn-­‐A01-­‐p1770291	A1	10.7
Bn-­‐A01-­‐p1990755	A1	11.8
Bn-­‐A01-­‐p2094793	A1	12.9
Bn-­‐A01-­‐p2171217	A1	14
Bn-­‐A01-­‐p2242890	A1	16.2
Bn-­‐A01-­‐p2667471	A1	19
Bn-­‐A01-­‐p2825565	A1	20.4
Bn-­‐A01-­‐p2990104	A1	21.8
Bn-­‐A01-­‐p3183888	A1	23.2
Bn-­‐A01-­‐p3306526	A1	24.4
Bn-­‐A01-­‐p3904495	A1	26.7
Bn-­‐A01-­‐p4812269	A1	26.7
Bn-­‐A01-­‐p5106042	A1	27.6
Bn-­‐A01-­‐p5193639	A1	28.5
Bn-­‐A01-­‐p5590998	A1	29.5
Bn-­‐A01-­‐p6182710	A1	30.4
Bn-­‐A01-­‐p6274135	A1	32.3
Bn-­‐A01-­‐p6687707	A1	34.2
Bn-­‐A01-­‐p6898291	A1	35.1
Bn-­‐A01-­‐p7648929	A1	36
Bn-­‐A01-­‐p7889385	A1	37.9
Bn-­‐A01-­‐p7979458	A1	38.8
Bn-­‐A01-­‐p8017380	A1	39.7
Bn-­‐A01-­‐p9442471	A1	40.6
Bn-­‐A01-­‐p9884449	A1	41.5
Bn-­‐A01-­‐p9996458	A1	42.4
Bn-­‐A01-­‐p10231780	A1	43.3
Bn-­‐scaff_16217_1-­‐p143344	A1	44.2
Bn-­‐A01-­‐p11825880	A1	45.1
Bn-­‐A01-­‐p19983739	A1	46
Bn-­‐A01-­‐p21393260	A1	46.9
Bn-­‐A01-­‐p21709916	A1	47.7
Bn-­‐A01-­‐p21855770	A1	48.5
Bn-­‐A01-­‐p22051510	A1	49.3
Bn-­‐A01-­‐p22087629	A1	50.1
Bn-­‐A01-­‐p22681496	A1	50.9
Bn-­‐A01-­‐p23568963	A1	55.2
Bn-­‐scaff_17515_1-­‐p51302	A1	56
Bn-­‐A01-­‐p23614494	A1	56.8
Bn-­‐A01-­‐p23694782	A1	57.6
Bn-­‐A01-­‐p24504575	A1	59.3
Bn-­‐A01-­‐p24697185	A1	61
Bn-­‐Scaffold000164-­‐p244631	A1	62.7
Bn-­‐Scaffold000164-­‐p55747	A1	65.2
