Marker	Chr	cM
s_1BM05L_302	LG1	0
s_1BXS0Q_1704	LG1	0
s_1D8OAY_519	LG1	0
s_1A5KNH_1650	LG1	0
s_1CDSUA_1042	LG1	0
s_2G5N5L_1389	LG1	0
v_12308_67	LG1	0
s_1CCX65_1062	LG1	0
s_AE02G5GU9_516	LG1	0.3
s_1A4YNB_305	LG1	0.8
s_1A5BYK_2035	LG1	0.8
s_1BW7NY_508	LG1	1.1
s_1BY538_833	LG1	1.8
s_2IR1HL_748	LG1	1.8
s_1AEHCS_328	LG1	1.8
s_1A0HOQ_452	LG1	1.8
s_1A0LGZ_1280	LG1	1.8
s_1DFK66_275	LG1	1.8
v_13951_270	LG1	2.1
v_1377_170	LG1	2.4
v_7751_472	LG1	2.9
s_1AMVCC_444	LG1	3.2
s_1A61LZ_664	LG1	3.2
s_1AH7I_610	LG1	3.2
s_2FRE01_1332	LG1	3.2
s_1A6XOZ_933	LG1	3.3
v_5958_148	LG1	3.3
s_1A7WX0_1019	LG1	3.5
s_1BE1VC_321	LG1	3.5
s_1C27ND_524	LG1	3.5
s_1A6SCF_1310	LG1	3.5
s_1ASTHK_964	LG1	3.5
s_1AJHI_335	LG1	3.5
v_8034_33	LG1	3.5
s_1A5JRZ_890	LG1	3.5
s_1BRKWW_862	LG1	3.5
s_1ALLFQ_463	LG1	3.5
s_1CDHP5_662	LG1	3.5
s_1A8P1M_1009	LG1	3.7
s_1AV06N_928	LG1	3.8
s_1DD3HL_527	LG1	4.1
s_1A3ZO7_403	LG1	4.4
v_6691_155	LG1	4.4
s_1AKLU6_532	LG1	4.4
v_AA11YC02_249	LG1	5
s_1B8KHV_683	LG1	5
s_1A5O64_1214	LG1	5
s_1BA8W_517	LG1	5
s_1B1UZA_524	LG1	5.3
s_1ANLMF_968	LG1	5.6
s_1A0DRN_495	LG1	5.9
s_1A3QJ8_1085	LG1	6.5
s_1AHV63_755	LG1	6.5
s_AE01D3M3A_887	LG1	6.5
s_A3602_329	LG1	6.5
s_1A1VSQ_73	LG1	7.3
v_12509_345	LG1	7.5
s_1CN5F9_492	LG1	7.5
s_1ASKHF_311	LG1	7.5
s_1A8YTK_478	LG1	7.5
s_1A0CCD_941	LG1	7.5
s_1A9CZR_531	LG1	7.8
s_1B72GW_391	LG1	7.8
s_1ANY2A_536	LG1	8.1
s_1A9AS9_710	LG1	8.1
s_1AGD1E_363	LG1	8.7
s_1B123O_519	LG1	8.7
s_1AL5XH_739	LG1	8.7
s_2FOFLP_223	LG1	9
s_1AZCTX_158	LG1	9
v_11977_97	LG1	9
s_1A2IV6_144	LG1	9
s_1CFE4C_2114	LG1	9
s_1A8GYH_966	LG1	9.3
s_1AGZMG_503	LG1	9.6
s_1BDNCB_1066	LG1	9.6
s_1A8ZCB_1136	LG1	9.6
v_7874_88	LG1	9.7
s_1BCS9L_337	LG1	10.4
s_1DFASW_1502	LG1	10.6
s_1APXDS_1237	LG1	11.2
s_1B36QC_493	LG1	11.5
s_1DNMZ8_475	LG1	11.8
v_2563_242	LG1	11.8
s_1ALSH5_240	LG1	12.4
s_AE01BXXF0_799	LG1	12.4
s_1B3CZV_1548	LG1	12.4
s_1AINNU_1497	LG1	12.9
s_1AT52S_850	LG1	12.9
s_1A21JS_241	LG1	13.1
s_1AEEE6_589	LG1	13.2
s_1ALBZK_1260	LG1	13.5
s_1AWDOW_1030	LG1	13.5
s_1B1CNJ_1064	LG1	13.5
s_2GAXBA_1610	LG1	13.8
v_2914_202	LG1	14.7
s_1A2Z9C_593	LG1	15.3
s_1CUGOD_1364	LG1	15.3
s_1AM49W_1644	LG1	15.9
s_1APDXW_90	LG1	16
s_1A31WN_1255	LG1	16
v_15911_267	LG1	16.2
s_1CH15H_917	LG1	16.2
s_1B4PVO_707	LG1	16.2
s_1A92IY_1969	LG1	16.2
s_2FI5R1_666	LG1	16.2
s_1A2MPL_1497	LG1	17.1
s_1A25NP_1224	LG1	17.3
s_2FSI76_117	LG1	17.3
s_1A3G3R_357	LG1	17.3
s_1BFURZ_500	LG1	17.3
s_1A01J1_363	LG1	17.3
s_1ALQPM_641	LG1	17.3
s_1A8AMQ_500	LG1	17.3
s_1C5RHP_703	LG1	17.9
s_1A24E5_1529	LG1	18.4
s_1ANR4K_630	LG1	18.4
s_1D4F85_416	LG1	18.8
v_5939_256	LG1	18.8
s_1AVBB2_1000	LG1	18.8
s_1A7OYR_467	LG1	19.4
s_2GE464_807	LG1	19.4
s_1B7VMU_849	LG1	20.1
s_2FKX0W_893	LG1	20.5
s_1A05OE_463	LG1	20.5
s_1A4XSM_414	LG1	20.8
s_AE02FKGSA_482	LG1	20.8
s_1ARYM3_383	LG1	21.8
s_1A87O2_1106	LG1	21.8
v_4080_536	LG1	23.1
s_1BWE0W_825	LG1	23.1
s_1B1IS9_1087	LG1	23.1
v_1588_550	LG1	23.4
s_1BGS8A_864	LG1	23.6
s_1BH6EY_671	LG1	23.6
s_1B97ZV_1267	LG1	23.6
