Marker	Chr	cM
ST4.03ch01	1	0
ST4.03ch01	1	4.532
ST4.03ch01	1	4.532
ST4.03ch01	1	4.532
ST4.03ch01	1	4.532
ST4.03ch01	1	6.71
ST4.03ch01	1	8.698
ST4.03ch09	1	9.832
ST4.03ch01	1	10.169
ST4.03ch01	1	11.907
ST4.03ch01	1	13.291
ST4.03ch01	1	15.05
ST4.03ch01	1	15.074
ST4.03ch01	1	15.567
ST4.03ch01	1	15.768
ST4.03ch01	1	18.576
ST4.03ch01	1	18.576
ST4.03ch01	1	18.576
ST4.03ch01	1	18.576
ST4.03ch01	1	18.576
ST4.03ch01	1	18.576
ST4.03ch01	1	21.125
ST4.03ch01	1	23.267
ST4.03ch01	1	23.548
ST4.03ch01	1	23.783
ST4.03ch01	1	23.881
ST4.03ch01	1	23.886
ST4.03ch01	1	23.926
ST4.03ch01	1	23.926
ST4.03ch01	1	23.926
ST4.03ch01	1	23.926
ST4.03ch01	1	24.371
ST4.03ch01	1	24.797
ST4.03ch01	1	24.847
ST4.03ch01	1	25.789
ST4.03ch01	1	27.244
ST4.03ch01	1	27.828
ST4.03ch01	1	28.149
ST4.03ch01	1	28.291
ST4.03ch01	1	28.454
ST4.03ch01	1	28.454
ST4.03ch01	1	28.454
ST4.03ch01	1	28.454
ST4.03ch01	1	28.454
ST4.03ch01	1	28.479
ST4.03ch01	1	28.479
ST4.03ch01	1	28.626
ST4.03ch01	1	28.686
ST4.03ch01	1	28.945
ST4.03ch01	1	28.945
ST4.03ch01	1	28.945
ST4.03ch01	1	28.945
ST4.03ch01	1	28.945
ST4.03ch01	1	31.025
ST4.03ch01	1	34.892
ST4.03ch01	1	35.392
ST4.03ch01	1	35.899
ST4.03ch01	1	36.587
ST4.03ch01	1	37.235
ST4.03ch01	1	37.928
ST4.03ch01	1	38.253
ST4.03ch01	1	38.272
ST4.03ch01	1	38.272
ST4.03ch01	1	38.272
ST4.03ch01	1	38.325
ST4.03ch01	1	38.512
ST4.03ch01	1	38.541
ST4.03ch01	1	38.564
ST4.03ch01	1	38.902
ST4.03ch01	1	38.905
ST4.03ch01	1	38.926
ST4.03ch01	1	40.067
ST4.03ch01	1	40.067
ST4.03ch01	1	40.067
ST4.03ch01	1	40.067
ST4.03ch01	1	40.069
ST4.03ch01	1	40.069
ST4.03ch01	1	40.069
ST4.03ch01	1	40.069
ST4.03ch01	1	40.069
ST4.03ch01	1	40.083
ST4.03ch01	1	40.514
ST4.03ch01	1	41.733
ST4.03ch01	1	42.021
ST4.03ch01	1	42.286
ST4.03ch01	1	42.933
ST4.03ch01	1	43.294
ST4.03ch01	1	43.333
ST4.03ch01	1	43.932
ST4.03ch01	1	43.932
ST4.03ch01	1	46.072
ST4.03ch01	1	46.775
ST4.03ch01	1	50.077
ST4.03ch01	1	50.123
ST4.03ch01	1	50.123
ST4.03ch01	1	50.123
ST4.03ch01	1	50.123
ST4.03ch01	1	50.123
ST4.03ch01	1	50.123
ST4.03ch01	1	50.278
ST4.03ch01	1	50.623
ST4.03ch01	1	50.784
ST4.03ch01	1	50.784
ST4.03ch01	1	50.784
ST4.03ch01	1	50.784
ST4.03ch01	1	52.795
ST4.03ch01	1	55.774
ST4.03ch01	1	56.522
ST4.03ch01	1	56.708
ST4.03ch01	1	57.545
ST4.03ch01	1	58.339
ST4.03ch01	1	59.529
ST4.03ch01	1	59.934
ST4.03ch01	1	60.081
ST4.03ch01	1	61.148
ST4.03ch01	1	61.635
ST4.03ch01	1	62.3
ST4.03ch01	1	62.553
ST4.03ch01	1	62.562
ST4.03ch01	1	63.434
ST4.03ch01	1	63.763
ST4.03ch01	1	72.646
ST4.03ch01	1	72.892
ST4.03ch01	1	75.174
ST4.03ch01	1	75.631
ST4.03ch01	1	75.631
ST4.03ch01	1	75.631
ST4.03ch01	1	75.631
ST4.03ch01	1	75.631
ST4.03ch01	1	75.639
ST4.03ch01	1	75.718
ST4.03ch01	1	75.718
ST4.03ch01	1	75.842
ST4.03ch01	1	76.519
ST4.03ch01	1	76.723
ST4.03ch01	1	78.463
ST4.03ch01	1	79.247
ST4.03ch01	1	79.247
ST4.03ch01	1	79.247
ST4.03ch01	1	79.25
ST4.03ch01	1	80.621
ST4.03ch01	1	81.408
ST4.03ch01	1	81.476
ST4.03ch01	1	81.493
ST4.03ch01	1	81.493
ST4.03ch01	1	81.579
ST4.03ch01	1	81.766
ST4.03ch01	1	82.017
ST4.03ch01	1	82.021
ST4.03ch01	1	82.023
ST4.03ch01	1	82.34
ST4.03ch01	1	82.341
ST4.03ch01	1	82.341
ST4.03ch01	1	82.341
ST4.03ch01	1	82.351
ST4.03ch01	1	82.355
ST4.03ch01	1	82.816
ST4.03ch01	1	82.915
ST4.03ch01	1	82.936
ST4.03ch01	1	82.936
ST4.03ch01	1	82.936
ST4.03ch01	1	83.125
ST4.03ch01	1	83.267
ST4.03ch01	1	83.709
ST4.03ch01	1	83.724
ST4.03ch01	1	83.732
ST4.03ch01	1	83.891
ST4.03ch01	1	83.891
ST4.03ch01	1	83.894
ST4.03ch01	1	83.894
ST4.03ch01	1	83.907
ST4.03ch01	1	83.911
ST4.03ch01	1	83.919
ST4.03ch01	1	83.922
ST4.03ch01	1	83.923
ST4.03ch01	1	84.353
ST4.03ch01	1	85.105
ST4.03ch01	1	85.393
ST4.03ch01	1	86.481
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.917
ST4.03ch01	1	86.923
ST4.03ch01	1	86.923
ST4.03ch01	1	86.926
ST4.03ch01	1	86.931
ST4.03ch01	1	86.938
ST4.03ch01	1	86.938
ST4.03ch01	1	86.948
ST4.03ch01	1	87.967
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.624
ST4.03ch01	1	88.639
ST4.03ch01	1	88.752
ST4.03ch01	1	88.787
ST4.03ch01	1	89.438
ST4.03ch01	1	89.515
ST4.03ch01	1	89.553
ST4.03ch01	1	89.665
ST4.03ch01	1	89.667
ST4.03ch01	1	89.749
ST4.03ch01	1	90.022
ST4.03ch01	1	90.603
ST4.03ch01	1	90.914
ST4.03ch01	1	91.643
ST4.03ch01	1	91.647
ST4.03ch01	1	92.181
ST4.03ch01	1	92.982
ST4.03ch02	2	6.462
ST4.03ch02	2	8.218
ST4.03ch02	2	9.388
ST4.03ch02	2	9.702
ST4.03ch02	2	9.818
ST4.03ch02	2	9.873
ST4.03ch02	2	9.873
ST4.03ch02	2	9.873
ST4.03ch02	2	10.098
ST4.03ch02	2	11.734
ST4.03ch02	2	12.988
ST4.03ch02	2	13.214
ST4.03ch02	2	13.29
ST4.03ch02	2	13.442
ST4.03ch02	2	13.461
ST4.03ch02	2	13.51
ST4.03ch02	2	13.515
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.54
ST4.03ch02	2	13.541
ST4.03ch02	2	13.564
ST4.03ch02	2	13.575
ST4.03ch02	2	13.575
ST4.03ch02	2	13.575
ST4.03ch02	2	13.584
ST4.03ch02	2	13.649
ST4.03ch02	2	13.665
ST4.03ch02	2	13.665
ST4.03ch02	2	13.843
ST4.03ch02	2	14.037
ST4.03ch02	2	14.378
ST4.03ch02	2	14.581
ST4.03ch02	2	14.595
ST4.03ch02	2	14.625
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.633
ST4.03ch02	2	14.641
ST4.03ch02	2	14.641
ST4.03ch02	2	14.65
ST4.03ch02	2	14.663
ST4.03ch02	2	15.185
ST4.03ch02	2	15.189
ST4.03ch02	2	15.189
ST4.03ch02	2	15.189
ST4.03ch02	2	15.263
ST4.03ch02	2	17.27
ST4.03ch02	2	18.876
ST4.03ch02	2	19.277
ST4.03ch02	2	19.498
ST4.03ch02	2	19.714
ST4.03ch02	2	20.205
ST4.03ch02	2	20.212
ST4.03ch02	2	20.222
ST4.03ch02	2	20.226
ST4.03ch02	2	20.235
ST4.03ch02	2	20.24
ST4.03ch02	2	20.269
ST4.03ch02	2	20.305
ST4.03ch02	2	20.313
ST4.03ch02	2	20.452
ST4.03ch02	2	20.57
ST4.03ch02	2	20.782
ST4.03ch02	2	22.273
ST4.03ch02	2	22.448
ST4.03ch02	2	22.668
ST4.03ch02	2	23.334
ST4.03ch02	2	23.433
ST4.03ch02	2	26.33
ST4.03ch02	2	26.342
ST4.03ch02	2	26.389
ST4.03ch02	2	26.389
ST4.03ch02	2	26.389
ST4.03ch02	2	26.389
ST4.03ch02	2	26.389
ST4.03ch02	2	26.389
ST4.03ch02	2	26.967
ST4.03ch02	2	27.157
ST4.03ch02	2	27.36
ST4.03ch02	2	27.36
ST4.03ch02	2	27.36
ST4.03ch02	2	27.36
ST4.03ch02	2	27.36
ST4.03ch02	2	27.36
ST4.03ch02	2	27.361
ST4.03ch02	2	27.835
ST4.03ch02	2	27.835
ST4.03ch02	2	27.835
ST4.03ch02	2	27.896
ST4.03ch02	2	27.923
ST4.03ch02	2	27.956
ST4.03ch02	2	28.327
ST4.03ch02	2	28.867
ST4.03ch02	2	29.172
ST4.03ch02	2	29.172
ST4.03ch02	2	29.178
ST4.03ch02	2	29.406
ST4.03ch02	2	29.713
ST4.03ch02	2	30.371
ST4.03ch02	2	30.435
ST4.03ch02	2	31.488
ST4.03ch02	2	31.558
ST4.03ch02	2	31.795
ST4.03ch02	2	32.097
ST4.03ch02	2	32.236
ST4.03ch12	2	32.236
ST4.03ch02	2	32.236
ST4.03ch02	2	32.236
ST4.03ch02	2	32.236
ST4.03ch02	2	32.236
ST4.03ch02	2	32.524
ST4.03ch02	2	33.115
ST4.03ch01	2	33.532
ST4.03ch02	2	33.796
ST4.03ch02	2	33.796
ST4.03ch02	2	33.796
ST4.03ch02	2	34.232
ST4.03ch02	2	34.375
ST4.03ch02	2	34.422
ST4.03ch02	2	34.422
ST4.03ch02	2	34.422
ST4.03ch02	2	34.422
ST4.03ch02	2	34.427
ST4.03ch02	2	34.433
ST4.03ch02	2	34.445
ST4.03ch02	2	34.445
ST4.03ch02	2	34.445
ST4.03ch02	2	34.445
ST4.03ch02	2	34.456
ST4.03ch02	2	34.658
ST4.03ch02	2	34.658
ST4.03ch02	2	34.658
ST4.03ch02	2	34.658
ST4.03ch02	2	34.658
ST4.03ch02	2	34.658
ST4.03ch02	2	34.679
ST4.03ch02	2	34.856
ST4.03ch02	2	35.092
ST4.03ch02	2	35.283
ST4.03ch02	2	35.561
ST4.03ch02	2	36.173
ST4.03ch02	2	36.429
ST4.03ch02	2	36.452
ST4.03ch02	2	36.467
ST4.03ch02	2	36.467
ST4.03ch02	2	36.843
ST4.03ch07	2	37.075
ST4.03ch07	2	37.701
ST4.03ch02	2	40.582
ST4.03ch02	2	40.981
ST4.03ch02	2	42.671
ST4.03ch02	2	42.671
ST4.03ch02	2	43.862
ST4.03ch02	2	45.178
ST4.03ch02	2	46.584
ST4.03ch02	2	47.129
ST4.03ch02	2	49.569
ST4.03ch02	2	49.869
ST4.03ch02	2	49.917
ST4.03ch02	2	52.624
ST4.03ch02	2	52.801
ST4.03ch02	2	56.372
ST4.03ch02	2	56.587
ST4.03ch02	2	56.97
ST4.03ch02	2	59.058
ST4.03ch02	2	60.141
ST4.03ch02	2	60.447
ST4.03ch02	2	60.469
ST4.03ch02	2	60.474
ST4.03ch02	2	61.224
ST4.03ch02	2	61.77
ST4.03ch02	2	63.429
ST4.03ch02	2	63.435
ST4.03ch02	2	64.911
ST4.03ch02	2	64.911
ST4.03ch02	2	64.911
ST4.03ch02	2	64.911
ST4.03ch02	2	64.911
ST4.03ch02	2	64.916
ST4.03ch02	2	64.922
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.924
ST4.03ch02	2	64.927
ST4.03ch02	2	64.931
ST4.03ch02	2	65.395
ST4.03ch02	2	65.612
ST4.03ch02	2	66.529
ST4.03ch02	2	67.493
ST4.03ch02	2	67.494
ST4.03ch02	2	67.494
ST4.03ch02	2	67.494
ST4.03ch02	2	67.495
ST4.03ch02	2	67.496
ST4.03ch02	2	67.497
ST4.03ch02	2	67.5
ST4.03ch02	2	67.77
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.354
ST4.03ch02	2	69.531
ST4.03ch02	2	71.022
ST4.03ch02	2	71.402
ST4.03ch02	2	73.462
ST4.03ch02	2	74.22
ST4.03ch02	2	74.981
ST4.03ch02	2	75.948
ST4.03ch02	2	76.016
