Marker	Chr	cM
bin74	1	0
bin73	1	1.054
bin49	1	2.995
bin54	1	5.625
bin60	1	8.172
bin61	1	9.087
bin59	1	11.305
bin56	1	12.118
bin57	1	12.118
bin58	1	12.397
bin62	1	14.344
bin52	1	16.256
bin53	1	16.623
bin51	1	17.006
bin64	1	19.712
bin63	1	22.858
bin65	1	26.202
bin66	1	27.418
bin67	1	28.464
bin70	1	29.313
bin69	1	29.52
bin68	1	29.845
bin72	1	30.555
bin75	1	31.465
bin71	1	32.63
bin47	1	35.643
bin45	1	36.902
bin43	1	37.738
bin44	1	37.894
bin46	1	38.585
bin42	1	40.328
bin40	1	40.614
bin41	1	40.82
bin76	1	41.481
bin39	1	41.959
bin38	1	42.078
bin37	1	42.371
bin77	1	43.821
bin78	1	44.429
bin36	1	45.333
bin35	1	45.625
bin33	1	45.983
bin34	1	46.021
bin80	1	46.92
bin86	1	47.332
bin32	1	47.59
bin79	1	48.205
bin30	1	48.216
bin29	1	48.376
bin31	1	48.656
bin27	1	49.091
bin28	1	49.57
bin26	1	49.57
bin88	1	49.68
bin25	1	49.883
bin84	1	51.133
bin24	1	51.776
bin85	1	52.373
bin23	1	53.315
bin22	1	53.745
bin90	1	54.187
bin87	1	54.79
bin21	1	54.926
bin20	1	55.867
bin92	1	55.901
bin89	1	56.318
bin19	1	56.431
bin18	1	56.978
bin17	1	57.266
bin94	1	57.66
bin16	1	57.848
bin95	1	58.945
bin14	1	59.048
bin13	1	59.194
bin12	1	59.284
bin11	1	59.853
bin10	1	60.12
bin9	1	60.289
bin8	1	60.553
bin91	1	61.122
bin7	1	61.468
bin93	1	61.778
bin6	1	62.326
bin100	1	62.821
bin4	1	62.907
bin5	1	63.048
bin3	1	63.318
bin96	1	64.866
bin97	1	65.11
bin98	1	65.296
bin99	1	65.664
bin15	1	66.119
bin2	1	67.366
bin101	1	68.233
bin105	1	69.308
bin106	1	69.417
bin103	1	70.138
bin104	1	70.891
bin102	1	71.289
bin121	1	72.649
bin81	1	73.504
bin124	1	74.278
bin107	1	75.556
bin108	1	75.792
bin109	1	76.13
bin110	1	76.525
bin111	1	76.987
bin113	1	77.227
bin114	1	77.227
bin112	1	77.449
bin140	1	78.949
bin115	1	79.949
bin116	1	80.1
bin117	1	80.228
bin118	1	80.421
bin119	1	80.533
bin120	1	80.879
bin122	1	82.108
bin123	1	82.769
bin150	1	83.32
bin127	1	84.137
bin128	1	84.488
bin125	1	85.033
bin159	1	85.356
bin132	1	85.709
bin149	1	86.457
bin148	1	86.722
bin160	1	87.289
bin161	1	87.548
bin162	1	87.548
bin163	1	87.725
bin151	1	87.986
bin146	1	88.393
bin147	1	88.566
bin152	1	88.682
bin155	1	88.929
bin154	1	88.98
bin153	1	89.145
bin158	1	89.252
bin156	1	89.315
bin157	1	89.345
bin126	1	89.731
bin164	1	90.101
bin144	1	90.393
bin143	1	90.637
bin142	1	90.879
bin141	1	91.006
bin138	1	91.423
bin135	1	91.526
bin134	1	91.569
bin136	1	91.715
bin139	1	91.971
