Marker	Chr	cM
chr1A_1145442	1A	0
chr1A_1238074	1A	0.121065612
chr1A_3793383	1A	3.34522393
chr1A_3838416	1A	3.34522393
chr1A_3878168	1A	3.34522393
chr1A_3878203	1A	3.34522393
chr1A_3917114	1A	3.34522393
chr1A_3917149	1A	3.34522393
chr1A_3945889	1A	3.34522393
chr1A_3978918	1A	3.34522393
chr1A_3978954	1A	3.34522393
chr1A_3983024	1A	3.34522393
chr1A_4098269	1A	3.34522393
chr1A_4098279	1A	3.34522393
chr1A_4159322	1A	3.34522393
chr1A_4206812	1A	3.34522393
chr1A_4214497	1A	3.34522393
chr1A_4214523	1A	3.34522393
chr1A_4227077	1A	3.34522393
chr1A_4235447	1A	3.518035678
chr1A_4235449	1A	3.518035678
chr1A_4235498	1A	3.518035678
chr1A_4260127	1A	3.518035678
chr1A_4501812	1A	3.518035678
chr1A_4501823	1A	3.518035678
chr1A_4506097	1A	3.518035678
chr1A_4722825	1A	3.518035678
chr1A_4723023	1A	3.518035678
chr1A_4723031	1A	3.518035678
chr1A_4812325	1A	3.518035678
chr1A_4812400	1A	3.518035678
chr1A_4870134	1A	3.518035678
chr1A_4870371	1A	3.518035678
chr1A_4870385	1A	3.518035678
chr1A_4870400	1A	3.518035678
chr1A_4870432	1A	3.518035678
chr1A_5033820	1A	3.518035678
chr1A_5065601	1A	3.518035678
chr1A_5075009	1A	3.518035678
chr1A_5075029	1A	3.518035678
chr1A_5075074	1A	3.518035678
chr1A_5075079	1A	3.518035678
chr1A_5109452	1A	3.518035678
chr1A_5155771	1A	3.518035678
chr1A_5155773	1A	3.518035678
chr1A_5155821	1A	3.518035678
chr1A_5155898	1A	3.518035678
chr1A_5155903	1A	3.518035678
chr1A_5327174	1A	3.518035678
chr1A_5491918	1A	3.518035678
chr1A_5492475	1A	3.518035678
chr1A_5600149	1A	3.518035678
chr1A_5600155	1A	3.518035678
chr1A_5600156	1A	3.518035678
chr1A_5600177	1A	3.518035678
chr1A_6027915	1A	3.518035678
chr1A_6027934	1A	3.518035678
chr1A_8295817	1A	14.67521324
chr1A_8295862	1A	14.67521324
chr1A_8297293	1A	14.67521324
chr1A_8297319	1A	14.67521324
chr1A_8401041	1A	14.67521324
chr1A_8401048	1A	14.67521324
chr1A_8435530	1A	14.67521324
chr1A_8516115	1A	14.67521324
chr1A_8559212	1A	14.67521324
chr1A_8575021	1A	14.67521324
chr1A_8612196	1A	14.67521324
chr1A_9544639	1A	14.67521324
chr1A_9544943	1A	14.67521324
chr1A_9544946	1A	14.67521324
chr1A_9556907	1A	14.67521324
chr1A_9556911	1A	14.67521324
chr1A_9565863	1A	14.67521324
chr1A_9567537	1A	14.67521324
chr1A_9582910	1A	14.67521324
chr1A_9775110	1A	14.67521324
chr1A_9863299	1A	14.67521324
chr1A_9954029	1A	14.67521324
chr1A_10118024	1A	14.67521324
chr1A_10118033	1A	14.67521324
chr1A_10118049	1A	14.67521324
chr1A_10122144	1A	14.67521324
chr1A_10126602	1A	14.67521324
chr1A_10132856	1A	14.67521324
chr1A_10135900	1A	14.67521324
chr1A_10214692	1A	14.67521324
chr1A_10223986	1A	14.67521324
chr1A_10224067	1A	14.67521324
chr1A_10225520	1A	14.67521324
chr1A_10242342	1A	14.67521324
chr1A_10707127	1A	14.67521324
chr1A_10707148	1A	14.67521324
chr1A_10707197	1A	14.67521324
chr1A_10707198	1A	14.67521324
chr1A_10714750	1A	14.67521324
chr1A_10714806	1A	14.67521324
chr1A_10714832	1A	14.67521324
chr1A_11654625	1A	14.67521324
chr1A_11654670	1A	14.67521324
chr1A_11654671	1A	14.67521324
chr1A_11654689	1A	14.67521324
chr1A_11667146	1A	14.67521324
chr1A_11667165	1A	14.67521324
chr1A_11667186	1A	14.67521324
chr1A_11894363	1A	14.67521324
chr1A_11894368	1A	14.67521324
chr1A_11934211	1A	14.67521324
chr1A_11934218	1A	14.67521324
chr1A_12097606	1A	14.67521324
chr1A_12113411	1A	14.67521324
chr1A_12113424	1A	14.67521324
chr1A_12113466	1A	14.67521324
chr1A_12113521	1A	14.67521324
chr1A_12115889	1A	14.67521324
chr1A_12121350	1A	14.67521324
chr1A_12121351	1A	14.67521324
chr1A_12172883	1A	14.67521324
chr1A_12369432	1A	14.67521324
chr1A_12413441	1A	14.67521324
chr1A_12413447	1A	14.67521324
chr1A_12426944	1A	14.67521324
chr1A_12426975	1A	14.67521324
chr1A_12502838	1A	14.67521324
chr1A_12502888	1A	14.67521324
chr1A_12502942	1A	14.67521324
chr1A_12502958	1A	14.67521324
chr1A_12772617	1A	14.67521324
chr1A_12818490	1A	14.67521324
chr1A_12822017	1A	14.67521324
chr1A_12822041	1A	14.67521324
chr1A_12822066	1A	14.67521324
chr1A_12835310	1A	14.67521324
chr1A_12837583	1A	14.67521324
chr1A_12837587	1A	14.67521324
chr1A_12837599	1A	14.67521324
chr1A_12837600	1A	14.67521324
chr1A_12837613	1A	14.67521324
