Marker	Chr	cM
198273	LG1	0
205956	LG1	4.269
72205	LG1	6.208
205971	LG1	6.208
167367	LG1	6.208
227785	LG1	6.208
53977	LG1	6.906
165759	LG1	7.596
156874	LG1	7.596
123948	LG1	7.596
38483	LG1	7.596
205958	LG1	7.596
3278	LG1	7.596
126564	LG1	7.596
123290	LG1	8.255
278223	LG1	8.255
109523	LG1	8.255
124982	LG1	8.972
227308	LG1	10.525
102704	LG1	11.065
102705	LG1	11.065
15518	LG1	11.065
101382	LG1	11.813
39292	LG1	11.813
262069	LG1	13.202
56331	LG1	13.202
168101	LG1	14.605
256782	LG1	16.036
88357	LG1	16.036
165705	LG1	16.036
205798	LG1	16.036
245454	LG1	17.137
59320	LG1	20.075
288454	LG1	20.938
218929	LG1	21.64
29398	LG1	22.178
32296	LG1	22.889
195758	LG1	23.593
162467	LG1	25.747
250555	LG1	25.747
159739	LG1	26.444
185289	LG1	27.207
186777	LG1	27.898
44024	LG1	27.898
205664	LG1	29.341
291086	LG1	30.012
256191	LG1	30.698
96670	LG1	31.395
39765	LG1	31.395
190466	LG1	32.175
27526	LG1	32.175
44917	LG1	34.244
25991	LG1	34.244
108634	LG1	34.889
106356	LG1	36.344
53764	LG1	36.344
115644	LG1	39.184
190296	LG1	39.184
49685	LG1	39.921
75214	LG1	39.921
12729	LG1	41.184
209748	LG1	43.53
45575	LG1	44.464
254088	LG1	45.266
288351	LG1	45.266
293239	LG1	47.359
73130	LG1	48.599
252518	LG1	48.599
50696	LG1	48.599
50715	LG1	49.316
163233	LG1	49.316
244848	LG1	50.534
115632	LG1	50.534
65424	LG1	50.534
55833	LG1	50.534
172950	LG1	51.611
140002	LG1	52.643
171362	LG1	52.643
241621	LG1	53.292
264278	LG1	53.98
174377	LG1	53.98
95583	LG1	54.648
196473	LG1	54.648
228067	LG1	54.648
169872	LG1	56.018
241620	LG1	56.018
182956	LG1	56.018
77898	LG1	56.719
168008	LG1	57.412
130135	LG1	58.114
133961	LG1	58.794
191496	LG1	58.794
110552	LG1	58.794
163380	LG1	59.447
128155	LG1	60.854
127150	LG1	60.854
142889	LG1	60.854
96067	LG1	60.854
204315	LG1	60.854
143485	LG1	61.536
147209	LG1	61.536
104166	LG1	61.74
143484	LG1	62.096
127149	LG1	62.217
154590	LG1	62.897
215994	LG1	62.897
152280	LG1	62.897
204044	LG1	63.577
115637	LG1	63.577
134633	LG1	63.577
208639	LG1	63.577
137666	LG1	63.577
125252	LG1	63.577
203430	LG1	63.577
127667	LG1	63.577
210057	LG1	64.258
23405	LG1	64.258
130869	LG1	64.938
131467	LG1	64.938
214419	LG1	65.619
73132	LG1	65.619
128873	LG1	65.619
211401	LG1	65.619
140905	LG1	65.619
76156	LG1	65.619
134075	LG1	67.005
272723	LG1	67.682
201091	LG1	68.368
125251	LG1	68.368
171485	LG1	69.056
65990	LG1	69.056
94376	LG1	69.056
37535	LG1	69.056
195389	LG1	69.772
154596	LG1	70.461
84744	LG1	71.895
169827	LG1	71.895
132956	LG1	72.609
169758	LG1	72.609
21135	LG1	73.301
252514	LG1	73.301
171398	LG1	74.29
14405	LG1	75.314
167860	LG1	75.329
