Marker	Chr	cM
100050168	B1	0
100008381	B1	4.237
100015564	B1	4.877
100022390	B1	5.641
100008594	B1	5.915
100020052	B1	6.162
100017774	B1	6.38
100055759	B1	7.223
100021591	B1	7.452
100011871	B1	8.649
100060659	B1	8.929
100075729	B1	9.324
100053479	B1	9.855
100048383	B1	10.198
100022941	B1	10.829
100007567	B1	11.256
100027589	B1	11.843
100023033	B1	12.763
100052248	B1	13.252
100041347	B1	13.479
100033400	B1	14.211
e6m3-280	B1	14.413
100039563	B1	18.961
100008824	B1	19.362
100032112	B1	19.929
100017597	B1	20.15
100067851	B1	21.71
100021600	B1	22.622
100007740	B1	27.14
100012258	B1	27.728
100069283	B1	28.265
cnu099	B1	28.526
100048156	B1	28.774
100033725	B1	35.984
100061847	B1	37.135
100055425	B1	37.945
100029387	B1	38.189
100007506	B1	38.515
cnu098	B1	38.9
100018914	B1	39.876
100076398	B1	40.911
100007757	B1	47.314
100013191	B1	48.07
100042453	B1	48.271
100071901	B1	49.084
100043465	B1	49.497
100019987	B1	50.204
100020128	B1	51.057
100037660	B1	51.702
100028301	B1	52.362
100043226	B1	52.676
100022141	B1	56.283
100028838	B1	57.317
100025963	B1	57.716
100052876	B1	58.171
100026124	B1	60.487
100019213	B1	63.117
100053770	B1	64.298
100006973	B1	65.812
100022658	B1	70.834
100046735	B1	71.574
100009190	B1	72.651
100048863	B1	72.934
Na14D07	B1	75.155
100025864	B1	75.853
100061514	B1	76.207
100009526	B1	76.873
100065580	B1	78.09
100026799	B1	78.514
100011772	B1	78.76
100006925	B1	79.341
100031225	B1	81.584
100019404	B1	81.982
100046092	B1	84.335
100018779	B1	84.643
100022946	B1	86.997
100026981	B1	87.979
100028921	B1	89.054
100021852	B1	89.591
100004375	B1	89.885
100072931	B1	90.234
100074843	B1	90.44
100065271	B1	91.048
100054851	B1	92.393
100050773	B2	0
100005245	B2	0.536
100023735	B2	2.144
100016421	B2	2.656
100064697	B2	3.483
100008226	B2	4.115
100007307	B2	5.823
100045111	B2	6.33
100060363	B2	6.95
100012220	B2	7.967
