Marker	Chr	cM
wsnp_Ex_c10657_17376448	1A	0
Tdurum_contig75952_351	1A	0
Tdurum_contig75952_351	1A	0
CAP11_rep_c7878_143	1A	0
Kukri_c18951_853	1A	0.12
RAC875_c42700_264	1A	0.12
Excalibur_c9509_1180	1A	0.23
IAAV3919	1A	0.23
Excalibur_rep_c70751_58	1A	0.23
RAC875_rep_c110533_92	1A	0.23
BS00009423_51	1A	0.23
BS00010488_51	1A	0.23
Kukri_c7192_1128	1A	2.85
D_GBUVHFX01BGL2Y_284	1A	5.34
Excalibur_c9676_163	1A	9.83
BobWhite_c39996_85	1A	9.83
Excalibur_c9676_163	1A	9.83
wsnp_JD_c7522_8606553	1A	9.83
BobWhite_c39996_126	1A	9.83
BobWhite_c39996_126	1A	9.83
BobWhite_c39996_85	1A	9.83
BobWhite_c863_1064	1A	9.83
BobWhite_c863_1064	1A	9.83
Kukri_c54157_315	1A	9.83
Kukri_s105761_144	1A	9.83
BobWhite_c863_1064	1A	9.83
Excalibur_c17152_852	1A	9.83
BobWhite_c863_1064	1A	9.83
Kukri_c54157_315	1A	9.83
Kukri_s105761_144	1A	9.83
Excalibur_c17152_852	1A	9.83
Kukri_c54157_315	1A	9.83
Kukri_s105761_144	1A	9.83
Ku_c111306_399	1A	9.83
wsnp_JD_c7522_8606553	1A	9.83
Kukri_c2121_1334	1A	9.83
Kukri_s105761_144	1A	9.83
Kukri_s105761_144	1A	9.83
Kukri_s105761_144	1A	9.83
Kukri_s105761_144	1A	9.83
Kukri_s105761_144	1A	9.83
wsnp_JD_c7522_8606553	1A	9.83
Tdurum_contig46413_680	1A	11.67
Tdurum_contig46413_779	1A	11.67
Kukri_c1977_1940	1A	11.67
Tdurum_contig56871_696	1A	11.78
Excalibur_c9196_313	1A	11.78
Tdurum_contig43943_1165	1A	11.78
RAC875_c63624_1002	1A	11.78
Tdurum_contig43943_56	1A	11.78
CAP11_c2581_302	1A	11.78
Tdurum_contig43943_1165	1A	11.78
Excalibur_rep_c108929_181	1A	11.78
BS00022439_51	1A	13.11
BS00022439_51	1A	13.11
Tdurum_contig26035_231	1A	13.35
RAC875_c22821_542	1A	14.3
RAC875_c34888_65	1A	14.42
RAC875_c16352_326	1A	14.42
BobWhite_c6558_234	1A	14.42
RAC875_c34888_65	1A	14.42
Excalibur_c38379_478	1A	15.86
Excalibur_c38379_478	1A	15.86
Excalibur_c101903_902	1A	16.34
Excalibur_c101903_734	1A	16.34
Excalibur_c48152_818	1A	16.34
Excalibur_c101903_734	1A	16.34
IAAV4132	1A	16.34
BS00083459_51	1A	16.34
RAC875_c50463_808	1A	16.34
IAAV4132	1A	16.34
BS00083459_51	1A	16.34
BS00081682_51	1A	16.81
CAP12_c1046_83	1A	16.81
BS00098484_51	1A	19.28
Tdurum_contig83113_134	1A	19.28
BS00022443_51	1A	19.28
IAAV6899	1A	19.28
RAC875_c108229_54	1A	19.28
Excalibur_c105151_200	1A	19.28
Tdurum_contig52332_94	1A	19.28
BS00022977_51	1A	19.28
Tdurum_contig50845_215	1A	19.28
BS00100287_51	1A	19.28
BS00100287_51	1A	19.28
Tdurum_contig61492_684	1A	19.76
Tdurum_contig29484_628	1A	19.76
RAC875_c2122_159	1A	19.76
RAC875_c2122_159	1A	19.76
BS00012052_51	1A	19.76
Tdurum_contig15335_452	1A	19.76
Tdurum_contig15335_452	1A	19.76
BS00003802_51	1A	19.76
BS00003802_51	1A	19.76
IACX5892	1A	19.76
BS00003761_51	1A	19.76
RAC875_c59712_105	1A	19.87
BobWhite_c1764_139	1A	19.87
BobWhite_c1764_139	1A	19.87
Tdurum_contig11756_1415	1A	19.87
GENE-0211_139	1A	19.87
wsnp_Ex_c5780_10154132	1A	19.87
RAC875_c29598_147	1A	19.87
BobWhite_c46501_92	1A	19.87
Tdurum_contig11756_458	1A	19.87
Tdurum_contig11756_264	1A	19.87
Tdurum_contig11756_264	1A	19.87
BobWhite_c3661_88	1A	19.87
Kukri_c18434_200	1A	19.87
D_contig08749_250	1A	19.87
D_contig08749_250	1A	19.87
Tdurum_contig20965_1446	1A	19.87
Tdurum_contig20965_1446	1A	19.87
RAC875_c37934_285	1A	20.22
Kukri_c24144_1568	1A	20.22
Excalibur_c110483_103	1A	20.22
RAC875_c2654_1817	1A	20.22
wsnp_Ex_c64327_63176640	1A	20.22
RAC875_c56994_301	1A	20.22
Kukri_rep_c72397_600	1A	20.22
GENE-0249_122	1A	20.22
GENE-0249_161	1A	20.22
Excalibur_rep_c92985_618	1A	20.34
Excalibur_rep_c92985_510	1A	20.34
BS00101392_51	1A	20.69
Excalibur_rep_c96154_147	1A	20.69
Excalibur_rep_c96154_147	1A	20.69
Excalibur_rep_c96154_147	1A	20.69
Excalibur_rep_c96154_147	1A	20.69
BS00101392_51	1A	20.69
CAP7_c3250_98	1A	23.57
Kukri_c16098_95	1A	23.57
wsnp_Ex_c10783_17554146	1A	23.57
CAP7_c3250_98	1A	23.57
BS00097523_51	1A	23.68
Excalibur_c10689_254	1A	23.92
BobWhite_c48591_394	1A	24.27
Kukri_c13136_1363	1A	24.27
Excalibur_c7026_2635	1A	24.27
BobWhite_c4328_1345	1A	24.27
BobWhite_c4384_262	1A	24.27
BobWhite_c4384_262	1A	24.27
BobWhite_c4384_262	1A	24.27
BobWhite_c4384_262	1A	24.27
BobWhite_c4384_262	1A	24.27
BobWhite_c4384_262	1A	24.27
IAAV7845	1A	25.49
Tdurum_contig8382_300	1A	25.49
Tdurum_contig8382_300	1A	25.49
RAC875_rep_c107325_644	1A	26.46
GENE-0002_856	1A	26.69
wsnp_Ex_c31983_40709607	1A	26.93
wsnp_Ex_c31983_40709866	1A	26.93
Tdurum_contig50355_269	1A	27.05
Ra_c22663_367	1A	27.05
Ra_c22663_367	1A	27.05
Tdurum_contig50355_685	1A	27.05
Tdurum_contig77289_179	1A	27.77
Kukri_c82555_88	1A	27.89
Kukri_c7579_559	1A	28.13
Excalibur_c4887_1814	1A	28.25
