Marker	Chr	cM
bin1	1	0
bin2	1	0.273
bin3	1	0.547
bin4	1	0.82
bin5	1	1.093
bin6	1	1.366
bin7	1	2.478
bin8	1	3.027
bin9	1	3.3
bin10	1	3.85
bin11	1	4.961
bin12	1	5.51
bin13	1	5.784
bin14	1	6.057
bin15	1	6.33
bin16	1	6.603
bin17	1	6.877
bin18	1	7.15
bin19	1	7.423
bin20	1	7.696
bin21	1	7.97
bin22	1	7.97
bin23	1	8.078
bin24	1	8.296
bin25	1	8.513
bin26	1	9.004
bin27	1	9.384
bin28	1	9.765
bin29	1	10.255
bin30	1	10.746
bin31	1	11.236
bin32	1	11.727
bin33	1	12.218
bin34	1	12.708
bin35	1	13.475
bin36	1	14.242
bin37	1	14.733
bin38	1	15.223
bin39	1	16.607
bin40	1	17.097
bin41	1	17.588
bin42	1	18.355
bin43	1	18.845
bin44	1	19.612
bin45	1	20.379
bin46	1	20.87
bin47	1	21.36
bin48	1	21.851
bin49	1	22.342
bin50	1	22.832
bin51	1	23.599
bin52	1	24.366
bin53	1	24.857
bin54	1	25.347
bin55	1	25.838
bin56	1	26.329
bin57	1	26.819
bin58	1	27.31
bin59	1	27.801
bin60	1	28.291
bin61	1	28.782
bin62	1	29.272
bin63	1	29.763
bin64	1	30.254
bin65	1	31.021
bin66	1	31.788
bin67	1	32.554
bin68	1	33.045
bin69	1	33.536
bin70	1	34.919
bin71	1	35.136
bin72	1	35.794
bin73	1	36.453
bin74	1	36.835
bin75	1	37.493
bin76	1	37.875
bin77	1	38.812
bin78	1	40.032
bin79	1	40.414
bin80	1	40.796
bin81	1	41.178
bin82	1	42.116
bin83	1	42.774
bin84	1	43.156
bin85	1	43.538
bin86	1	44.087
bin87	1	44.916
bin88	1	45.189
bin89	1	45.462
bin90	1	45.736
bin91	1	46.009
bin92	1	46.282
bin93	1	46.555
bin94	1	46.828
bin95	1	47.102
bin96	1	47.375
bin97	1	47.924
bin98	1	48.474
bin99	1	48.747
bin100	1	49.02
bin101	1	49.294
bin102	1	49.567
bin103	1	49.84
bin104	1	50.113
bin105	1	50.663
bin106	1	50.936
bin107	1	51.209
bin108	1	51.482
bin109	1	51.756
bin110	1	52.029
bin111	1	52.302
bin112	1	52.575
bin113	1	53.125
bin114	1	53.954
bin115	1	54.503
bin116	1	55.053
bin117	1	55.326
bin118	1	56.437
bin119	1	56.71
bin120	1	57.539
bin121	1	58.089
bin122	1	58.362
bin123	1	58.635
bin124	1	59.184
bin125	1	59.458
bin126	1	59.731
bin127	1	60.004
bin128	1	60.277
bin129	1	60.551
bin130	1	60.824
bin131	1	61.097
bin132	1	61.37
bin133	1	61.644
bin134	1	61.917
bin135	1	62.19
bin136	1	62.463
bin137	1	62.736
bin138	1	63.01
bin139	1	64.121
bin140	1	64.394
bin141	1	64.944
bin142	1	65.217
bin143	1	65.766
bin144	1	66.04
bin145	1	66.313
bin146	1	66.862
bin147	1	67.136
bin148	1	67.409
bin149	1	67.958
bin150	1	68.231
bin151	1	68.505
bin152	1	68.778
bin153	1	69.327
bin154	1	71.013
bin155	1	71.842
bin156	1	72.392
bin157	1	72.665
bin158	1	73.214
bin159	1	73.488
bin160	1	74.037
bin161	1	74.587
bin162	1	74.86
bin163	1	75.133
bin164	1	75.406
bin165	1	75.956
bin166	1	76.229
bin167	1	76.778
bin168	1	77.328
bin169	1	77.601
bin170	1	77.874
bin171	1	78.148
bin172	1	78.421
bin173	1	78.97
bin174	1	79.243
bin175	1	79.517
bin176	1	79.79
bin177	1	80.063
bin178	1	80.336
bin179	1	80.61
bin180	1	80.883
bin181	1	81.156
bin182	1	81.429
bin183	1	81.703
bin184	1	81.976
bin185	1	82.249
bin186	1	82.249
bin187	1	82.522
bin188	1	83.072
bin189	1	83.621
bin190	1	83.894
bin191	1	84.168
bin192	1	84.441
bin193	1	84.714
bin194	1	84.987
bin195	1	85.261
bin196	1	85.81
bin197	1	86.083
bin198	1	86.356
bin199	1	86.63
bin200	1	86.903
bin201	1	87.176
bin202	1	87.726
bin203	1	87.999
bin204	1	87.999
bin205	1	87.999
bin206	1	88.548
bin207	1	88.822
bin208	1	89.095
bin209	1	89.368
bin210	1	89.641
bin211	1	89.914
bin212	1	90.188
bin213	1	90.461
bin214	1	90.734
bin215	1	91.007
bin216	1	91.557
bin217	1	91.83
bin218	1	92.659
bin219	1	93.208
bin220	1	93.758
bin221	1	94.031
bin222	1	94.304
bin223	1	94.577
bin224	1	94.851
bin225	1	95.124
bin226	1	95.397
bin227	1	95.67
bin228	1	96.22
bin229	1	96.493
bin230	1	96.766
bin231	1	97.04
bin232	1	97.868
bin233	1	98.142
bin234	1	98.691
bin235	1	98.964
bin236	1	99.237
bin237	1	99.511
bin238	1	100.06
bin239	1	100.333
bin240	1	100.607
bin241	1	100.88
bin242	1	101.153
bin243	1	101.426
bin244	1	101.7
bin245	1	101.973
bin246	1	102.246
bin247	1	102.795
bin248	1	103.069
bin249	1	103.342
bin250	1	103.615
bin251	1	103.888
bin252	1	104.162
bin253	1	104.711
bin254	1	104.984
bin255	1	105.258
bin256	1	105.531
bin257	1	105.804
bin258	1	105.804
bin259	1	106.077
bin260	1	106.627
bin261	1	107.176
bin262	1	107.449
bin263	1	107.723
bin264	1	107.996
bin265	1	108.269
bin266	1	108.542
bin267	1	108.816
bin268	1	109.644
bin269	1	109.918
bin270	1	110.191
bin271	1	110.74
bin272	1	111.013
bin273	1	111.287
bin274	1	111.56
bin275	1	111.833
bin276	1	112.383
bin277	1	112.656
bin278	1	112.929
bin279	1	113.202
bin280	1	113.752
bin281	1	114.025
bin282	1	114.298
bin283	1	115.127
bin284	1	115.956
bin285	1	116.229
bin286	1	116.502
bin287	1	117.331
bin288	1	117.604
bin289	1	118.154
bin290	1	118.427
bin291	1	118.7
bin292	1	118.973
bin293	1	119.247
bin294	1	119.52
bin295	1	119.793
bin296	1	120.066
bin297	1	120.34
bin298	1	120.613
bin299	1	120.886
bin300	1	121.159
bin301	1	121.433
bin302	1	121.706
bin303	1	122.255
bin304	1	122.528
bin305	1	123.078
bin306	1	123.351
bin307	1	123.624
bin308	1	123.898
bin309	1	124.171
bin310	1	124.444
bin311	1	124.717
bin312	1	124.99
bin313	1	125.264
bin314	1	125.537
bin315	1	125.81
bin316	1	126.083
bin317	1	126.633
bin318	1	126.906
bin319	1	127.179
bin320	1	127.453
bin321	1	128.564
bin322	1	128.837
bin323	1	129.11
bin324	1	129.939
bin325	1	130.212
bin326	1	130.486
bin327	1	130.759
bin328	1	131.032
bin329	1	131.305
bin330	1	131.578
bin331	1	132.128
bin332	1	132.401
bin333	1	133.23
bin334	1	133.503
bin335	1	133.776
