Marker	Chr	cM
BrID10983	A01	0
BoE667	A01	9.871
KBRH139B23	A01	18.741
Ra2G09	A01	21.344
BrID10277	A01	22.804
BrID10279	A01	25.974
BRMS056	A01	27.005
BrID10297	A01	27.525
BrID10299	A01	27.63
BrID10985	A01	30.313
BrID10301	A01	30.864
BrID10303	A01	32.036
BrID101223	A01	34.477
OI12F11	A01	35.891
BrID10307	A01	37.828
BrID101037	A01	39.194
BrID101119	A01	40.37
BC46	A01	42.038
ENA28	A01	46.201
BrID10961	A01	46.439
BrID10823	A01	46.694
BrID101187	A01	46.976
BrID101211	A01	47.085
BrID10771	A01	47.191
BrID101269	A01	47.741
BrID101261	A01	47.781
BrID101259	A01	47.781
BrID101257	A01	48.24
BrID101255	A01	49.326
BrID101201	A01	53.102
BrID10437	A01	56.083
BrID10435	A01	56.327
BrID10431	A01	57.34
BrID10433	A01	57.848
BrID10445	A01	60.042
BrID101141	A01	62.979
BrID101231	A01	68.424
BrID10879	A01	69.954
BrID101235	A01	71.616
BrID10873	A01	72.742
BrID101275	A01	82.914
BoE132	A02	0
BrFLC2	A02	2.849
BRMS046	A02	5.83
BrID90303	A02	8.289
BrID101147	A02	10.137
BrID101149	A02	11.817
BoE531	A02	16.375
BoE824	A02	20.064
BrID10415	A02	23.941
BrID10845	A02	28.273
BrID10759	A02	28.545
BrID10417	A02	32.735
BrID10419	A02	34.994
BrID10201	A02	39.638
BrID10551	A02	42.715
BrID10555	A02	43.093
BrID10557	A02	43.122
BrID10963	A02	43.428
BrID101179	A02	43.722
BrID10207	A02	44.472
BrID10205	A02	44.954
BoE611	A02	45.15
BrID10801	A02	46.312
BrID10595	A02	48.162
BrID90127	A02	49.833
BrID10447	A02	56.52
BrID10597	A02	59.817
BC48	A02	63.313
BrID101197	A02	69.096
BrID10943	A02	72.036
BrID101131	A02	76.35
BoE374	A02	80.628
BrID10421	A02	83.51
BoE20	A02	85.654
BrID90021	A02	90.34
BrID10707	A02	98.483
BrID10709	A02	104.704
BrID10947	A02	108.737
BrID101169	A02	114.738
BoE133	A02	118.086
BrID101167	A02	122.888
BrID101165	A02	130.695
BrID10523	A03	0
BrID10153	A03	7.692
BrID101031	A03	15.671
BrID10155	A03	18.392
BrID10973	A03	19.43
BrID10157	A03	21.636
BRMS303	A03	27.954
BoE368	A03	29.648
BrID10897	A03	33.431
BrID101081	A03	33.436
BrID10531	A03	35.421
BrID10533	A03	36.399
Ra2E11	A03	36.887
BrID10537	A03	37.769
BRMS269-2	A03	39.337
BrID10703	A03	40
BrID101007	A03	41.171
BrID10705	A03	41.433
BRMS043	A03	42.945
BrID10939	A03	43.363
BrID10605	A03	44.335
BrID10601	A03	44.413
BrID10449	A03	45.488
BrID10031	A03	45.886
BrID10451	A03	47.952
BrID10037	A03	49.357
BrID101027	A03	50.179
BrID10457	A03	52.997
BrID10041	A03	54.326
BrID101073	A03	55.187
BrID10047	A03	57.661
BrID10459	A03	59.697
BoE76	A03	63.167
BrID90424	A03	68.091
BrID90430	A03	70.017
BrID90428	A03	72.939
BrID10461	A03	73.013
BrID10061	A03	73.979
BrID10463	A03	74.398
BrID10063	A03	75.59
BrID10967	A03	75.957
BrID10889	A03	81.61
BrID90432	A03	83.704
BoE320	A03	85.05
BrID90436	A03	86.738
BrID10021	A03	89.88
BrID10289	A03	90.48
BrID10025	A03	92.72
BrID10291	A03	93.373
BrID90029	A03	93.607
BrID10295	A03	94.057
BrID10293	A03	94.47
BRMS042	A03	98.059
BrID10001	A03	99.827
BrID10005	A03	99.933
B126.3	A03	101.295
BRMS042-2	A03	103.577
BRMS050	A03	103.714
BrID90039	A03	105.252
BrID10401	A03	107.762
BrID10999	A03	119.222
BrID10619	A03	120.139
BrID10617	A03	120.954
BrID10367	A03	121.428
BrID10369	A03	121.958
BrID90131	A03	122.781
BrID101051	A03	123.391
BrID101019	A03	127.596
BrID10399	A03	130.498
BrID90305	A03	133.33
BrID90107	A03	133.461
BrID90283	A03	134.076
BrID90059	A04	0
BrID10881	A04	11.613
BrID10929	A04	14.319
BrID10987	A04	18.238
BrID10321	A04	33.788
BrID90277	A04	35.03
BrID101249	A04	41.679
BrID10757	A04	43.278
BrID10645	A04	46.739
BrID10689	A04	48.338
BrID90211	A04	50.363
BrID90209	A04	50.417
BrID10641	A04	50.421
BrID10639	A04	51.227
BrID10637	A04	52.693
BrID90143	A04	55.493
BrID10747	A04	57.229
BrID10723	A04	58.759
BoE955	A04	61.312
nia-ssr076	A04	64.004
BrID101061	A04	65.791
BrID10779	A04	69.247
BoE125	A04	74.782
BrID90295	A04	84.477
BrID10363	A04	90.266
BrID10931	A04	93.943
BoE450	A04	97.296
BoE317	A04	101.682
BrID10875	A04	109.783
BrID10883	A04	110.975
BRMS034	A05	0
BrID10123	A05	7.025
BrID90482	A05	18.083
BrID10509	A05	20.457
BrID10895	A05	25.224
BrID10511	A05	32.373
BrID10133	A05	42.237
BrID90253	A05	44.376
BrID10515	A05	47.922
BrID10141	A05	55.297
BrID90494	A05	56.009
BrID10971	A05	57.021
ENA4	A05	65.538
BrID90500	A05	69.249
BrID90498	A05	69.956
BrID101219	A05	72.073
BrID101069	A05	72.759
BrID101057	A05	75.569
BoE567	A05	79.391
nia-ssr036	A05	82.349
BrID10825	A05	84.859
BrID10383	A05	85.091
BrID101025	A05	86.06
BrID10843	A05	86.259
BrID10841	A05	86.327
BrID10749	A05	88.309
BrID101239	A05	90.263
BrID101063	A05	90.675
BrID10737	A05	91.274
BrID10805	A05	91.274
BrID90057	A05	91.274
BoE417	A05	91.564
BrID10583	A05	93.019
BrID10585	A05	93.019
BrID10587	A05	93.043
BrID10591	A05	93.763
BrID10581	A05	94.49
BrID10589	A05	95.159
BC105	A05	95.884
BoE683	A05	96.381
BrID10593	A05	98.119
BrID101017	A05	103.937
BrID10671	A05	104.446
BC113	A05	106.248
BrID101183	A05	108.816
BrID10719	A05	114.956
BoE583	A05	116.913
BrID90215	A05	117.538
BrID90333	A05	119.671
BrID10787	A05	123.892
BrID90357	A05	124.879
BoE891	A05	128.183
BC36	A05	132.188
BC25	A05	132.226
BoE538	A05	132.761
BrID10857	A05	133.801
BrID10715	A05	135.845
BrID101215	A05	140.935
BrID101243	A05	142.609
BoE185	A06	0
BrID90105	A06	4.917
ENA20	A06	5.453
BrID10835	A06	6.316
BrID10865	A06	6.574
BrID10863	A06	7.384
BrID101049	A06	10.274
