Marker	Chr	cM
S1_5426520	1	0
S1_4690449	1	1.738
S1_4956555	1	2.852
S1_4986596	1	3.678
S1_4948405	1	4.705
S1_4986510	1	6.31
S1_4986519	1	7.502
S1_4986503	1	7.511
S1_4966512	1	9.268
S1_5229874	1	10.069
S1_4948500	1	11.072
S1_5061977	1	11.846
S1_5450625	1	13.9
S1_5756544	1	14.641
S1_5756695	1	15.728
S1_5767486	1	17.651
S1_7873606	1	23.871
S1_8848596	1	24.913
S1_8789824	1	26.842
S1_8939465	1	28.689
S1_9095100	1	30.499
S1_9657432	1	31.586
S1_18418375	1	32.257
S1_9945047	1	34.741
S1_10067732	1	35.692
S1_10911606	1	37.075
S1_10347844	1	38.217
S1_10986942	1	40.395
S1_10879077	1	41.687
S1_10986992	1	41.891
S1_10986990	1	41.97
S1_10986965	1	42.148
S1_11031622	1	43.556
S1_11600887	1	44.284
S1_10728161	1	44.888
S1_16513584	1	46.113
S1_19758210	1	47.204
S1_11312955	1	47.603
S1_11943686	1	47.615
S1_12362099	1	49.426
S1_12127951	1	49.596
S1_12601818	1	50.065
S1_16586744	1	51.165
S1_12555599	1	51.475
S20_302186	1	52.226
S1_14859739	1	52.449
S1_15556405	1	53.373
S1_17454304	1	53.794
S1_14814028	1	54.622
S1_15891002	1	55.213
S11_15191601	1	55.555
S1_17281352	1	56.101
S1_17307844	1	57.045
S1_17026171	1	57.64
S1_16390761	1	57.647
S1_17307840	1	58.207
S1_17400450	1	58.793
S1_19724945	1	59.395
S1_17307737	1	59.757
S1_19801501	1	60.325
S1_19861487	1	60.827
S1_17307831	1	61.345
S1_18658332	1	61.616
S1_18658289	1	61.628
S1_20720483	1	61.906
S1_19835466	1	62.312
S1_16893658	1	62.652
S1_19652835	1	62.832
S1_19652845	1	63.053
S1_19852581	1	63.774
S1_18752236	1	64.208
S12_761944	1	64.715
S1_19727276	1	64.947
S1_20723294	1	65.655
S1_18399734	1	65.764
S1_20754054	1	66.365
S1_18968002	1	67.341
S1_21469261	1	68.038
S1_21469260	1	68.357
S1_20754070	1	68.625
S1_21477791	1	69.695
S1_18658320	1	69.918
S1_22036020	1	70.449
S1_17761822	1	70.661
S1_22036044	1	71.191
S1_22309822	1	71.559
S1_21408832	1	71.92
S1_19835718	1	72.799
S1_16556700	1	72.847
S1_21203509	1	73.8
S1_21178720	1	74.171
S1_21428380	1	74.284
S1_16903608	1	75.065
S1_22625385	1	75.25
S1_20823827	1	76.081
S1_19756732	1	77.102
S1_22625355	1	77.779
S1_21178644	1	78.282
S1_18223285	1	78.564
S1_19756750	1	79.49
S1_21203501	1	80.046
S1_18657956	1	80.419
S1_22856780	1	81.203
S1_21178695	1	82.084
S16_21076360	1	82.247
S16_21076328	1	83.224
S11_15195282	1	85.36
S1_22219725	1	86.342
S1_20752686	1	88.288
S2_1491884	2	0
S2_3816688	2	1.001
S2_1888808	2	2.477
S2_1135993	2	4.349
S2_423495	2	6.108
S2_2196563	2	6.237
S2_1870033	2	7.257
S2_850510	2	9.324
S2_850503	2	10.449
S2_878986	2	11.292
S2_1467846	2	11.363
S2_1539735	2	12.442
S2_1594419	2	12.9
S2_2184300	2	12.998
S2_1930771	2	14.158
S2_1948254	2	14.779
S2_1948164	2	15.273
S2_2108766	2	16.646
S2_2079577	2	17.531
S2_2079971	2	17.624
S2_2199872	2	19.43
S2_2791051	2	20.01
S4_3511676	2	20.637
S4_3511700	2	21.865
S2_2779735	2	22.772
S2_2823614	2	23.02
S5_1185659	2	23.956
S2_3051264	2	24.74
S2_2779665	2	25.374
S2_3816621	2	26.721
S2_3816696	2	27.441
S2_3626418	2	29.62
S2_4023470	2	30.573
S2_3982051	2	31.273
S2_4635932	2	31.687
S2_3929013	2	32.957
S38_15989585	2	33.731
S2_4636004	2	34.532
S38_23342609	2	35.877
S2_4635912	2	36.186
S38_15987480	2	37.047
S38_16092312	2	37.981
S38_23286247	2	38.437
S38_40151880	2	39.554
S2_5203322	2	40.666
VR009a	2	40.671
VR006	2	40.708
S38_16092309	2	40.721
sex	2	41.765
S2_5085983	2	42.872
S2_5390776	2	43.729
S2_5390761	2	44.561
S38_15987528	2	45.392
S38_15376624	2	45.416
S38_15376185	2	46.674
S38_15552623	2	46.99
S38_42362331	2	48.455
S38_12270579	2	48.871
S2_3797309	2	51.96
S2_5559655	2	53.536
S38_12270451	2	54.133
S2_5629606	2	54.813
S38_12200766	2	56.109
S2_5629646	2	56.824
S2_6759820	2	57.761
S38_26032306	2	58.732
S2_6710662	2	59.747
S38_33015241	2	59.833
S2_6818455	2	61.577
S2_6818406	2	62.531
S2_6759701	2	62.724
S2_6084901	2	62.994
S2_6712061	2	64.842
S2_8349384	2	65.57
S2_7188528	2	65.847
S2_6939420	2	67.11
S2_7322910	2	68.539
S2_8693551	2	69.177
S2_8207384	2	69.878
S2_8223747	2	71.246
S2_8854497	2	72.418
S2_13422415	2	73.018
S2_8745393	2	73.407
S2_9014581	2	73.692
S2_9054023	2	74.664
S2_10509867	2	75.104
S15_3693937	2	76.157
S2_10448115	2	77.374
S2_12678912	2	78.091
S2_8759939	2	78.135
S2_8993684	2	79.437
S3_16170947	2	80.456
S2_16542179	2	81.702
S2_9146159	2	82.57
S2_15862600	2	83.323
S2_17308507	2	84.107
S2_18590176	2	85.185
S2_7652295	2	85.805
S2_18344347	2	88.023
S2_13058752	2	88.667
S2_18217647	2	89.66
S2_17519989	2	90.491
S2_17520040	2	91.394
S2_16738734	2	93.794
S2_17611385	2	95.445
S2_15862161	2	97.887
S2_16806657	2	101.354
S2_13058625	2	105.738
S9_12595892	3	0
S3_1815611	3	8.833
S3_1815674	3	11.475
S3_1680824	3	13.847
S3_682275	3	15.716
S3_511319	3	16.468
S3_1988312	3	17.6
S3_929508	3	18.76
S3_1423794	3	19.361
S9_12595940	3	20.25
S3_1815664	3	21.345
S3_346458	3	21.475
S3_1825485	3	21.701
S3_346530	3	22.607
S3_674837	3	23.51
S3_931160	3	23.831
S3_1058124	3	24.104
S3_1613640	3	25.058
S3_1675010	3	25.721
S3_1058090	3	26.103
S3_1825440	3	26.592
S3_2087541	3	27.712
S3_1426053	3	28.198
S3_1584348	3	28.649
S3_1001029	3	29.585
S3_1825446	3	29.812
S3_2087559	3	29.998
S3_2097729	3	30.876
S3_1054054	3	31.08
S3_1988269	3	32.145
S3_2346528	3	32.415
S3_2047598	3	32.915
S3_1826919	3	33.788
S3_2462850	3	34.018
S3_1826949	3	34.607
S3_2462854	3	35.07
S3_2206150	3	35.642
S3_2454811	3	35.66
S3_2346548	3	36.287
S3_1815666	3	36.726
S3_2087553	3	37.38
S3_2511416	3	37.763
S3_2730388	3	38.123
S3_2748180	3	38.847
S3_2814640	3	39.659
S3_2814925	3	39.86
S3_2814880	3	39.919
S3_2673086	3	40.318
S3_3098049	3	40.657
S3_2775334	3	41.018
S3_2846115	3	41.863
S3_2920024	3	42.797
S3_3098186	3	43.155
S3_3098203	3	43.39
S3_2995762	3	44.768
S3_2823114	3	45.231
S3_3360291	3	45.833
S3_2346499	3	46.056
S3_5690751	3	47.211
S3_3361579	3	48.765
S3_3478295	3	48.86
S3_3357930	3	49.852
S3_5528261	3	50.391
S3_4919889	3	53.876
S3_4563121	3	54.986
S3_4887461	3	55.334
S3_5142144	3	56.346
S3_5126218	3	57.01
S3_4077803	3	59.496
S3_4077893	3	60.086
S3_4068535	3	61.723
S3_4068532	3	61.976
S3_3853591	3	63.059
S3_3666651	3	65.671
S3_3850171	3	65.785
S3_3666621	3	66.499
S3_3853158	3	66.705
S3_7193323	3	68.877
S3_3786687	3	69.076
S3_6821762	3	70.223
S3_6668929	3	70.922
S3_7076513	3	71.728
S3_6786322	3	71.918
S3_7104000	3	72.683
S3_7287607	3	74.093
S3_4177299	3	75.554
S3_7472089	3	75.92
S3_4562538	3	76.955
S3_7106116	3	77.319
S3_3843587	3	78.592
S3_8346543	3	78.819
S3_7287598	3	79.711
S3_8665080	3	80.474
S3_8565144	3	81.149
S3_8565077	3	81.9
S3_7076587	3	82.439
S3_8420253	3	83.505
S3_8413122	3	84.571
S3_8843423	3	85.379
S3_8346558	3	85.391
S3_8302383	3	86.715
S3_7472041	3	87.678
S3_7954537	3	88.7
S3_7105399	3	89.766
S3_9309861	3	90.622
S22_292138	3	94.115
S3_9309839	3	97.399
S3_9309820	3	98.197
S3_17831488	3	98.807
S3_17831846	3	101.66
S3_9309830	3	102.721
S3_18349472	3	103.773
S3_18349466	3	104.216
S3_17385426	3	107.659
S3_15552228	3	112.154
S3_15552259	3	112.64
S3_18932097	3	116.379
S4_1723919	4	0
S4_620645	4	13.557
S4_700316	4	15.077
S4_502120	4	15.972
S4_608752	4	17.287
S4_971199	4	18.342
S4_1115768	4	20.213
S4_1115782	4	21.173
S4_4120878	4	21.77
S4_2253059	4	24.144
S4_1805450	4	25.165
S4_1805418	4	26.221
S4_2007592	4	27.278
S4_2211803	4	28.147
S4_3793745	4	28.317
S4_2304553	4	29.056
S4_2520716	4	29.739
S4_1982342	4	31.236
S4_2933626	4	31.799
S4_3056772	4	32.196
S4_3007342	4	33.077
S4_3479760	4	33.404
S4_2936332	4	33.947
S4_3300146	4	34.47
S4_2940283	4	34.659
S4_2940286	4	35.06
S4_3183989	4	36.626
S4_3150052	4	36.718
S4_3082086	4	37.535
S4_3901982	4	38.478
S4_3082013	4	38.512
S4_3575632	4	39.324
S4_3105136	4	40.15
S4_3544878	4	40.257
S4_5215907	4	41.826
S4_4155292	4	42.669
S4_3803565	4	43.502
S4_4468688	4	44.047
S4_5019291	4	45.001
S4_4759009	4	46.569
S4_4803786	4	46.784
S4_4796046	4	47.944
S4_5225839	4	48.898
S4_6021400	4	49.333
S4_6609588	4	49.709
S4_7024887	4	51.273
S4_5622290	4	51.534
S4_6045688	4	52.151
S4_5848354	4	52.459
S4_6389613	4	52.852
S4_5756282	4	54.157
S4_5756277	4	54.747
S4_7858997	4	54.921
S4_7539680	4	55.62
S4_7639158	4	56.281
S4_7639160	4	56.441
S4_5817646	4	56.899
S4_5683211	4	58.109
S4_10246460	4	58.387
S4_9838196	4	59.845
S4_10446961	4	60.421
S4_9838133	4	61.694
S4_10447041	4	62.594
S38_20020138	4	63.996
S9_20551067	4	64.778
S4_11088967	4	66.312
S4_11088932	4	66.662
color	4	68.181
S4_11877355	4	68.314
S4_13963560	4	69.698
S4_16258278	4	71.188
S4_16258249	4	71.202
S4_15963271	4	72.821
S4_15987656	4	73.744
S4_16084556	4	74.361
S4_15177510	4	74.861
S4_16225981	4	75.628
S4_18065573	4	75.876
S4_16258376	4	76.332
S4_17381656	4	76.699
S4_16605315	4	77.395
S4_16605302	4	78.135
S4_17838112	4	78.615
S4_17838113	4	78.748
S4_17424486	4	80.175
S4_17599438	4	80.356
S4_17599435	4	80.42
S4_17705502	4	80.988
S4_17575075	4	81.765
S4_17992781	4	82.042
S4_17999236	4	82.393
S4_18131312	4	83.163
S4_17992804	4	83.695
S4_17826576	4	83.826
S4_17826580	4	84.175
S4_18329853	4	84.718
S4_18381918	4	85.117
S4_18073178	4	85.379
S4_18428837	4	85.509
S4_18532097	4	86.215
S4_18395084	4	86.943
S4_18884019	4	87.572
S4_18532146	4	88.691
S3_16170966	4	89.609
S4_18395109	4	90.582
S4_19370213	4	91.52
S4_19181869	4	91.878
S4_23764483	4	92.387
S4_19370246	4	93.052
S38_30937182	4	93.366
S38_19102668	4	93.454
S4_19587544	4	94.279
S4_19779353	4	94.726
S4_19779358	4	95.158
S4_20570735	4	95.659
S38_42650899	4	96.368
S38_30937148	4	96.772
S38_19089770	4	97.389
S4_15966024	4	98.075
S38_19113306	4	98.14
S38_34172116	4	98.455
S4_20782316	4	98.839
S4_20782310	4	99.079
S4_20559137	4	99.249
S4_20782312	4	99.435
S38_40527180	4	100.147
S4_20765131	4	101.132
S4_23135411	4	101.884
S4_21960158	4	102.362
S4_19587552	4	102.588
S4_23417915	4	102.837
S4_19587543	4	103.659
S4_21980617	4	103.695
S4_21997541	4	104.236
S4_21844663	4	104.598
S4_21997563	4	105.092
S4_21970682	4	105.732
S4_22714575	4	106.352
S4_22012268	4	106.806
S4_22412067	4	107.505
S4_22353484	4	108.201
S4_22012303	4	108.283
S4_22412156	4	109.115
S4_20980543	4	109.761
S4_20452402	4	110.567
S4_21849316	4	111.089
S4_22770314	4	112.17
S4_23135292	4	113.528
S4_22903870	4	114.493
S4_23631426	4	115.821
S5_3984591	5	0
S5_681495	5	2.402
S5_1481810	5	3.399
S5_501330	5	4.655
S5_1435055	5	5.211
S5_1471169	5	6.126
S5_677183	5	7.148
S5_681478	5	7.665
S5_1310394	5	8.456
S5_1201535	5	8.783
S5_1435094	5	9.47
S5_1507534	5	9.799
S5_966581	5	10.595
S5_681799	5	12.031
S5_681759	5	12.17
S5_681518	5	12.835
S5_677153	5	13.25
S5_677169	5	13.265
S5_331406	5	14.701
S5_331408	5	14.839
S5_262322	5	15.517
S5_2501283	5	16.116
S5_2684295	5	16.677
S5_2565692	5	17.619
S5_3112486	5	18.588
S5_3023389	5	18.943
S5_2731029	5	19.972
S5_3532823	5	21.138
S5_3309344	5	22.276
S5_3112489	5	23.182
S5_3126992	5	24.59
S5_4197190	5	25.761
S5_2723232	5	27.37
S5_6083493	5	27.405
S5_3596564	5	28.38
S5_5243996	5	28.827
S5_5243981	5	29.289
S5_5448610	5	29.873
S5_4893600	5	30.574
S5_5099467	5	31.258
S5_5290306	5	32.741
S5_5451813	5	34.055
S5_5442643	5	34.731
S5_6322418	5	35.764
S5_5331835	5	36.489
S5_5561015	5	37.219
S5_6615133	5	38.155
S5_6410707	5	39.158
S5_7601041	5	39.215
S5_7318341	5	40.651
S5_6531845	5	40.885
S5_6592140	5	41.316
S5_6661320	5	42.768
S5_6405979	5	43.451
S5_6759410	5	43.845
S4_1136386	5	44.813
S4_1136397	5	45.139
S5_6611251	5	45.195
S5_6950024	5	46.163
S5_6950028	5	46.492
S5_6777494	5	47.308
S5_7143927	5	48.084
S5_7487534	5	48.503
S5_8196015	5	49.44
S5_8196003	5	50.079
S5_7868100	5	50.136
S5_7605849	5	50.808
S5_8612036	5	51.35
S5_8405418	5	51.59
S5_7212411	5	52.367
S5_8613966	5	52.796
S5_7868118	5	53.332
S5_8239913	5	54.177
S5_8809893	5	54.364
S5_7500366	5	54.56
S5_8405441	5	55.284
S5_8405459	5	55.521
S5_7600984	5	56.022
S5_8471759	5	56.301
S5_7601022	5	56.695
S5_9427372	5	56.818
S5_8519929	5	57.237
S5_9694418	5	58.822
S5_9705527	5	59.202
S5_9705584	5	59.506
S5_8511132	5	60.177
S24_12305	5	61.196
S5_9307551	5	61.681
S5_10046376	5	62.241
S5_10046374	5	62.645
S4_10431237	5	63.15
S5_9297245	5	63.609
S5_17784301	5	64.677
S5_7500399	5	64.811
S5_13790421	5	66.523
S5_14758871	5	66.935
S5_13668899	5	67.817
S5_13598628	5	68.422
S5_13790483	5	68.994
S5_13598509	5	69.826
S5_15588488	5	70.613
S5_15846540	5	71.589
S5_18076582	5	73.054
S5_18099167	5	73.544
S5_17429494	5	74.481
S5_18804434	5	74.906
S5_22468743	5	76.134
S5_19524014	5	77.503
S5_19402999	5	77.836
S5_22571760	5	78.495
S5_20953697	5	79.14
S5_19774511	5	80.07
S5_20047988	5	80.863
S5_20047956	5	81.511
S5_20507769	5	82.177
S5_21075515	5	82.625
S5_20592005	5	83.067
S5_21208723	5	83.328
S5_21075496	5	83.98
S5_21437583	5	84.384
S5_21244098	5	84.653
S5_20406822	5	85.12
S5_23402692	5	85.48
S5_22609890	5	86.076
S5_21349900	5	86.286
S5_21066350	5	86.862
S5_21066357	5	86.905
S5_22367067	5	86.965
S5_22743178	5	87.831
S5_21244044	5	87.873
S5_20733501	5	88.472
S5_23297387	5	89.592
S5_6297842	5	89.756
S5_22201224	5	90.136
S5_21335349	5	90.783
S5_21350617	5	91.879
S11_17279548	5	91.969
S38_14851743	5	92.139
S38_14798317	5	92.997
S5_23818520	5	94.753
S5_23241137	5	95.098
S5_23332929	5	96.237
S38_14828787	5	96.921
S5_21350179	5	97.465
S5_21350191	5	97.6
S5_23291267	5	98.085
S5_23499374	5	98.679
S5_24579827	5	98.887
S5_23557143	5	99.813
S5_23818519	5	101.136
S5_21350248	5	101.873
S5_24100818	5	101.916
S5_21350280	5	102.168
S5_23818596	5	102.85
S5_23891532	5	104.15
