Marker	Chr	cM
c2_36608	1	0
c2_36658	1	0.1
c2_36664	1	0.4
c1_10924	1	0.4
c2_36668	1	0.5
c2_6793	1	0.5
c2_6865	1	1.6
c2_6684	1	4.8
c2_21078	1	6.2
c1_6674	1	7.2
c2_21227	1	7.5
c2_21233	1	7.6
c2_21234	1	7.6
c1_6704	1	7.6
c2_21235	1	7.7
c2_21236	1	7.9
c1_6123	1	10.1
c2_19261	1	10.9
c2_19420	1	10.9
c2_51808	1	10.9
c2_51806	1	10.9
c2_51800	1	10.9
c2_55009	1	11
c2_55010	1	11
c2_55012	1	11
c2_56125	1	11.7
c2_45058	1	11.7
c1_13304	1	11.7
c2_45071	1	11.7
c1_13318	1	11.7
c2_45056	1	12
c2_45064	1	12
c1_13289	1	12
c1_13293	1	12.1
c2_27882	1	12.4
c2_27884	1	12.5
c2_27885	1	12.5
c2_27887	1	12.5
c2_27893	1	12.9
c2_27899	1	14.1
c1_8619	1	14.1
c2_27918	1	14.2
c2_50010	1	15.2
c2_39571	1	15.9
c2_52705	1	16.5
c2_2333	1	16.7
c2_43898	1	17.2
c2_54760	1	17.2
c2_52209	1	17.6
c2_53521	1	18.1
c2_50023	1	18.1
c2_49042	1	18.1
c2_43970	1	18.8
c2_43973	1	18.8
c1_8908	1	19.2
c1_14647	1	19.5
c1_14648	1	19.5
c2_49720	1	19.6
c2_49723	1	19.6
c2_49724	1	19.6
c2_49726	1	19.6
c1_14654	1	19.6
c1_12152	1	19.6
c2_41440	1	19.6
c2_2873	1	21.4
c2_55618	1	21.4
c2_54301	1	21.4
c2_54304	1	21.4
c2_54353	1	22.1
c2_52130	1	22.1
c2_44625	1	22.1
c2_57185	1	22.1
c2_48568	1	22.1
c2_53759	1	22.1
c1_14664	1	22.1
c2_49759	1	22.1
c1_15714	1	22.1
c2_22545	1	22.4
c2_22531	1	22.4
c2_24682	1	22.4
c2_54308	1	22.5
c1_11066	1	22.6
c1_14956	1	23
c1_3693	1	23.4
c2_27680	1	23.4
c1_8534	1	23.4
c1_8541	1	23.4
c2_35221	1	23.4
c2_35220	1	23.4
c2_35218	1	23.4
c2_14939	1	23.4
c2_40131	1	23.7
c2_40112	1	23.7
c2_40105	1	23.7
c2_57284	1	24.4
c1_16169	1	24.4
c1_15452	1	24.4
c1_14248	1	24.4
c1_14249	1	24.4
c1_14261	1	24.5
c2_53708	1	24.5
c1_12858	1	24.9
