Marker	Chr	cM
>ref-231518	1	0
>ref-83711	1	1.23
>ref-220246	1	1.49
>ref-154914	1	2.09
>ref-83214	1	2.13
>ref-83214	1	2.15
>ref-130561	1	2.32
NA	1	2.51
>ref-26877	1	2.63
>ref-210593	1	2.96
>ref-170253	1	5.64
>ref-174638	1	6.59
>ref-183627	1	7.11
>ref-78426	1	7.37
NA	1	7.71
>ref-170253	1	7.76
>ref-100210	1	8.07
>ref-217526	1	8.39
>ref-78284	1	8.6
>ref-78284	1	8.6
>ref-227232	1	8.8
>ref-163467	1	9.69
>ref-1782	1	9.82
>ref-43939	1	10.27
>ref-231108	1	10.63
>ref-166554	1	10.88
>ref-127004	1	11.29
>ref-6564	1	11.79
>ref-16330	1	13.19
>ref-46256	1	13.49
>ref-58315	1	13.77
>ref-188574	1	14.12
>ref-104162	1	14.32
>ref-139042	1	14.83
>ref-85465	1	16.35
>ref-137396	1	16.82
>ref-49167	1	17.84
>ref-111125	1	18.13
>ref-209883	1	18.41
>ref-69256	1	18.67
>ref-69256	1	18.69
NA	1	19.42
>ref-45510	1	19.86
>ref-185897	1	20.42
>ref-99355	1	20.42
>ref-182386	1	20.81
>ref-111916	1	23.62
>ref-161677	1	24.23
>ref-104013	1	24.73
>ref-26778	1	25.62
>ref-109987	1	26.29
NA	1	26.94
>ref-71091	1	27.29
>ref-103730	1	27.63
>ref-140915	1	27.96
>ref-3182	1	28.03
>ref-147034	1	28.85
>ref-109987	1	29.1
>ref-228402	1	30.74
>ref-41217	1	30.83
>ref-169289	1	31.1
>ref-142777	1	32.4
>ref-142777	1	32.48
NA	1	32.61
>ref-169755	1	34.6
>ref-49396	1	34.69
>ref-130173	1	35.13
>ref-135390	1	35.8
>ref-29695	1	36.03
>ref-185677	1	36.31
>ref-185677	1	36.41
NA	1	37.15
>ref-112278	1	37.38
>ref-178765	1	38.22
>ref-184058	1	38.71
>ref-231405	1	39.17
NA	1	39.31
>ref-219382	1	40.6
>ref-72339	1	40.87
>ref-101856	1	41.03
>ref-46954	1	41.72
>ref-214085	1	41.97
>ref-208086	1	42.05
>ref-81458	1	42.23
>ref-66961	1	42.33
>ref-44482	1	42.48
>ref-215067	1	42.7
>ref-208899	1	42.93
>ref-51602	1	43.04
>ref-157247	1	43.13
>ref-184356	1	43.27
>ref-226797	1	43.5
>ref-187613	1	43.77
>ref-187613	1	43.79
>ref-228859	1	44.28
>ref-9322	1	44.74
NA	1	45.36
>ref-134180	1	45.85
>ref-97517	1	45.92
>ref-169627	1	46.52
>ref-126720	1	46.77
>ref-31150	1	46.9
>ref-70752	1	47.32
NA	1	47.56
>ref-56721	1	48.1
>ref-47776	1	49.07
>ref-47776	1	49.07
>ref-33081	1	50.24
>ref-198594	1	50.38
>ref-25366	1	50.85
>ref-108173	1	50.9
>ref-172886	1	52.08
>ref-62769	1	52.61
>ref-15084	1	53.22
>ref-66105	1	53.46
NA	1	53.7
NA	1	53.73
NA	1	53.98
>ref-33102	1	54.28
>ref-231388	1	54.37
>ref-15084	1	54.98
>ref-208443	1	55.2
>ref-125958	1	55.65
>ref-161222	1	55.72
>ref-113466	1	55.93
>ref-113466	1	55.93
>ref-129225	1	56.03
>ref-79300	1	56.24
>ref-210523	1	56.44
>ref-183877	1	57.23
>ref-181367	1	57.38
>ref-79027	1	58.61
>ref-79027	1	58.61
>ref-168693	1	59.23
>ref-8704	1	59.44
>ref-38545	1	59.5
>ref-38545	1	59.56
>ref-159402	1	59.89
>ref-70651	1	60.23
>ref-61558	1	60.59
>ref-50661	1	60.78
>ref-108028	1	61
>ref-55824	1	61.09
>ref-131011	1	61.26
>ref-107851	1	61.44
>ref-151100	1	61.51
>ref-127388	1	61.57
>ref-170211	1	61.69
>ref-170927	1	61.75
>ref-200198	1	61.83
>ref-223580	1	61.94
>ref-160850	1	62.05
>ref-178511	1	62.42
>ref-178511	1	62.43
>ref-207569	1	62.62
>ref-84633	1	62.88
>ref-107167	1	63.26
>ref-81676	1	63.54
>ref-131735	1	63.67
>ref-84395	1	63.7
>ref-84395	1	63.7
NA	1	63.87
>ref-39482	1	64.85
NA	1	65.18
>ref-13110	1	65.77
>ref-42050	1	65.81
>ref-155605	1	66.43
>ref-197407	1	66.69
>ref-60267	1	66.88
>ref-38594	1	67.2
NA	1	67.98
>ref-88416	1	68.05
>ref-20672	1	68.33
>ref-3403	1	68.36
>ref-153948	1	68.42
>ref-3403	1	68.56
>ref-72736	1	68.6
>ref-13527	1	68.64
>ref-26001	1	68.8
>ref-154388	1	68.95
>ref-154388	1	68.99
NA	1	69.12
>ref-67257	1	69.31
>ref-80307	1	69.48
>ref-135502	1	69.71
>ref-102136	1	69.93
>ref-53151	1	70.11
>ref-126975	1	70.17
>ref-126975	1	70.45
>ref-101570	1	70.46
>ref-173727	1	70.48
>ref-63607	1	70.68
>ref-126975	1	70.76
>ref-101570	1	70.84
>ref-160752	1	70.91
>ref-32049	1	70.96
>ref-15114	1	71.06
>ref-194073	1	71.18
>ref-20490	1	71.26
>ref-56144	1	72.07
>ref-56144	1	72.11
>ref-182428	1	72.44
>ref-56144	1	72.48
>ref-103262	1	72.66
NA	1	72.83
>ref-54684	1	73.02
>ref-42154	1	73.14
>ref-123389	1	73.38
>ref-96516	1	73.58
>ref-173842	1	73.74
>ref-55827	1	73.88
>ref-190911	1	74.15
>ref-174133	1	74.24
NA	1	74.34
>ref-96516	1	74.51
>ref-122113	1	74.62
>ref-28064	1	74.72
NA	1	74.8
NA	1	75.22
NA	1	75.23
NA	1	75.73
>ref-230967	1	75.91
>ref-227868	1	75.97
>ref-150002	1	76.62
>ref-120030	1	76.94
>ref-120030	1	76.96
>ref-62536	1	77.35
>ref-211146	1	77.44
>ref-112205	1	77.7
>ref-207991	1	77.79
>ref-73216	1	78.5
>ref-73216	1	78.5
>ref-127877	1	78.78
>ref-174582	1	79.62
>ref-39678	1	79.84
>ref-40093	1	79.97
>ref-157082	1	80.49
NA	1	82.14
>ref-226747	1	82.59
>ref-84045	1	82.79
>ref-162160	1	82.85
>ref-22106	1	82.93
>ref-32081	1	83.24
>ref-202347	1	83.33
>ref-203667	1	83.37
>ref-130015	1	83.56
>ref-108734	1	83.6
>ref-17444	1	83.8
>ref-208147	1	84.23
>ref-129932	1	85.37
>ref-45022	1	85.43
>ref-45022	1	85.58
>ref-62	1	85.6
>ref-124210	1	85.62
>ref-55156	1	85.69
>ref-148448	1	85.91
>ref-16673	1	86.07
>ref-134125	1	86.1
>ref-161583	1	86.12
>ref-100247	1	86.56
>ref-164624	1	86.89
NA	1	87.17
>ref-88847	1	87.64
>ref-61130	1	87.94
>ref-33404	1	88.08
>ref-201608	1	88.81
>ref-89679	1	89.14
>ref-89679	1	89.17
>ref-56265	1	89.51
>ref-56265	1	89.51
>ref-207085	1	90.03
>ref-114142	1	90.26
>ref-72577	1	90.47
>ref-25500	1	90.58
>ref-73709	1	90.99
>ref-102133	1	91.21
>ref-149239	1	91.78
NA	1	92.01
>ref-50750	1	92.56
>ref-23970	1	92.77
>ref-182088	1	92.79
>ref-202772	1	93.2
>ref-52886	1	93.29
>ref-67226	1	93.61
>ref-227780	1	93.67
NA	1	93.86
>ref-50750	1	94.43
>ref-12955	1	94.76
>ref-144416	1	95.85
>ref-105057	1	96.37
>ref-52033	1	96.46
>ref-52033	1	96.73
>ref-228927	1	97.3
>ref-59139	1	97.46
NA	1	98.08
>ref-164757	1	98.54
>ref-131741	1	98.7
>ref-16800	1	99.67
>ref-220973	1	100.03
>ref-148322	1	100.26
>ref-145190	1	100.71
>ref-879	1	100.85
>ref-231615	1	101.06
>ref-171571	1	101.33
>ref-151827	1	102.44
NA	1	103.79
>ref-32027	1	104.03
>ref-153087	1	104.19
>ref-32710	1	104.45
>ref-161979	1	105.18
NA	1	105.32
>ref-138900	1	105.51
>ref-157759	1	105.69
>ref-209860	1	105.82
>ref-195740	1	106.12
>ref-32182	1	106.34
>ref-204649	1	106.55
>ref-48420	1	106.66
NA	1	107.93
>ref-62881	1	108.36
>ref-167056	1	108.52
>ref-197304	1	109.4
>ref-11983	1	110.04
>ref-185048	1	110.87
>ref-138375	1	113.25
>ref-137292	1	113.41
>ref-124480	1	114.91
>ref-84441	1	115.19
>ref-76964	1	115.6
>ref-73395	1	116.29
>ref-76964	1	116.63
>ref-29471	1	117.74
>ref-29471	1	118.06
>ref-32693	1	118.14
>ref-176012	1	118.76
NA	1	119.26
>ref-139588	1	123.67
NA	1	125.56
NA	1	125.97
NA	1	127.26
>ref-80677	1	127.56
>ref-22713	1	129.94
>ref-22713	1	129.94
>ref-74931	1	130.05
>ref-81867	1	130.43
>ref-213478	1	130.85
>ref-184718	1	131.27
>ref-193014	1	131.92
>ref-98164	1	132.13
>ref-98164	1	132.13
>ref-182165	1	132.31
>ref-224763	1	132.96
>ref-182165	1	132.98
>ref-151064	1	133.39
NA	1	133.57
>ref-152892	1	133.67
>ref-221006	1	133.9
>ref-117178	1	134.12
>ref-153448	1	134.52
NA	1	134.73
>ref-231770	1	134.88
>ref-231770	1	134.89
NA	1	135.25
>ref-91562	1	135.4
NA	1	135.67
>ref-177541	1	136.14
>ref-98701	1	136.3
NA	1	136.82
NA	1	139.24
>ref-218823	1	141.51
>ref-127729	1	146.61
NA	NA	NA
NA	NA	NA
NA	2	0
NA	2	5.4
>ref-225414	2	5.57
>ref-229063	2	5.97
>ref-82866	2	7.11
>ref-134241	2	7.12
>ref-47380	2	7.54
>ref-222278	2	8.02
NA	2	8.23
>ref-135882	2	8.52
NA	2	8.88
NA	2	9.69
>ref-178917	2	10.45
>ref-178917	2	10.47
>ref-20161	2	10.91
>ref-20161	2	10.91
>ref-157923	2	11.25
>ref-57695	2	12.41
>ref-57695	2	12.62
>ref-18862	2	13.44
>ref-181995	2	13.63
>ref-181995	2	14.37
>ref-30932	2	14.72
>ref-210693	2	15.1
>ref-64996	2	15.46
>ref-211016	2	16.08
>ref-121373	2	16.73
>ref-226790	2	17.98
