Marker	Chr	cM
TP72511	1	0
TP58635	1	8.368
TP111737	1	19.967
TP116405	1	35.698
TP34632	1	44.254
TP75786	1	69.204
TP44017	1	51.69
TP18261	1	64.381
TP59728	1	79.378
TP49833	1	59.381
TP26510	1	97.003
TP34939	1	90.023
TP110933	1	152.364
TP122215	1	104.873
TP122214	1	114.542
TP5489	1	110.549
TP52864	1	142.06
TP65461	1	120.448
TP117010	1	157.707
TP40349	1	130.86
TP71603	1	127.016
TP33854	1	169.124
TP16393	1	186.632
TP19030	1	195.917
TP1086	1	162.059
TP45249	1	240.826
TP111562	1	233.912
TP42401	1	181.623
TP32260	1	207.261
TP16023	1	177.753
TP19473	1	174.848
TP49957	1	223.36
TP19029	1	250.965
TP50291	1	271.009
TP53511	1	215.211
TP92321	1	265.261
TP15824	1	317.664
TP76853	1	257.462
TP36421	1	312.863
TP64549	1	333.234
TP54684	1	293.223
TP104234	1	278.275
TP121263	1	325.321
TP119652	1	338.485
TP68544	1	370.081
TP41720	1	307.417
TP123831	1	355.566
TP14536	1	348.708
TP54763	1	416.997
TP43313	1	481.01
TP52985	1	465.79
TP115337	1	454.883
TP40830	1	387.146
TP67194	1	340.226
TP123169	1	381.398
TP51905	1	425.092
TP96369	1	409.428
TP92824	1	394.501
X423	1	NA
TP117270	1	402.481
TP44040	1	431.604
TP8184	1	437.351
TP47125	1	379.034
TP1243	1	656.117
TP87360	1	663.196
TP76354	1	530.051
TP65243	1	672.83
TP99789	1	682.447
TP116079	1	677.833
TP47417	1	650.497
TP77611	1	669.086
TP9765	1	541.087
X499	1	533.176
TP12266	1	536.486
TP104567	1	545.222
TP98442	1	644.669
TP5675	1	444.731
TP99150	1	520.066
TP66594	1	516.026
TP67902	1	524.888
TP58938	1	638.181
TP32968	1	634.38
TP28986	1	492.29
TP83997	1	511.777
TP26125	1	551.56
TP71851	1	619.349
TP6171	1	614.728
TP105521	1	608.889
TP16994	1	593.013
TP46239	1	597.614
TP69100	1	601.963
TP33076	1	577.145
TP101391	1	558.215
TP95562	1	695.601
TP117169	1	560.96
TP54832	1	505.838
TP84421	1	499.952
TP38836	1	584.647
TP16579	1	626.873
TP98960	1	569.213
TP47527	1	690.243
TP99522	1	762.01
TP113822	1	708.463
TP30470	1	702.519
TP16508	1	756.057
TP59711	1	749.511
TP44244	1	900.556
TP36709	1	716.75
TP72267	1	724.819
TP90011	1	726.117
TP22521	1	722.492
TP22631	1	906.057
TP40406	1	912.608
TP26887	1	770.445
TP96895	1	893.269
TP113785	1	884.965
TP39479	1	926.158
TP33960	1	929.625
TP57536	1	875.238
TP53240	1	733.9
TP5562	1	782.932
TP23749	1	869.404
TP45753	1	921.351
TP96279	1	791.949
TP112327	1	860.771
TP45261	1	799.305
TP55483	1	832.605
TP17357	1	842.477
TP97946	1	959.467
TP73420	1	849.072
TP34835	1	947.12
TP69148	1	941.176
TP110557	1	951.388
TP67798	1	813.496
TP62070	1	955.384
TP104441	1	961.6
TP30205	1	982.809
TP72441	1	968.572
TP48453	1	994.724
TP35472	1	1019.238
TP85396	1	979.126
TP90572	1	1014.036
TP75520	1	1007.492
TP118984	1	1027.741
X252	1	1017.123
TP115515	1	1034.444
TP8376	1	1023.402
TP121461	1	1042.341
TP86305	1	1039.645
TP112422	1	1046.098
TP20436	1	1086.755
TP59766	1	1082.685
TP79460	1	1097.91
TP95917	1	1101.107
TP100622	1	1092.2
TP68033	1	1078.389
TP97723	1	1063.435
TP78305	1	1118.486
X67	1	1115.797
TP123420	1	1071.694
TP24115	1	1106.863
TP66436	1	1124.561
TP91973	1	1054.368
TP79090	1	1132.382
TP28602	1	1163.612
TP23614	1	1172.861
TP66797	1	1139.91
TP59873	1	1189.953
TP56219	1	1112.664
TP78848	1	1181.995
TP33857	1	1149.107
TP34713	1	1204.886
TP96960	1	1253.522
TP77835	1	1247.593
TP93973	1	1291.429
TP108942	1	1226.664
TP77515	1	1229.55
TP48234	1	1269.263
TP51161	1	1234.071
TP121283	1	1280.302
TP62577	1	1285.844
TP54646	1	1219.465
TP98902	1	1259.633
TP91615	1	1240.125
TP33358	1	1295.795
TP75939	1	1305.062
TP7244	1	1310.278
TP59780	1	1324.605
TP68127	2	0
TP92805	2	41.826
TP77021	2	28.211
TP72359	2	23.376
TP114462	2	34.529
TP17261	2	16.924
TP98801	2	11.116
TP110209	2	51.138
X237	2	18.631
