Marker	Chr	cM
JM033M01	1	0
JH012L23	1	2.442
JH044L16	1	2.469
JH020H04	1	2.95
JH027M11	1	5.038
JH034N03	1	5.155
JH057P22	1	5.98
JH015G13	1	6.667
JH020A13	1	7.463
JM045B02	1	7.665
JM063M01	1	8.148
JH007K17	1	8.817
JH010P04	1	9.839
JM085N13	1	10.352
JH061B20	1	10.859
JM002D22	1	11.101
JM066K22	1	11.135
JH017C15	1	12.141
JH031K16	1	12.319
JH001B22	1	12.423
JM028N10	1	12.508
JM006J12	1	12.571
JM059I21	1	12.742
JH017C09	1	20.956
JH067H20	1	21.05
JM002E16	1	21.377
JM067M09	1	26.311
JH015D15	1	26.452
JM006J08	1	26.709
JM039M20	1	26.782
JH056M03	1	26.881
JH003I16	1	27.124
JH032K08	1	27.302
JM046E10	1	31.265
JM003N13	1	31.903
JH063I20	1	32.028
JH003J11	1	32.105
JM062P05	1	32.14
JM052E17	1	35.891
JM031P19	1	38.088
JH051D22	1	38.183
JH054L06	1	38.514
JH066A04	1	40.277
JH019D09	1	40.433
JH039H19	1	40.921
JH061M20	1	41.179
JH036D06	1	42.288
JH009L17	1	42.315
JH027M12	1	44.843
JH032B17	1	45.059
JM055J19	1	45.245
JM064C23	1	45.394
JM032H17	1	46.204
JM053H16	1	46.248
JM011P19	1	46.502
JM054N24	1	46.97
JH015K22	1	47.157
JH067C21	1	47.471
JM033B05	1	47.689
JM030E23	1	48.006
JH076B11	1	48.926
JM012H02	1	49.158
JM020D15	1	49.371
JH063A22	1	49.412
JH046F11	1	49.915
JM005I21	1	50.061
JM057I24	1	50.165
JH041A04	1	50.203
JM060M20	1	50.784
JM067F04	1	50.813
JM066G06	1	50.992
JH070C11	1	51.047
JM079A21	1	51.049
JH046C09	1	51.144
JH051B18	1	51.147
JH058O03	1	51.171
JH023D13	1	51.289
JH036A03	1	51.312
JH027O22	1	51.382
JH055I08	1	51.408
JM013N09	1	51.498
JH035H14	1	51.513
JH041C02	1	51.537
JM014L11	1	51.584
JH058A24	1	51.638
JM054I02	1	51.682
JH047C23	1	51.737
JH051F07	1	51.738
JH042C06	1	51.799
JH076P06	1	52.964
JH025B24	1	53.865
JM079H16	1	54.059
JH024I06	1	54.125
JM078J21	1	54.153
JM019L05	1	54.182
JH036G05	1	54.245
JM018M05	1	54.402
JH057G01	1	54.537
JH012M08	1	55.207
JH030F05	1	55.896
JH046C17	1	56.282
JH050E23	1	56.644
JH029C05	1	57.036
JH033F12	1	57.075
JM085J08	1	57.181
JM058O02	1	63.876
JH016K10	1	64.038
JH067A24	1	64.537
JH021B07	1	64.564
JM079F01	1	66.443
JM017C09	1	67.242
JH027F08	1	67.301
JH029G22	1	67.487
JM060B12	1	71.273
JM053L14	1	72.302
JH038C14	1	73.081
JH037D06	1	73.655
JH023O11	1	78.884
JM055C04	1	78.942
JM040A18	1	79.324
JH038I22	1	79.82
JH076H10	1	79.875
JM060K22	2	0
JH004L18	2	1.865
JH069A15	2	1.901
JM020D21	2	1.952
JH002H23	2	2.159
JH030L18	2	3.447
JM010H19	2	3.753
JH073A21	2	3.808
JM054I06	2	5.008
JH066A16	2	5.599
JH004C05	2	6.855
JM055I03	2	7.146
JM017N20	2	9.488
JM032B12	2	15.894
JM055G04	2	18.795
JM017P10	2	20.116
JM030M06	2	20.31
JH022L02	2	20.564
JH056G14	2	20.732
JH012J17	2	20.898
JH045L03	2	20.911
JH075E18	2	21.124
JH026C21	2	23.29
JH031B07	2	23.347
JM026B20	2	23.453
JH059C14	2	24.617
JM006B12	2	24.8
JH063H04	2	24.879
JH051E24	2	25.066
JM061O11	2	25.373
JM064D12	2	25.443
JM006E18	2	25.611
JH024M03	2	25.631
JM056G02	2	25.643
JH036C01	2	25.692
JM006P17	2	25.967
JH027P16	2	29.322
JM063M04	2	29.539
JM056D01	2	29.561
JH004B10	2	29.857
JM016O05	2	30.751
JH067A21	2	31.171
JH038N15	2	31.232
JH078D01	2	31.316
JM020K08	2	31.536
JM056P03	2	31.583
JH050F03	2	31.737
JH058C06	2	31.86
JH005G11	2	32.28
JH005J18	2	32.343
JH046G01	2	32.525
JM085O12	2	32.756
JH010F06	2	33.097
JM043F14	2	33.747
JH075D23	2	33.776
JH051J16	2	34.154
JH010K20	2	34.354
JM052A22	2	34.514
JM017B20	2	34.589
JM065K11	2	36.351
JM016G02	2	37.283
JH057O10	2	38.212
JM003D24	2	38.987
JM008E19	2	39.072
JM042M05	2	39.175
JM031K08	2	39.215
JH075J20	2	39.266
JM009H22	2	39.519
JH050K06	2	39.533
JH013F15	2	40.359
JH072O03	2	41.263
JH027J15	2	41.888
JH012D15	2	43.188
JM039K04	2	43.497
JH055A08	2	44.086
JH013G15	2	44.319
JM027N22	2	44.427
JM070B07	2	45.289
JH012C24	2	45.869
JM010A12	2	45.935
JM005O05	2	46.402
JH004B15	2	46.841
JM004B13	2	47.001
JH032H13	2	47.192
JM067B05	2	47.953
JH075D01	2	53.163
JH001B11	2	66.88
JM022G01	2	67.077
JH044I21	2	67.241
JM005P17	2	68.71
JH037B08	2	69.896
JH059C02	2	70.452
JH059J05	3	0
JH038F15	3	0.574
JH063E07	3	0.607
JM020H20	3	1.203
JM018L24	3	1.435
JH077G07	3	1.736
JM006J15	3	2.212
JH061A15	3	2.502
JH044H08	3	2.621
JH003D16	3	2.923
JM019N07	3	4.604
JH050H17	3	4.701
JH029C21	3	5.135
JH015I07	3	5.521
JH061D10	3	5.778
JH030B11	3	6.031
JH066A19	3	6.827
JH054M19	3	10.266
JM029K20	3	10.988
JH077P11	3	11.507
JM053K21	3	13.453
JH009H03	3	15.375
JM043L12	3	15.377
JH026F10	3	15.642
JH038J20	3	15.691
JM016D06	3	16.304
JH043D09	3	16.921
JH055D06	3	17.067
JH063K17	3	17.07
JH056A21	3	17.329
JM071M23	3	18.395
JH040M22	3	19.132
JH035P22	3	19.398
JH055C22	3	19.425
JM004P12	3	19.91
JM014J05	3	20.157
JM058E01	3	22.09
JM030E20	3	23.877
JH039H07	3	24.057
JM053E21	3	25.529
JH010H10	3	27.703
JH073O20	3	28.579
JH017M08	3	28.868
JH034L23	3	28.943
JH066F10	3	29.111
JM059M01	3	30.083
JM022H14	3	30.193
JH070A14	3	31.093
JM055I07	3	31.127
JM017M09	3	32.07
JH013J12	3	32.077
JM002N05	3	32.88
JM029C19	3	33.142
JH020B18	3	34.427
JM066H17	3	34.878
JM071I12	3	34.954
JH031D06	3	35.158
JH011L19	3	35.769
JM004C09	3	36.674
JM010E15	3	37.022
JH036B16	3	38.25
JH030P06	3	41.386
JH033A05	3	41.459
JM057C17	3	42.451
JH062B13	3	42.704
