"id";"valid";"ref";"year";"species";"taxid";"taxon";"taxon_group";"family";"marker_type";"nb_markers";"sex";"crossing";"n_progeny";"n_meiosis";"linkage_map_length";"physical_length";"map_quality";"mapping_function";"accession";"link_genome";"ref_genome";"genome_size";"genome_Cvalue";"ploidy";"hcn";"original_map";"public_database";"ABH_data";"MapMaker_data";"link_data";"doi";"contact"
"Cicer_arietinum_Verma2015";"FALSE";"Verma";2015;"Cicer_arietinum";3827;"Angiosperm";1;"Fabaceae";"SNP";3363;"NA";"RIL";"NA";"NA";"997.806";121440261;"NA";"NA";"NA";"NA";"NA";"NA";929;2;8;"NA";"NA";"NA";"NA";"https://media.nature.com/original/nature-assets/srep/2015/151203/srep17512/extref/srep17512-s8.xls";"https://doi.org/10.1038/srep17512";"NA"
"NA";"FALSE";"Kujur";2015;"Cicer_arietinum";3827;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"GCA_000987745.1";"NA";"NA";"NA";929;2;8;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1038/srep09468";"NA"
"NA";"FALSE";"Roorkiwal";2017;"Cicer_arietinum";3827;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";929;2;8;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1111/pbi.12836";"NA"
"NA";"FALSE";"Reddy";2014;"Citrullus_lanatus";3654;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";1096;"NA";"NA";"NA";"NA";"NA";"NA";"440.1";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1534/g3.114.012815 ";"NA"
"Citrullus_lanatus_Ren2015";"TRUE";"Ren";2015;"Citrullus_lanatus";3654;"Angiosperm";1;"Cucurbitaceae";"SNP";1161;"sex-averaged";"F2";144;"NA";"1099.237";327083093;"NA";"kosambi";"GCA_000238415.2";"NA";"Watermelon_(97103)_v1";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs00438-015-0997-7/MediaObjects/438_2015_997_MOESM3_ESM.xlsx";"https://doi.org/10.1007/s00438-015-0997-7";"NA"
"Citrus_clementina_Ollitrault2012";"FALSE";"Ollitrault";2012;"Citrus_clementina";85681;"Angiosperm";1;"Rutaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1084.1";"NA";"NA";"NA";"NA";"NA";"NA";"301.365";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2F1471-2164-13-593/MediaObjects/12864_2012_4590_MOESM2_ESM.xlsx";"https://doi.org/10.1186/1471-2164-13-593";"NA"
"Citrus_sinensis_Guo2015";"FALSE";"Guo";2015;"Citrus_sinensis";2711;"Angiosperm";1;"Rutaceae";"NA";1563;"NA";"NA";"NA";"NA";"976.56";681311105;"NA";"NA";"NA";"NA";"NA";"490.956";611;2;9;"marey";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11295-014-0831-0/MediaObjects/11295_2014_831_MOESM1_ESM.xls";"https://doi.org/10.1007/s11295-014-0831-0";"NA"
"NA";"FALSE";"Riedel";2009;"Cocos_nucifera";13894;"Angiosperm";4;"Arecaceae";"NA";"NA";"NA";"NA";"NA";"NA";2739;"NA";"NA";"NA";"NA";"NA";"NA";"3107.106";3472;2;16;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-008-0168-7";"NA"
"NA";"FALSE";"Moncada";2016;"Coffea_arabica";13443;"Angiosperm";1;"Rubiaceae";"NA";"NA";"NA";"NA";"NA";"NA";3800;"NA";"NA";"NA";"NA";"NA";"NA";"1173.6";1174;4;11;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-015-0927-1";"NA"
"Corchorus_capsularis_Biswass2015";"FALSE";"Biswass";2015;"Corchorus_capsularis";210143;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";2016;"NA";"NA";"NA";"NA";"NA";"NA";"586.8";245;2;7;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-015-0311-8/MediaObjects/11032_2015_311_MOESM4_ESM.xlsx";"https://doi.org/10.1007/s11032-015-0311-8";"NA"
"Corchorus_olitorius_Kundu2015";"FALSE";"Kundu";2015;"Corchorus_olitorius";93759;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";"358.5";"NA";"NA";"NA";"NA";"NA";"NA";"909.54";449;2;7;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-015-0249-x/MediaObjects/11032_2015_249_MOESM5_ESM.xlsx";"https://doi.org/10.1007/s11032-015-0249-x";"NA"
"NA";"FALSE";"Wang";2009;"Cornus_florida";4283;"Angiosperm";1;"Cornaceae";"NA";"NA";"NA";"NA";"NA";"NA";1175;"NA";"NA";"NA";"NA";"NA";"NA";"1545.24";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s10681-008-9802-6";"NA"
"NA";"FALSE";"TorelloMarinoni";2018;"Corylus_avellana";13451;"Angiosperm";1;"Betulaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";465;2;11;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0195408";"NA"
"NA";"FALSE";"Moriguchi";2016;"Cryptomeria_japonica";3369;"NA";6;"Cupressaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1266.2";"NA";"NA";"NA";"NA";"NA";"NA";10758;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-016-1011-1";"NA"
"Cucumis_melo_Diaz2011";"FALSE";"Diaz";2011;"Cucumis_melo";3656;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";1150;"NA";"NA";"NA";"NA";"NA";"NA";"929.1";929;"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2F1471-2229-11-111/MediaObjects/12870_2011_897_MOESM3_ESM.XLSX";"https://doi.org/10.1186/1471-2229-11-111";"NA"
"Cucumis_melo_Pereira2018";"TRUE";"Pereira";2018;"Cucumis_melo";3656;"Angiosperm";1;"Cucurbitaceae";"SNP-Indel";824;"sex-averaged";"RIL";89;"NA";"1495.34";367540170;"NA";"kosambi";"v4.0";"NA";"v4.0";"NA";929;"NA";"NA";"marey";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12870-018-1537-5/MediaObjects/12870_2018_1537_MOESM11_ESM.txt";"https://doi.org/10.1186/s12870-018-1537-5";"NA"
"Cucumis_sativus_Zhu2016";"TRUE";"Zhu";2016;"Cucumis_sativus";3659;"Angiosperm";1;"Cucurbitaceae";"SNP";3057;"sex-averaged";"F2";153;"NA";"1061.191";190484816;"NA";"NA";"GCA_000004075.2";"NA";"NA";"195.669";880;2;7;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/174033_supplementary-materials_tables_3_pdf/octet-stream/Table%203.PDF/1/174033";"https://doi.org/10.3389/fpls.2016.00437";"NA"
"Cucumis_sativus_Xu2015";"FALSE";"Xu";2015;"Cucumis_sativus";3659;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";880;2;7;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/120483_supplementary-materials_tables_1_xls/octet-stream/Table%201.XLS/1/120483";"https://doi.org/10.3389/fpls.2014.00768";"NA"
"NA";"FALSE";"Zhang";2015;"Cucurbita_maxima";3661;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";"2533.8";"NA";"NA";"NA";"NA";"NA";"NA";"449.88";450;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/s12864-015-2312-8";"NA"
"NA";"FALSE";"Gong";2008;"Cucurbita_moschata";3662;"Angiosperm";1;"Cucurbitaceae";"NA";"NA";"NA";"NA";"NA";"NA";1936;"NA";"NA";"NA";"NA";"NA";"NA";"420.54";416;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1139/G08-072";"NA"
"Cucurbita_pepo_MonteroPau2017";"TRUE";"Montero-Pau";2017;"Cucurbita_pepo";3663;"Angiosperm";1;"Cucurbitaceae";"SNP";7718;"sex-averaged";"RIL";120;"NA";"2745.9271778251";203077202;"NA";"kosambi";"GCF_002806865.2";"NA";"GCF_002806865.1_ASM280686v2";"537.9";538;"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-016-3439-y/MediaObjects/12864_2016_3439_MOESM3_ESM.xls";"https://doi.org/10.1186/s12864-016-3439-y";"NA"
"NA";"FALSE";"Portis";2009;"Cynara_cardunculus";4265;"Angiosperm";1;"Asteraceae";"NA";"NA";"NA";"NA";"NA";"NA";"1251.15";"NA";"NA";"NA";"NA";"NA";"NA";"1075.8";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s00122-009-1159-2";"NA"
"NA";"FALSE";"Harris-Shultz";2010;"Cynodon_dactylon";28909;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";1055;"NA";"NA";"NA";"NA";"NA";"NA";"1110.03";782;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.21273/JASHS.135.6.511";"NA"
"NA";"FALSE";"Zhao";2016;"Dactylis_glomerata";4509;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"715.77";"NA";"NA";"NA";"NA";"NA";"NA";"4303.2";3227;2;7;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1038/srep29345";"NA"
"Daucus_carota_Cavagnaro2014";"FALSE";"Cavagnaro";2014;"Daucus_carota";4039;"Angiosperm";1;"Apiaceae";"NA";"NA";"NA";"NA";"NA";"NA";"635.1";"NA";"NA";"NA";"NA";"NA";"NA";"421.539";978;2;9;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-013-9979-9/MediaObjects/11032_2013_9979_MOESM5_ESM.xls";"https://doi.org/10.1007/s11032-013-9979-9";"NA"
"NA";"FALSE";"Yagi";2013;"Dianthus_caryophyllus";3570;"Angiosperm";1;"Caryophyllaceae";"NA";"NA";"NA";"NA";"NA";"NA";"978.3";"NA";"NA";"NA";"NA";"NA";"NA";"616.14";611;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/1471-2164-14-734";"NA"
"Dianthus_caryophyllus_Yagi2016";"FALSE";"Yagi";2016;"Dianthus_caryophyllus";3570;"Angiosperm";1;"Caryophyllaceae";"NA";"NA";"NA";"NA";"NA";"NA";"978.3";"NA";"NA";"NA";"NA";"NA";"NA";"616.14";611;"NA";"NA";"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11105-016-1010-2/MediaObjects/11105_2016_1010_MOESM2_ESM.pdf";"https://doi.org/10.1007/s11105-016-1010-2";"NA"
"Dioscorea_alata_Cormier2019";"TRUE";"Cormier";2019;"Dioscorea_alata";55571;"Angiosperm";4;"Dioscoreaceae";"SNP";1579;"sex-averaged";"F1";314;"NA";"2820.263";606684478;"NA";"kosambi";"GCA_002240015.2";"NA";"TDr96_F1_Pseudo_Chromosome_v1.0";"NA";562;4;10;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs00122-019-03311-6/MediaObjects/122_2019_3311_MOESM2_ESM.xlsx";"https://doi.org/10.1007/s00122-019-03311-6";"NA"
"NA";"FALSE";"Ting";2016;"Elaeis_guineensis";51953;"Angiosperm";4;"Arecaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1499.5";"NA";"NA";"NA";"NA";"NA";"NA";"1535.18";1839;2;16;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/s12864-016-2607-4";"NA"
"Elaeis_guineensis_Bai2018";"FALSE";"Bai";2018;"Elaeis_guineensis";51953;"Angiosperm";4;"Arecaceae";"NA";10023;"NA";"NA";"NA";"NA";"3576.19";619938493;"NA";"NA";"NA";"NA";"NA";"NA";1839;2;16;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-017-18613-2/MediaObjects/41598_2017_18613_MOESM1_ESM.xlsx";"https://doi.org/10.1038/s41598-017-18613-2";"NA"
"NA";"FALSE";"Montoya";2013;"Elaeis_oleifera";80265;"Angiosperm";4;"Arecaceae";"NA";"NA";"NA";"NA";"NA";"NA";1485;"NA";"NA";"NA";"NA";"NA";"NA";"1402.73";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-013-0629-5";"NA"
"NA";"FALSE";"Mott";2011;"Elymus_lanceolatus";86019;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";2574;"NA";"NA";"NA";"NA";"NA";"NA";"8244.54";8240;4;7;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1139/g11-045";"NA"
"NA";"FALSE";"Zheng";2013;"Eremochloa_ophiuroides";866555;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"623.6";"NA";"NA";"NA";"NA";"NA";"NA";"811.74";812;2;9;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/j.scienta.2013.03.030";"NA"
"NA";"FALSE";"Wang";2013;"Eremochloa_ophiuroides";866555;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"623.6";"NA";"NA";"NA";"NA";"NA";"NA";"811.74";812;2;9;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/j.scienta.2014.06.031";"NA"
"NA";"FALSE";"Fukuda";2016;"Eriobotrya_japonica";32224;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";1036;"NA";"NA";"NA";"NA";"NA";"NA";"762.84";758;2;17;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11295-016-1040-9";"NA"
"NA";"FALSE";"Fukuda";2019;"Eriobotrya_japonica";32224;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";1036;"NA";"NA";"NA";"NA";"NA";"NA";"762.84";758;2;17;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/j.scienta.2019.02.065";"NA"
"NA";"FALSE";"Agrama";2002;"Eucalyptus_camaldulensis";34316;"Angiosperm";1;"Myrtaceae";"RAPD-RFLP-SSR";168;"NA";"NA";"NA";"NA";1236;"NA";"NA";"NA";"NA";"NA";"NA";"606.36";601;2;11;"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"Eucalyptus_grandis_Hudson2012";"FALSE";"Hudson";2012;"Eucalyptus_grandis";71139;"Angiosperm";1;"Myrtaceae";"NA";"NA";"NA";"NA";"NA";"NA";1107;"NA";"NA";"NA";"NA";"NA";"NA";"591.5922";611;2;11;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2F1471-2164-13-240/MediaObjects/12864_2012_4136_MOESM1_ESM.xlsx";"https://doi.org/10.1186/1471-2164-13-240";"NA"
"NA";"FALSE";"Li";2015;"Eucalyptus_tereticornis";183855;"Angiosperm";1;"Myrtaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1241.4";"NA";"NA";"NA";"NA";"NA";"NA";"586.8";587;2;11;"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"NA";"FALSE";"Li";2015;"Eucalyptus_urophylla";99020;"Angiosperm";1;"Myrtaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1208.5";"NA";"NA";"NA";"NA";"NA";"NA";"595.602";626;2;11;"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"NA";"FALSE";"Wang";2014;"Eucommia_ulmoides";4392;"Angiosperm";1;"Eucommiaceae";"NA";"NA";"NA";"NA";"NA";"NA";2133;"NA";"NA";"NA";"NA";"NA";"NA";"723.72";724;2;17;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s12041-014-0322-y";"NA"
"Fagopyrum_esculentum_Yabe2014";"FALSE";"Yabe";2014;"Fagopyrum_esculentum";3617;"Angiosperm";1;"Polygonaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1574.3";"NA";"NA";"NA";"NA";"NA";"NA";"1359.4";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://www.jstage.jst.go.jp/article/jsbbs/64/4/64_291/_supplement/_download/64_291_1.pdf";"https://doi.org/10.1270/jsbbs.64.291";"NA"
"NA";"FALSE";"Dierking";2015;"Festuca_arundinacea";4606;"Angiosperm";4;"Poaceae";"NA";"NA";"NA";"NA";"NA";"NA";"1417.5";"NA";"NA";"NA";"NA";"NA";"NA";"4185.84";4181;4;7;"NA";"NA";"NA";"NA";"NA";"doi:10.3835/plantgenome2014.07.0032";"NA"
"NA";"FALSE";"Ikten";2019;"Ficus_carica";3494;"Angiosperm";1;"Moraceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";357;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s13580-019-00162-4";"NA"
"Fragaria_iinumae_Mahoney2016";"FALSE";"Mahoney";2016;"Fragaria_iinumae";64939;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";"451.7";"NA";"NA";"NA";"NA";"NA";"NA";"199.628";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://dl.sciencesocieties.org/publications/tpg/supplements/9/plantgenome2015.08.0071-supplement3.xlsx";"doi:10.3835/plantgenome2015.08.0071";"NA"
"NA";"FALSE";"Davik";2015;"Fragaria_vesca";57918;"Angiosperm";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";"416.2";"NA";"NA";"NA";"NA";"NA";"NA";"214.373";241;2;7;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11032-015-0405-3";"NA"
"NA";"FALSE";"Sargent";2016;"Fragaria_ananassa";3747;"NA";1;"Rosaceae";"NA";"NA";"NA";"NA";"NA";"NA";1820;"NA";"NA";"NA";"NA";"NA";"NA";"697.762";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/j.plantsci.2015.07.004";"NA"
"NA";"FALSE";"Wu";2019;"Fraxinus_pennsylvanica";56036;"Angiosperm";1;"Oleaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s11103-018-0815-9";"NA"
"NA";"FALSE";"Nakatsuka";2012;"Gentiana_scabra";292393;"Angiosperm";1;"Gentianaceae";"NA";"NA";"NA";"NA";"NA";"NA";"613.7";"NA";"NA";"NA";"NA";"NA";"NA";5000;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/1471-2164-13-672";"NA"
"Glycine_max_Hyten2009";"FALSE";"Hyten";2009;"Glycine_max";3847;"Angiosperm";1;"Fabaceae";"SNP";1536;"NA";"NA";"NA";"NA";27592;"NA";"NA";"NA";"NA";"NA";"NA";"NA";1100;2;20;"NA";"NA";"NA";"NA";"https://dl.sciencesocieties.org/publications/cs/supplements/50/50-3-p%20960d.xls";"doi:10.2135/cropsci2009.06.0360";"NA"
"NA";"FALSE";"Song";2016;"Glycine_max";3847;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"2445.8";"NA";"NA";"NA";"NA";"NA";"NA";"1105.14";1100;2;20;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1186/s12864-015-2344-0";"NA"
"NA";"FALSE";"Zuo";2019;"Glycine_max";3847;"Angiosperm";1;"Fabaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";1100;2;20;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1038/s41437-019-0238-7";"NA"
"Glycine_max_SoyBase";"FALSE";"SoyBase";"NA";"Glycine_max";3847;"Angiosperm";1;"Fabaceae";"SSR-SNP";4534;"sex-averaged";"NA";"NA";"NA";"2241.32";949065062;"NA";"NA";"GCA_000004515.4";"NA";"Glyma2.0";"NA";1100;2;20;"marey";"soybase";"NA";"NA";"https://www.soybase.org";"NA";"NA"
"Gossypium_barbadense_Shi2016";"FALSE";"Shi";2016;"Gossypium_barbadense";3634;"Angiosperm";1;"Malvaceae";"NA";2292;"NA";"hirsutum_x_barbadense";"NA";"NA";"5115.159";"NA";"NA";"NA";"NA";"NA";"NA";"2694.39";2450;2;13;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-016-3128-x/MediaObjects/12864_2016_3128_MOESM3_ESM.xlsx";"https://doi.org/10.1186/s12864-016-3128-x";"NA"
"Gossypium_hirsutum_Wang2015";"FALSE";"Wang";2015;"Gossypium_hirsutum";3635;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"hirsutum_x_barbadense";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2347;4;13;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-015-0678-1/MediaObjects/13059_2015_678_MOESM4_ESM.xls";"https://doi.org/10.1186/s13059-015-0678-1";"NA"
"Gossypium_hirsutum_Jia2016";"FALSE";"Jia";2016;"Gossypium_hirsutum";3635;"Angiosperm";1;"Malvaceae";"NA";6434;"NA";"RIL";"NA";"NA";"4070.063";1910073117;"NA";"NA";"NA";"NA";"NA";"2347.2";2347;4;13;"marey";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-016-3269-y/MediaObjects/12864_2016_3269_MOESM3_ESM.xlsx";"https://doi.org/10.1186/s12864-016-3269-y";"NA"
"Gossypium_hirsutum_Zhang2015";"FALSE";"Zhang";2015;"Gossypium_hirsutum";3635;"Angiosperm";1;"Malvaceae";"SLAF";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2347;4;13;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1186%2Fs12870-016-0741-4/MediaObjects/12870_2016_741_MOESM4_ESM.xlsx";"https://doi.org/10.1186/s12870-016-0741-4";"NA"
"NA";"FALSE";"Khan";2016;"Gossypium_hirsutum";3635;"Angiosperm";1;"Malvaceae";"SSR";3093;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2347;4;13;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3389/fpls.2016.00436";"NA"
"NA";"FALSE";"Chen";2015;"Gossypium_hirsutum";3635;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2347;4;13;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1016/j.gene.2015.08.022";"NA"
"Gossypium_raimondii_Wang2013";"TRUE";"Wang";2013;"Gossypium_raimondii";29730;"Angiosperm";1;"Malvaceae";"NA";48546;"NA";"F2";119;"NA";"2315.7";749109761;"NA";"kosambi";"GCA_000327365.1";"NA";"NA";"1101.228";880;2;13;"NA";"NA";"NA";"NA";"https://www.g3journal.org/highwire/filestream/472246/field_highwire_adjunct_files/1/TableS1.xlsx";"https://doi.org/10.1534/g3.113.006890 ";"NA"
"NA";"FALSE";"Shen";2017;"Gossypium_sp";"NA";"NA";"NA";"NA";"SSR";4807;"NA";"NA";"NA";"NA";"4696.03";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0188682";"NA"
"NA";"FALSE";"Magwanga";2018;"Gossypium_tomentosum";34277;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2381;2;13;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.3390/ijms19061614";"NA"
"NA";"FALSE";"Hou";2013;"Gossypium_tomentosum";34277;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";"3320.8";"NA";"NA";"NA";"NA";"NA";"NA";"2386.32";2381;2;13;"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1007/s12041-013-0286-3";"NA"
"Helianthus_annuus_Celik2016";"FALSE";"Celik";2016;"Helianthus_annuus";4232;"Angiosperm";1;"Asteraceae";"NA";817;"NA";"NA";"NA";"NA";"2475.9313";3168647669;"NA";"NA";"NA";"NA";"NA";"2376.54";2372;2;17;"NA";"NA";"NA";"NA";"https://static-content.springer.com/esm/art%3A10.1007%2Fs11032-016-0558-8/MediaObjects/11032_2016_558_MOESM2_ESM.xlsx";"https://doi.org/10.1007/s11032-016-0558-8";"NA"
"Hevea_brasiliensis_Pootakham2015";"FALSE";"Pootakham";2015;"Hevea_brasiliensis";3981;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";1114;"NA";"NA";"NA";"NA";"NA";"NA";"NA";2103;2;18;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/137209_supplementary-materials_datasheets_2_xlsx/octet-stream/Data%20Sheet%202.XLSX/2/137209";"https://doi.org/10.3389/fpls.2015.00367";"NA"
"Hevea_brasiliensis_Shearman2015";"FALSE";"Shearman";2015;"Hevea_brasiliensis";3981;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";4160;"NA";"NA";"NA";"NA";"NA";"NA";"2102.7";2103;2;18;"NA";"NA";"NA";"NA";"https://doi.org/10.1371/journal.pone.0121961.s013";"https://doi.org/10.1371/journal.pone.0121961";"NA"
"Hevea_brasiliensis_Conson2018";"FALSE";"Conson";2018;"Hevea_brasiliensis";3981;"Angiosperm";1;"Euphorbiaceae";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";2103;2;18;"NA";"NA";"NA";"NA";"https://www.frontiersin.org/articles/file/downloadfile/349165_supplementary-materials_tables_3_xlsx/octet-stream/Table%203.XLSX/1/349165";"https://doi.org/10.3389/fpls.2018.01255";"NA"
"NA";"FALSE";"Chen";2011;"Hibiscus_cannabinus";229543;"Angiosperm";1;"Malvaceae";"NA";"NA";"NA";"NA";"NA";"NA";"4924.8";"NA";"NA";"NA";"NA";"NA";"NA";"1496.34";1491;"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1111/j.1439-0523.2011.01879.x";"NA"
"NA";"FALSE";"Shirasawa";2015;"Hieracium_sp";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";1650;"NA";"NA";"NA";"NA";"NA";"NA";"4058.7";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"https://doi.org/10.1093/aob/mcu249";"NA"
