Marker	Chr	cM
BOPA1_3107-422	1H	0
BOPA2_12_10420	1H	0
SCRI_RS_204276	1H	0.468
SCRI_RS_180989	1H	0.699
BOPA2_12_30653	1H	1.164
BOPA1_3220-723	1H	2.83
BOPA2_12_30715	1H	5.856
SCRI_RS_124234	1H	6.098
SCRI_RS_120053	1H	6.343
SCRI_RS_120053	1H	6.343
BOPA1_7174-365	1H	11.469
BOPA1_6195-2137	1H	11.469
SCRI_RS_138156	1H	11.469
SCRI_RS_113745	1H	11.686
SCRI_RS_138128	1H	12.18
SCRI_RS_161137	1H	16.068
SCRI_RS_179144	1H	21.354
BOPA2_12_11011	1H	23.527
BOPA2_12_30933	1H	23.762
SCRI_RS_189465	1H	35.599
BOPA2_12_30948	1H	37.332
SCRI_RS_13972	1H	43.3
BOPA2_12_30876	1H	45.741
BOPA1_10922-503	1H	50.083
SCRI_RS_130592	1H	55.102
SCRI_RS_169668	1H	63.847
SCRI_RS_124926	1H	68.797
SCRI_RS_14227	1H	69.048
SCRI_RS_88375	1H	69.048
SCRI_RS_171221	1H	69.048
SCRI_RS_150226	1H	69.048
BOPA2_12_30241	1H	69.291
SCRI_RS_4891	1H	73.119
SCRI_RS_153360	1H	73.849
SCRI_RS_138043	1H	73.849
SCRI_RS_232660	1H	82.701
SCRI_RS_128285	1H	82.701
SCRI_RS_161702	1H	85.847
SCRI_RS_116548	1H	86.302
SCRI_RS_184784	1H	97.078
SCRI_RS_141140	1H	97.328
BOPA1_3277-446	1H	97.328
SCRI_RS_214559	1H	99.095
SCRI_RS_183171	1H	100.861
SCRI_RS_199179	1H	108.526
SCRI_RS_132461	1H	108.526
SCRI_RS_199178	1H	108.526
SCRI_RS_9480	1H	108.526
SCRI_RS_221759	1H	110.569
BOPA1_2265-363	1H	110.815
BOPA2_12_31467	1H	111.064
SCRI_RS_151764	1H	111.064
BOPA1_8166-525	1H	111.065
SCRI_RS_182631	1H	111.065
SCRI_RS_188937	1H	111.065
BOPA2_12_30683	1H	111.065
BOPA1_3710-852	1H	111.065
SCRI_RS_160916	1H	111.308
BOPA2_12_30796	1H	111.308
BOPA1_ABC02639-1-4-370	1H	111.308
BOPA1_ConsensusGBS0342-1	1H	111.308
SCRI_RS_82327	1H	111.308
BOPA1_3444-1044	1H	111.308
SCRI_RS_85918	1H	111.308
BOPA2_12_10235	1H	111.308
BOPA2_12_10159	1H	111.547
SCRI_RS_193640	1H	111.308
BOPA1_3217-929	1H	111.308
SCRI_RS_17924	1H	111.308
SCRI_RS_139785	1H	111.308
BOPA2_12_31208	1H	111.308
SCRI_RS_149726	1H	111.308
BOPA1_7090-1260	1H	111.308
BOPA2_12_10300	1H	111.308
BOPA1_8613-278	1H	111.308
BOPA2_12_30043	1H	111.548
BOPA2_12_30404	1H	111.548
SCRI_RS_213103	1H	111.548
SCRI_RS_143927	1H	111.548
BOPA2_12_30438	1H	111.548
SCRI_RS_186830	1H	111.548
BOPA1_ABC14148-1-1-177	1H	111.548
SCRI_RS_149971	1H	111.548
SCRI_RS_189586	1H	111.548
BOPA1_ABC11913-1-1-104	1H	111.548
SCRI_RS_141511	1H	111.548
