Marker	Chr	cM
AGGS874	A1	0
AHGS1846	A1	4.537
AGGS633	A1	7.131
AGGS940	A1	10.533
AHGS1974	A1	13.695
AHGA329002	A1	14.555
AHGA164439	A1	15.327
ARS789	A1	15.871
ARS731	A1	16.325
AHGA164444	A1	16.894
AHGA164437	A1	17.607
AGGS60	A1	18.423
AHGS2535	A1	18.916
AHGS1646	A1	19.697
AGGS1213	A1	20.104
AHGS1668	A1	20.841
AHGA367823	A1	21.476
TC4H02	A1	22.21
GA110	A1	22.713
AHGA368803	A1	23.507
AHGA374228	A1	24.138
AHGA374249	A1	25.204
TC4G05	A1	26.078
AGGS331	A1	29.78
AGGS1413	A2	3.33
ARS741	A2	6.547
pPGSseq11G3	A2	13.196
AGGS1085-2	A2	24.064
AHGS2026	A2	25.62
AGGS1168	A2	32.375
AGGS1472	A2	35.878
AHGA362472	A2	38.071
AHGA362499	A2	47.019
pPGSseq11H1-1	A2	55.24
AGGS1608	A2	62.02
AGGS981	A3	0
AHGS1672	A3	8.866
AGGS1132	A3	14.627
AGGS435	A3	16.754
AHGS1792	A3	17.705
AGGS1540	A3	19.817
AHGA40118	A3	21.224
AHGS1106	A3	23.585
AHGA40112	A3	24.651
GNB167	A3	26.775
GNB675	A3	32.533
AHGS1847	A3	34.913
AGGS986	A3	43.605
TC1E06	A3	62.704
AHGA170476	A4	0
AGGS477	A4	3.967
AHGS1802	A4	5.089
AHGS1679	A4	8.397
AGGS1547	A4	12.032
AGGS1326	A4	13.032
AHGA354327	A4	14.842
AHGA220404	A4	15.687
AHGA38598	A4	17.043
AGGS580	A4	19.048
AGGS1414	A4	25.434
AGGS1458	A4	26.872
pPGSseq18C5	A4	30.857
AGGS1398	A4	34.133
AHGA331142	A4	35.45
AHGA331177	A4	37.595
AHGS1507	A5	0
AHGA265121	A5	13.668
AGGS351	A5	14.742
ARS202	A5	19.671
ARS202-1	A5	19.671
ARS760	A5	25.382
AGGS438	A5	28.425
AHGA44674	A5	30.958
AGGS1457	A5	33.227
AGGS984	A5	37.336
AHGS1615	A5	38.203
PM45	A5	38.956
AGGS1525	A5	39.666
ARS702	A5	43.176
AGGS1521	A5	45.759
AGGS1335	A5	46.755
AHGA44691	A5	47.508
AGGS451	A5	52.192
AGGS1143	A6	0
AGGS1479	A6	33.632
AGGS750	A6	37.092
AGGS997	A6	43.773
ARS816	A6	45.812
AHGA193640	A6	47.345
AGGS500	A6	49.071
AHGA193642	A6	53.159
AGGS1209	A6	56.927
AGGS1314	A6	59.308
AHGA141434	A6	61.556
Locus	Genome_chr	Position
AHGS1912	A7	0
GM1494	A7	2.872
AGGS1365	A7	8.301
AHGS1954	A7	11.677
AHGS1436	A7	13.809
PM204	A7	15.765
pPGPseq3A1	A7	16.898
ARS127	A7	18.815
AHGA65329	A7	19.3
AHGA65328	A7	19.822
AGGS987	A7	20.707
AHGS1980	A7	21.107
PM358	A7	21.664
TC9C08	A7	22.125
AGGS410	A7	23.013
AHGA363105	A7	23.613
AGGS1389	A7	25.695
AGGS1392	A7	27.143
AHGS2413	A7	29.688
AHGSO346	A7	32.311
AHGA373382	A7	35.545
AHGS2298	A7	38.941
AHGS0228	A7	58.25
EE-95	A7-1	0
AGGS847	A7-1	7.238
AGGS846	A7-1	10.442
AGGS831	A7-1	11.969
AHS0035	A7-1	13.296
AGGS848	A7-1	16.298
AGGS836	A7-1	22.794
ARS734	A7-1	34.558
AGGS1272	A7-1	46.143
AHGS1444	A8	0
AGGS1077	A8	8.946
AGGS1197	A8	15.946
AHGA109693	A8	20.846
AHGS1383	A8	34.068
AGGS704	A8	44.555
AHGS1434	A8	48.123
ARS120	A8	52.219
AGGS950	A8	57.4
AGGS1495	A8	65.001
AGGS953	A8-1	0
AGGS400	A8-1	11.296
AHGA301840	A8-1	48.265
AGGS1428	A8-1	38.794
AHGA364797	A9	0
AGGS694-2	A9	11.203
AHGS0695	A9	13.013
GM2839	A9	16.929
AGGS1317	A9	19.929
AGGS1193	A9	21.267
AGGS1248	A9	22.674
AGGS385	A9	23.48
ARS730	A9	24.374
AGGS449	A9	27.544
AHGA98576	A9	29.866
EM-87	A9	30.768
AHGS1478	A9	36.563
AGGS957	A9	37.914
AHGA57727	A9	40.557
ARS205	A9	47.827
AHGS1683	A9	54.051
AGGS285	A9	68.133
TC1G04	A10	6.69
pPGPseq4H11	A10	15.007
AHGS1390	A10	16.059
AGGS805	A10	19.174
AHGS1777	A10	20.312
AHGS2024	A10	21.297
GM2084	A10	24.295
AGGS405	A10	24.856
AHGS0648	A10	25.39
AGGS1147	A10	27.396
AGGS1345	A10	28.614
AHGS2297	A10	29.455
ARS710	A10	31.133
TC31G11	A10	31.895
AGGS1185	A10	33.668
AGGS1203	A10	34.608
AHGA195528	A10	38.72
