Marker	Chr	cM
PU109992	1	0,00 
PU047376	1	2.987
PU092690	1	6.962
PU024380	1	7.169
PU041299	1	7.654
PU110815	1	13.318
PU074146	1	16.835
CMTm209	1	17.601
CMTm48	1	25.072
PU026180	1	29.574
PU002757	1	33.148
PU030434	1	38.144
PU052429	1	53.713
PU054783	1	59.022
PU090636	1	61.975
PU027130	1	71.478
CMTm174	1	73.645
PU016620	1	74.629
PU085455	1	82.41
PU093059	1	82.416
PU022040	1	84.61
PU060709	1	84.781
PU054392	1	86.196
PU011399	1	89.756
PU077145	1	91.553
PU046990	1	92.972
PU037974	1	98.214
PU088120	1	102.794
PU095690	1	103.328
PU033411	1	103.503
PU006135	1	107.163
PU098138	1	107.262
PU132516	1	107.863
PU056558	1	113.754
PU071092	1	114.537
PU099798	1	115.65
PU006420	1	120.647
CMTm189	1	127.335
PU076105	1	128.261
PU081914	1	129.79
PU009206	1	130.411
PU038951	1	131.332
PU053991	1	131.58
PU043865	1	132.27
PU021565	1	133.377
PU115649	1	137.536
PU014580	1	138.222
PU046694	1	139.332
PU017754	1	140.061
PU117968	1	142.009
PU027053	1	142.556
PU124393	1	144.993
PU115906	1	145.549
PU104506	1	147.016
PU043627	1	148.715
CMTp129	1	150.725
PU046932	1	151.274
PU094092	1	151.607
CMTm93	1	154.625
CMTm94	1	155.014
SSR13023	1	155.14
PU001593	1	155.935
PU103940	1	156.288
PU091871	1	159.342
PU066413	1	160.056
PU051763	1	162.181
PU054272	1	164.053
PU017011	1	167.051
PU115017	1	170.414
PU104063	1	171.198
PU044215	1	179.319
CMTp46	1	185.685
PU052773	1	189.922
PU077903	1	190.966
PU132774	10	0,00 
CMTm82	10	13.382
PU124115	10	17.925
PU028486	10	29.375
PU053842	10	31.647
CMTp68	10	50.092
PU032128	10	57.789
PU001331	10	58.559
PU083926	10	59.65
PU089768	10	60.783
PU042403	10	64.766
CMTm11	10	68.304
PU076293	10	72.239
PU041084	10	76.316
PU021410	10	79.348
PU132302	10	81.334
PU046849	10	83.816
PU071401	10	85.129
PU066416	10	89.681
PU101734	10	93.881
CMTm99	10	95.856
PU047339	10	101.78
PU069548	10	103.695
CMTm21	10	106.136
PU042685	11	0,00 
PU024875	11	0.768
PU133967	11	6.148
CMTp187	11	6.608
PU078225	11	14.107
PU062136	11	18.41
PU003801	11	27.471
PU029942	11	29.779
PU096969	11	31.45
PU051016	11	33.286
PU009705	11	37.443
PU108070	11	38.349
PU064887	11	38.863
SSR19172	11	39.051
PU099310	11	39.302
CMTm42	11	41.254
CMTp249	11	41.765
PU000705	11	46.857
PU080498	11	52.79
CMTmC67	11	53.886
PU050923	11	55.094
PU046308	11	56.253
CMTm35	11	56.853
PU092698	11	57.683
PU093763	11	62.43
PU042928	11	64.396
PU116491	11	67.812
PU092774	11	72.952
PU110668	11	74.54
PU080943	11	75.813
PU072485	11	86.479
PU105237	11	87.747
PU052344	11	89.391
CMTm179	11	90.184
PU018966	11	90.709
PU110267	11	97.755
PU038837	11	100.946
PU044784	12	0,00 
PU009133	12	16.768
PU024680	12	17.623
CMTp39	12	17.65
PU116872	12	30.116
PU100558	12	32.105
PU040365	12	53.161
CMTm60	12	54.344
CMTp83	12	54.646
PU106640	12	56.105
CMTp223	12	56.32
PU054398	12	57.884
PU124315	12	58.322
PU024657	12	58.547
CMTp164	12	68.291
PU027013	12	70.87
PU044379	12	79.054
CMTm90	12	82.826
PU112376	12	88.858
PU009701	12	91.055
PU058814	12	95.521
PU001322	12	96.3
CMTm261	12	98.323
PU075020	12	99.384
PU049007	12	99.845
CMTp228	13	0,00 
PU094812	13	8.638
PU065564	13	20.184
CMTp41	13	23.58
PU126715	13	49.834
PU069503	13	58.634
PU007995	13	59.563
PU048562	13	61.797
CMTm87	13	63.746
PU044692	13	64.186
PU134805	13	67.915
PU040741	13	70.823
PU007643	13	74.033
PU123519	13	76.684
PU127068	13	78.466
PU010112	13	92.53
PU125010	14	0,00 
CMTp265	14	6.563
CMTp245	14	6.602
PU124437	14	26.147
CMTm155	14	30.191
PU115050	14	34.468
PU097185	14	35.755
PU049246	14	36.857
PU027166	14	37.69
PU054992	14	51.276
PU024733	14	52.699
CMTm227	14	55.36
PU061186	14	64.978
PU044193	14	68.14
PU109134	14	73.909
PU053762	14	74.466
PU013015	14	75.895
CMTm150	14	78.97
PU037441	14	84.808
PU005222	14	87.721
PU135231	14	88.199
PU086802	14	88.929
PU045789	14	91.156
PU135022	15	0,00 
CMTmC11	15	0.411
CMTm144	15	1.409
PU028034	15	15.243
PU038956	15	19.216
PU000104	15	25.271
PU116954	15	27.593
CMTm18	15	30.051
PU036732	15	36.217
CMTmC12	15	38.6
PU036119	15	49.77
PU068691	15	78.826
PU059350	15	83.827
CMTm117	15	85.933
PU021880	15	88.914
CMTm260	15	90.905
PU071829	16	0,00 
PU065355	16	1.152
PU065121	16	1.475
PU053013	16	10.779
CMTp102	16	17.012
PU049050	16	19.206
PU007662	16	23.577
PU075756	16	24.715
PU040079	16	28.993
PU102447	16	31.112
PU040377	16	32.453
PU003340	16	35.907
PU091829	16	36.012
PU077245	16	37.118
PU080528	16	37.889
PU008208	16	38.343
PU105662	16	44.514
PU064011	16	46.192
PU059022	16	49.469
PU124743	16	52.566
PU051660	16	53.478
CMTm157	16	60.845
PU066786	16	65.012
PU064698	16	71.83
PU130779	16	72.492
CMTp133	16	74.479
PU067655	16	80.013
PU132764	16	87.285
CMTm224	16	90.198
CMTm187	17	0,00 
PU109217	17	4.996
PU092248	17	10.873
CMTmC21	17	13.257
CMTmC22	17	13.561
PU004977	17	16.995
PU075087	17	19.464
PU123773	17	25.08
PU014043	17	26.404
PU038870	17	27.164
PU106055	17	27.169
PU031077	17	29.709
PU036618	17	29.901
PU041778	17	30.437
PU029787	17	32.254
PU081605	17	35.644
PU123834	17	36.85
PU049129	17	41.016
CMTm49	17	42.615
PU016599	17	53.947
CMTp156	17	54.884
PU132712	17	55.529
PU087587	17	59.857
PU081528	17	61.04
PU042495	17	67.908
CMTm137	17	70.085
CMTm214	17	70.793
PU061879	17	74.046
PU113298	17	84.172
PU057851	17	86.768
PU030992	17	89.256
PU029729	18	0,00 
PU084240	18	2.833
PU061119	18	5.137
PU020688	18	6.789
PU017625	18	8.394
PU057150	18	12.466
PU045376	18	22.314
PU043618	18	25.86
PU103105	18	26.624
CMTp176	18	27.171
PU087520	18	27.566
CMTp127	18	27.581
CMTm165	18	27.754
PU106292	18	28.041
PU001176	18	29.852
CMTm235	18	41.999
PU091950	18	44.545
PU003126	18	64.523
PU112797	18	67.579
PU114472	18	68.289
PU131229	18	68.728
PU002764	18	70.4
PU096946	18	72.311
PU051940	18	72.312
PU116048	18	73.51
PU107987	18	85.1
PU099593	18	87.666
PU030458	19	0,00 
CMTm130	19	1.809
PU089721	19	2.313
CMTp224	19	3.054
PU135696	19	3.084
CMTp163	19	4.135
PU110334	19	5.604
PU132938	19	10.437
CMTm47	19	11.501
PU112654	19	13.542
PU088380	19	15.5
CMTm88	19	15.827
CMTm254	19	38.577
PU003313	19	42.652
PU073854	19	43.037
PU089860	19	44.599
PU066291	19	58.117
PU027446	19	60.634
PU050208	19	61.655
PU029768	19	66.037
CMTp211	19	67.287
PU098896	19	68.574
CMTm252	19	72.477
PU011777	19	74.305
PU052684	19	78.195
PU037265	19	79.263
PU060338	19	81.123
PU025345	2	0,00 
PU087362	2	6.203
PU135173	2	6.85
PU118410	2	9.471
PU133952	2	16.813
PU023671	2	18.833
PU131278	2	24.302
PU108872	2	40.956
PU087723	2	43.574
PU130041	2	44.757
PU011613	2	46.983
PU101742	2	49.252
PU083719	2	55.308
PU094388	2	64.599
CMTp79	2	67.122
PU076711	2	67.262
PU083275	2	67.267
CMTm83	2	67.531
PU072720	2	69.068
CMTmC37	2	70.811
PU044814	2	75.518
CMTm233	2	76.9
PU020742	2	83.842
PU122547	2	84.553
PU087123	2	88.855
PU041497	2	91.593
CMTmC15	2	94.669
CMTmC61	2	94.724
CMTm188	2	99.36
PU057361	2	105.685
PU034151	2	108.159
PU044773	2	112.818
PU095498	2	113.206
PU003146	2	113.815
CMTm207	2	117.364
PU069599	2	120.165
PU047619	2	124.197
PU095122	2	143.683
PU055124	2	149.059
PU002210	2	149.729
PU105439	2	150.68
PU115044	2	151.256
PU099099	2	152.127
PU001573	20	0,00 
CMTp36	20	1.015
PU051973	20	3.366
PU075627	20	3.382
CMTm61	20	5.882
PU004614	20	8.775
PU105254	20	13.626
PU094931	20	13.936
PU092399	20	14.302
PU012717	20	23.368
PU133176	20	29.199
PU096794	20	39.976
PU015930	20	45.386
CMTm133	20	49.623
PU107325	20	50.116
PU076472	20	50.273
PU090392	20	51.254
PU078914	20	56.222
PU035479	20	57.394
PU012010	20	59.456
PU030772	20	62.264
PU034521	20	64.529
PU000190	20	67.349
PU029193	3	0,00 
PU025971	3	9.978
PU081274	3	11.375
PU021288	3	13.035
CMTp66	3	22.637
CMTp138	3	26.281
PU115735	3	32.228
PU107876	3	35.679
PU058318	3	42.996
PU079391	3	48.257
PU037422	3	49.745
PU057103	3	54.235
PU125601	3	68.914
PU025147	3	71.502
CMTp87	3	73.603
PU001703	3	76.454
PU039828	3	79.125
PU020609	3	81.429
PU015490	3	91.161
PU056327	3	93.322
PU033355	3	94.176
PU065311	3	98.55
PU106049	3	102.069
PU033715	3	110.581
PU078782	3	122.78
CMTm19	3	126.494
PU026958	3	134.106
PU117580	3	135.83
PU102639	3	136.636
PU063721	3	138.769
PU126973	3	141.699
SSR04632	3	141.866
PU125854	4	0,00 
CMTp37	4	6.131
CMTp231	4	6.786
PU001690	4	10.82
PU040251	4	12.498
PU055428	4	14.865
PU061990	4	22.287
PU114134	4	22.45
PU053090	4	28.245
PU127659	4	32.269
CMTm154	4	35.738
PU125236	4	36.769
PU002959	4	37.486
PU132117	4	43.692
PU036922	4	63.525
PU068168	4	64.529
CMTp217	4	64.8
PU021857	4	66.323
CMTp206	4	66.573
CMTp107	4	66.948
PU092459	4	68.895
PU111868	4	70.147
PU076093	4	74.871
PU102220	4	75.452
PU005275	4	75.781
PU048821	4	76.533
PU035432	4	77.343
PU110318	4	79.761
PU006675	4	80.449
CMTm192	4	81.605
CMTm128	4	83.704
PU053044	4	85.718
PU082899	4	88.998
CMTm76	4	91.466
PU101033	4	94.048
PU020717	4	105.318
PU109309	4	107.329
PU066043	4	112.175
PU078234	4	114.486
PU056761	4	123.485
CMTp247	4	128.479
PU090040	4	129.734
PU038482	4	134.154
PU002008	4	134.187
PU004745	5	0,00 
PU052293	5	0.548
CMTm97	5	0.649
PU001158	5	2.514
CMTm3	5	2.706
CMTmC62	5	5.483
PU035798	5	13.796
PU031539	5	17.21
CMTm20	5	21.401
PU051067	5	22.057
PU115158	5	24.804
PU069855	5	37.445
PU000556	5	40.33
PU029375	5	42.061
PU103958	5	43.509
CMTm73	5	45.933
CMTm23	5	46.901
PU099907	5	51.078
PU044503	5	51.98
PU068784	5	53.654
CMTp62	5	58.051
CMTp63	5	59.171
PU015203	5	75.905
CMTm168	5	83.681
PU015722	5	86.79
PU073415	5	88.048
PU060426	5	89.213
PU065680	5	90.534
PU001854	5	92.829
PU002397	5	93.251
PU054786	5	93.344
CMTm120	5	95.589
PU116360	5	96.813
PU021010	5	99.957
PU100821	5	106.175
PU049966	5	109.145
PU109799	5	119.374
CMTmC60	5	121.982
PU037401	5	122.732
PU041567	5	123.57
PU054487	5	127.68
PU062164	5	127.68
CMTm14	5	129.922
PU036946	6	0,00 
PU107001	6	1.812
PU033206	6	7.149
PU134907	6	9.346
PU056837	6	11.368
PU052763	6	12.768
CMTp193	6	17.192
PU122534	6	18.611
PU127383	6	20.97
PU074649	6	21.818
PU072687	6	22.55
PU092483	6	28.019
PU109993	6	36.421
PU028216	6	37.587
PU112775	6	39.107
PU046204	6	42.002
PU003157	6	45.668
PU115083	6	55.769
CMTm140	6	57.885
PU088952	6	71.53
PU060836	6	82.388
PU127862	6	83.708
PU110193	6	90.072
CMTmC64	6	95.673
PU065474	6	105.972
PU090726	6	107.123
PU055331	6	107.864
CMTmC10	6	108.524
PU018564	6	115.723
SSR14026	6	117.168
CMTp201	6	120.679
PU061710	6	122.178
PU009087	6	122.654
PU125463	6	123.558
PU086624	6	124.56
PU072279	6	126.003
PU127244	7	0,00 
PU054674	7	2.535
PU017321	7	3.785
CMTm129	7	7.661
PU002128	7	20.149
PU065824	7	21.954
CMTp202	7	22.979
PU104992	7	28.038
PU041157	7	30.069
PU024307	7	31.934
PU048845	7	36.279
PU076468	7	37.328
PU133771	7	39.187
PU059899	7	42.942
PU082276	7	49.71
PU111517	7	53.714
PU078910	7	57.37
CMTm259	7	101.188
PU097280	7	102.773
PU108564	7	103.858
PU075944	7	106.239
CMTm178	7	106.523
CMTp158	7	108.313
CMTp169	7	108.641
PU065517	7	109.114
PU061805	7	110.027
CMTm66	8	0,00 
CMTm186	8	0.582
CMTmC27	8	13.693
PU116132	8	22.992
CMTm68	8	23.188
PU034901	8	29.77
PU053026	8	48.691
PU023307	8	50.361
PU028410	8	55.11
PU092621	8	55.927
PU019041	8	58.101
PU014148	8	60.256
PU044170	8	69.259
PU027784	8	75.359
PU104843	8	77.895
PU030312	8	80.703
PU003279	8	80.722
PU106013	8	81.017
PU115303	8	89.86
CMTm52	8	91.074
PU117772	8	92.599
PU006809	8	93.512
PU043530	8	95.017
PU101993	8	97.119
PU033860	8	98.42
PU088632	8	100.186
PU036046	8	108.595
PU035141	9	0,00 
PU088611	9	2.951
PU025208	9	22.074
PU034640	9	24.886
PU124192	9	26.37
CMTp97	9	27.798
PU057995	9	33.266
CMTp132	9	39.147
CMTp199	9	39.85
PU066081	9	49.477
PU099646	9	55.772
CMTp246	9	67.051
PU020198	9	68.576
PU015655	9	73.01
CMTm98	9	89.757
PU109713	9	90.28
PU044222	9	93.221
CMTp55	9	94.701
PU101389	9	99.78
CMTp131	9	108.295
