Marker	Chr	cM
niab032	A1	0
IGF9014a	A1	6.8
Ol12F11	A1	10.93
Na10H03	A1	53.16
BnGMS464	A1	56.85
Ra3H09	A1	64.02
BRAS074	A1	72.02
H034G13	A2	0
niab006	A2	3.16
BRAS102a	A2	14.97
niab105	A2	25.41
B012M04	A2	26.56
B021E05-2	A2	31.84
e6m29-195	A2	33.54
e6m1-194	A2	34.27
B060E11-1a	A2	36.96
B060E11-1b	A2	37.56
B070J05a	A2	39.88
MR12	A2	40.94
B070J05b	A2	44.49
CB10093	A2	58.83
e11m12-477	A2	60.86
BnGMS135	A2	64.05
Ol13E08	A2	83.86
CB10416	A2	84.88
CB10540	A2	87.73
MR104	A2	89.93
B059L17	A2	96.28
BnGMS687	A2	103.56
B021J09	A2	106.81
niab023	A3	0
niab119	A3	3.75
niab102	A3	6.42
MR153	A3	10.32
CB10036	A3	22.63
HAU99a	A3	29.82
HAU99b	A3	37.1
FITO528	A3	46.17
CNU384	A3	50.03
BnGMS76	A3	51.58
Na10B01	A3	55.84
CNU320	A3	85.17
HAU98-4	A3	86.21
niab111	A3	87.78
niab076	A3	88.68
BRAS010	A3	90.03
BnGMS659	A3	95.47
BnGMS338	A3	102.52
B043L22	A3	106.92
e10m21-360	A3	109.27
CNU435	A3	114.62
CNU492	A3	117.33
e6m6-213	A3	119.58
BnGMS616	A3	122.05
IGF9014b	A3	122.56
S002B15-1b	A3	136.86
CB10267a	A3	139.36
BnGMS291	A3	140.12
e18m15-487	A3	141.24
e10m22-372	A3	141.79
BnGMS416	A3	142.32
BRAS050	A3	142.56
e10m22-443	A3	142.98
e7m8-158	A3	145.7
e18m6-487	A3	149.24
e3m19-146	A3	154.19
CB10347	A4	0
BRAS002	A4	15.06
Na10D09	A4	19.24
e9m1-270	A4	38.47
e9m1-272	A4	40.02
BnGMS681	A4	42.21
BnGMS160	A4	43.73
H004D08b	A4	46.02
HAU100-1	A4	54.46
e10m20-250	A4	55.16
CNU252	A4	56.3
e6m29-330	A4	59.82
BnGMS338b	A4	63.45
e6m25-333	A4	74.92
e8m17-491	A5	0
e3m2-418	A5	7.79
CB10545	A5	9.04
CNU471	A5	11.34
BRAS072	A5	14.87
CNU289	A5	20.81
B086L12a	A5	30.79
CNU425	A5	39.33
BRAS063	A5	41.62
SA79	A5	43.2
B050K06-1	A5	47.22
FITO338	A5	48.83
B050K06	A5	50.17
MR119	A5	56.4
BnGMS662	A5	58.43
MD21	A5	61.17
e19m3-320	A5	73.11
e19m3-351	A5	78.23
BRMS-027a	A6	0
CB10143	A6	1.14
e21m6-110	A6	12.97
Na12D08	A6	22.73
Ol10D01	A6	28.56
e6m18-400	A6	29.68
BRAS052a	A6	30.48
B086M23	A6	34.61
niab134	A6	35.49
Ra2D04	A6	36.9
Ra1F06	A6	36.93
BRMS-30	A6	37.71
e8m23-342	A6	48.9
BnGMS480	A6	49.93
CB10006	A6	50.87
Na12C01b	A6	52.19
BnGMS650	A6	52.3
CB10065	A6	52.5
Na12A08b	A6	52.83
BnGMS317	A6	53.14
Na12A08a	A6	53.23
e17m15-139	A6	54.22
Na12B08	A6	60.41
Na12H07b	A6	62.36
CB10121	A6	64.29
S013H10-1	A6	69.26
sN12508	A6	71.07
BRAS014a	A6	77.22
e17m15-141	A6	78.3
e6m25-125	A6	85.6
niab041	A6	91.71
CB10101	A6	93.35
