Marker	Chr	cM
KWS_m3793	1	0
KWS_m2937	1	3.655
BB04393	1	8.575
MP_nr	1	10.035
EBS0287	1	18.337
EBS0312	1	18.337
BB07711	1	18.337
FB00001	1	19.885
EBS0133	1	21.44
KI_R0859	1	25.576
BB02226	1	30.419
EBS0153	1	31.032
BB04402	1	34.295
MP_E0033	1	35.862
EBS0050	1	37.555
TG_E0090	1	41.394
BB06287	1	41.394
BB02312	1	42.007
EBS0249	1	42.924
EBS0265	1	42.93
TG_E0024	1	42.93
BB09122	1	44.209
BB07725	1	45.088
BB08810	1	45.354
BB08927	1	45.7
EBS0159	1	47.248
BB01646	1	47.248
MP_atp3	1	47.554
MP_E0100	1	49.417
EB00996	1	49.417
BB02916	1	52.239
EBS0309	1	53.474
EBS0267	1	53.78
MP_R0010	1	54.086
MP_E0029	1	54.699
BB05423	1	57.845
EB00143	1	58.458
EBS0255	1	59.072
BB04795	1	59.072
BB02376	1	59.513
KI_E2791	1	60.324
BB07456	1	61.362
BB00197	1	65.974
BB00662	1	71.797
KI_E2705	1	73.085
BB02940	1	74.08
BB08498	1	77.177
BB04548	1	77.79
TG_E0029	1	78.404
BB04536	1	78.404
BB01630	1	78.404
BB07910	1	78.404
BB09045	1	78.404
BB08147	1	78.783
BB00337	1	79.943
BB03157	1	80.557
BB08911	1	81.48
BB07828	1	82.093
BB00478	1	82.093
EBS0004	1	82.093
EBS0090	1	82.399
BB02220	1	83.322
BB02643	1	84.873
BB09224	1	86.111
BB03845	1	86.111
BB07948	1	86.111
BB01194	1	86.111
BB06465	1	86.111
BB00893	1	86.111
BB01688	1	86.111
BB04710	1	86.111
BB00767	1	86.111
BB07602	1	86.111
BB03655	1	86.111
BB06478	1	86.111
BB03193	1	86.111
BB00721	1	86.111
BB09564	1	86.111
BB02434	1	86.417
BB00919	1	86.723
BB08032	1	86.723
BB08918	1	86.723
BB00489	1	87.336
BB00953	1	88.884
EBS0216	1	89.498
BB03612	1	89.498
BB05024	1	89.498
BB04634	1	89.498
BB05205	1	89.804
BB09254	1	89.804
BB07383	1	89.804
EBS0218	1	89.804
BB05356	1	89.972
EB00961	1	90.109
BB03786	1	90.109
BB09037	1	90.109
BB04204	1	90.109
BB05404	1	90.109
BB00652	1	90.109
BB06549	1	90.109
BB00250	1	90.109
BB05261	1	90.109
EBS0059	1	90.109
BB05484	1	93.255
BB09362	1	95.755
BB07187	1	95.755
TG_E0091	1	97.619
EBS0174	1	97.925
BB01272	1	98.854
KWS_m2309	1	100.327
KWS_m3888	1	102.962
