Marker	Chr	cM
TP9663	1	0
TP28990	1	0.1
TP18365	1	0.74
TP10417	1	2.75
TP27181	1	2.95
TP24840	1	3.09
TP37062	1	3.67
TP25789	1	4.75
TP12036	1	5.83
TP6797	1	5.83
TP3493	1	6.91
TP31067	1	7.32
TP11364	1	8.32
TP29609	1	8.32
TP42419	1	9.5
TP8670	1	10.22
TP1133	1	11.01
TP36346	1	11.37
TP20527	1	11.73
TP29741	1	14.97
TP5375	1	17.78
TP28577	1	18.93
TP39908	1	18.93
TP43513	1	18.93
TP8328	1	18.93
TP31732	1	19.29
TP5737	1	20.35
TP14812	1	22.64
TP40295	1	24.66
TP3752	1	25.74
TP3778	1	25.74
TP3260	1	26.74
TP38789	1	26.74
TP12804	1	28.91
TP32604	1	28.91
TP5545	1	28.91
TP5703	1	28.91
TP17007	1	29.99
TP23243	1	31.53
TP26323	1	31.53
TP3748	1	31.53
TP6532	1	31.53
TP18579	1	32.94
TP25708	1	32.94
TP41179	1	32.94
TP20140	1	35.64
TP18316	1	36.98
TP36979	1	36.98
TP11252	1	41.07
TP2766	1	44.65
TP36482	1	48.81
TP8433	1	49.81
TP16235	1	50.81
TP10548	1	50.89
TP1128	1	50.89
TP12209	1	50.89
TP13055	1	50.89
TP13388	1	50.89
TP14623	1	50.89
TP15315	1	50.89
TP15485	1	50.89
TP17131	1	50.89
TP18935	1	50.89
TP20574	1	50.89
TP21036	1	50.89
TP21746	1	50.89
TP22608	1	50.89
TP23040	1	50.89
TP23371	1	50.89
TP24007	1	50.89
TP2413	1	50.89
TP2456	1	50.89
TP24736	1	50.89
TP25455	1	50.89
TP257	1	50.89
TP26476	1	50.89
TP26763	1	50.89
TP27029	1	50.89
TP27120	1	50.89
TP27154	1	50.89
TP27366	1	50.89
TP27664	1	50.89
TP28274	1	50.89
TP28282	1	50.89
TP28558	1	50.89
TP28685	1	50.89
TP28764	1	50.89
TP29081	1	50.89
TP30305	1	50.89
TP31645	1	50.89
TP31655	1	50.89
TP31841	1	50.89
TP31899	1	50.89
TP32214	1	50.89
TP32301	1	50.89
TP32473	1	50.89
TP3467	1	50.89
TP34840	1	50.89
TP35365	1	50.89
TP36633	1	50.89
TP36766	1	50.89
TP37312	1	50.89
TP37419	1	50.89
TP38569	1	50.89
TP38595	1	50.89
TP38620	1	50.89
TP38685	1	50.89
TP39187	1	50.89
TP39203	1	50.89
TP40770	1	50.89
TP43757	1	50.89
TP44058	1	50.89
TP448	1	50.89
TP4482	1	50.89
TP45433	1	50.89
TP45553	1	50.89
TP45869	1	50.89
TP4595	1	50.89
TP4838	1	50.89
TP5130	1	50.89
TP623	1	50.89
TP7675	1	50.89
TP7728	1	50.89
TP27231	1	53.71
TP5067	1	53.71
TP25070	1	53.81
TP8365	1	54.81
TP30664	1	56.81
TP40323	1	59.81
TP25788	1	62
TP5235	1	62
TP43414	1	63.15
TP32272	1	63.51
TP41753	1	63.51
TP14185	1	66.68
TP1385	1	69.42
TP18447	1	69.42
TP26697	1	69.42
TP29583	1	69.42
TP36886	1	69.42
TP38410	1	69.42
TP38454	1	69.42
TP41377	1	69.42
TP5919	1	69.42
TP6033	1	69.42
TP38110	2	1.35
TP38421	2	1.35
TP33896	2	2.09
TP15120	2	2.76
TP2708	2	2.76
TP1752	2	3.1
TP24398	2	3.1
TP2975	2	3.1
TP39315	2	3.1
TP34533	2	5.51
TP11650	2	7.77
TP44904	2	7.77
TP44075	2	8.91
TP11108	2	9.65
TP27621	2	9.65
TP45053	2	9.65
TP7707	2	10.01
TP3096	2	10.36
TP40278	2	10.36
TP17619	2	10.56
TP42764	2	10.9
TP31205	2	11.52
TP722	2	11.88
TP12279	2	12.24
TP33032	2	12.24
TP26902	2	12.95
TP45473	2	12.95
TP27073	2	13.32
TP45079	2	13.32
TP31473	2	13.65
TP35304	2	13.65
TP41985	2	13.65
TP8127	2	13.65
TP9495	2	13.65
TP25456	2	14.03
TP17921	2	14.39
TP35482	2	16.4
TP8605	2	17.42
TP42284	2	18.21
TP45577	2	18.21
TP5839	2	18.64
TP40872	2	19.22
TP41062	2	19.36
TP8081	2	19.36
TP40433	2	20.63
TP2328	2	20.94
TP42948	2	23.97
TP27187	2	26.99
TP6096	2	26.99
TP882	2	26.99
TP1226	2	27.15
TP32529	2	27.15
TP15964	2	27.78
TP29274	2	27.95
TP29376	2	27.95
TP4372	2	27.95
TP30158	2	28.93
TP24120	2	30.37
TP35076	2	30.37
TP36109	2	30.37
TP4646	2	30.37
TP5960	2	30.37
TP22436	2	32.12
TP11037	2	32.24
TP37894	2	32.24
TP39357	2	32.24
TP29382	2	32.45
TP25441	2	32.6
TP30189	2	32.6
TP30456	2	32.6
TP45136	2	34.12
TP41769	2	34.47
TP12707	2	34.48
TP15103	2	34.48
TP5362	2	34.48
TP15817	2	34.84
TP21020	2	35.19
TP22410	2	37.79
TP35497	2	37.79
TP45776	2	37.79
TP45991	2	37.79
TP23910	2	39.66
TP22729	2	40.74
TP29759	2	40.74
TP14504	2	41.94
TP45777	2	41.94
TP17606	2	42.97
TP5164	2	42.97
TP8589	2	42.97
TP23043	2	44.05
TP44922	2	44.05
TP13018	2	44.41
TP36679	2	44.59
TP40429	2	44.77
TP37659	2	47.36
TP25498	2	47.73
TP2786	2	47.73
TP38087	2	48.4
TP12871	2	48.73
TP25377	2	49.74
TP27922	2	49.74
TP31354	2	49.74
TP10202	2	50.38
TP21827	2	50.74
TP39069	2	50.74
TP44890	2	50.74
TP8311	2	50.74
TP28171	2	51.1
TP15907	2	51.82
TP20787	2	51.82
TP24004	2	51.82
TP30950	2	51.82
TP42536	2	51.82
TP4290	2	51.82
TP7468	2	51.82
TP1868	2	54.41
TP19947	2	54.41
TP30264	2	54.41
TP29886	2	54.75
TP7878	2	55.42
TP10199	2	56.16
TP18076	2	56.16
TP1953	2	56.16
TP19556	2	56.16
TP20385	2	56.16
TP24217	2	56.16
TP13976	2	56.52
TP13089	2	57.6
TP20595	2	57.6
TP2172	2	57.6
TP25431	2	57.6
TP28923	2	57.6
TP29346	2	57.6
TP30050	2	57.6
TP31948	2	57.6
TP35920	2	57.6
TP37614	2	57.6
TP38954	2	57.6
TP43245	2	57.6
TP45831	2	57.6
TP6731	2	57.6
TP25819	2	58.75
TP45703	2	58.75
TP31295	2	59.11
TP13047	2	59.47
TP22159	2	59.47
TP29389	2	59.83
TP44255	2	59.83
TP44256	2	59.83
TP32257	2	60.19
TP32063	2	60.2
TP22089	2	61.63
TP23484	2	61.97
TP34262	2	61.97
TP11467	2	61.99
TP21402	2	61.99
TP31695	2	61.99
TP43788	2	61.99
TP999	2	61.99
TP24850	2	62.71
TP25407	2	62.71
TP28305	2	62.71
TP31481	2	62.71
TP3987	2	62.71
TP12713	2	63.38
TP15403	2	63.38
TP20956	2	63.38
TP40346	2	63.38
TP45490	2	63.38
TP29061	2	64.51
TP44342	2	64.85
TP38009	2	65.4
TP7875	2	65.4
TP31748	2	65.48
TP46132	2	65.48
TP3060	2	65.8
TP3250	2	65.8
TP35737	2	65.8
TP3965	2	65.8
TP40327	2	65.8
TP42671	2	65.8
TP5211	2	65.8
TP573	2	65.8
TP32799	2	66.12
TP7028	2	66.12
TP34192	2	66.48
TP36453	2	66.62
TP18974	2	66.94
TP30852	2	66.94
TP31339	2	66.94
TP34451	2	66.94
TP35507	2	66.94
TP45600	2	66.94
TP8862	2	66.94
TP26071	2	66.98
TP31045	2	66.98
TP36191	2	66.98
TP10521	2	67.01
TP36452	2	67.01
TP40311	2	67.01
TP21434	2	67.2
TP9895	2	67.2
TP45491	2	67.22
TP12746	2	67.34
TP12750	2	67.34
TP16348	2	67.34
TP19066	2	67.34
TP2085	2	67.34
TP2094	2	67.34
TP25701	2	67.34
TP27695	2	67.34
TP304	2	67.34
TP33492	2	67.34
TP35470	2	67.34
TP36009	2	67.34
TP39214	2	67.34
TP42904	2	67.34
TP43125	2	67.34
TP43349	2	67.34
TP44513	2	67.34
TP943	2	67.34
TP14333	2	67.56
TP14664	2	67.56
TP19662	2	67.56
TP20226	2	67.56
TP22229	2	67.56
TP2296	2	67.56
TP23781	2	67.56
TP25495	2	67.56
TP27789	2	67.56
TP3739	2	67.56
TP38115	2	67.56
TP38376	2	67.56
TP41737	2	67.56
TP43717	2	67.56
TP18121	2	67.68
TP22424	2	67.68
TP32798	2	67.68
TP4849	2	67.68
TP21890	2	68.02
TP43412	2	68.02
TP5337	2	68.02
TP256	2	68.03
TP30947	2	68.03
TP31496	2	68.03
TP34364	2	68.03
TP3608	2	68.03
TP45366	2	68.03
TP5830	2	68.03
TP12043	2	68.3
TP18565	2	68.3
TP34661	2	68.3
TP25987	2	70.11
TP43698	2	70.11
TP31007	2	71.52
TP32294	2	71.86
TP463	2	73.27
TP10614	2	73.5
TP11542	2	73.5
TP13016	2	73.5
TP14375	2	74.68
TP30228	2	75.68
TP4163	2	76.04
TP21472	2	76.47
TP39766	2	76.47
TP8388	2	76.47
TP26460	2	78.1
TP18602	2	78.43
TP17116	2	78.89
TP20997	2	78.89
TP10318	2	82.25
TP37555	2	82.27
TP11101	2	82.63
TP19169	2	82.63
TP18171	2	82.99
TP30418	2	82.99
TP30924	2	82.99
TP8687	2	82.99
TP2381	2	83.35
TP44067	2	83.35
TP17463	2	83.71
TP31787	2	85.66
TP33780	2	85.88
TP42612	2	85.88
TP46044	2	85.88
TP36190	2	86.81
TP19699	2	87.17
TP4558	2	87.53
TP6082	2	87.53
TP27197	2	87.56
TP34301	2	87.89
TP10623	2	88.56
TP32284	2	88.56
TP28218	2	89.11
TP36971	2	89.11
TP40115	2	89.11
TP24305	2	89.47
TP25467	2	89.47
TP5701	2	89.47
TP12709	2	90.55
TP2396	2	93.14
TP19106	2	93.5
TP3599	2	93.5
TP37357	2	93.5
TP17745	2	93.86
TP10751	2	94.28
TP18089	2	94.28
TP23785	2	94.28
TP24843	2	94.28
TP25884	2	94.28
TP28303	2	94.28
TP36080	2	94.28
TP36187	2	94.28
TP42026	2	94.28
TP44570	2	94.28
TP4882	2	94.28
TP4996	2	94.28
TP10924	2	96.81
TP1113	2	96.81
TP11208	2	96.81
TP16045	2	96.81
TP28258	2	96.81
TP28339	2	96.81
TP36069	2	96.81
TP36252	2	96.81
TP40200	2	96.81
TP41725	2	97.17
TP11696	2	98.46
TP14999	2	98.46
TP1825	2	98.46
TP36512	2	98.46
TP423	2	98.46
TP26620	2	98.58
TP39549	2	98.58
