Marker	Chr	cM
RSS3540	1	0.0
CC98aH	1	9.9
CC65b	1	14.9
CB85	1	15.3
RSS1042	1	16.0
RSS3729	1	17.8
CA30	1	18.3
CA32H	1	19.7
RSS2871	1	20.8
RSS0830	1	21.2
RSS0953	1	21.2
RSS1721	1	21.2
RSS3893	1	22.6
RSS0476	1	23.1
CC75	1	25.1
CB25b	1	27.8
CB30a	1	27.8
RSS0148	1	29.9
RSS0466	1	31.2
RSS0449	1	31.3
RSS3922	1	31.4
RSS3262	1	31.4
RSS0797	1	32.0
RSS3963	1	32.0
RSS0313	1	32.0
RSS1371	1	32.7
CB38H	1	33.5
CD02	1	36.1
OPJ14	1	45.4
CC18	1	50.2
S	1	51.3
CA52H	1	52.8
RSS0553	1	54.4
RSS0291	1	56.2
CA95a	1	58.3
RSS1809	1	59.9
CC46	1	62.1
RSS0893	1	63.4
RSS0043	1	63.6
RSS1241	1	63.8
RSS1896	1	64.2
RSS1737	1	64.6
RSS3091	1	65.4
RSS2593	1	65.5
RSS3615	1	66.1
RSS1781	1	66.9
Ph	1	69.0
R89998	1	69.5
RSS0675	1	70.6
RSS0577	1	71.7
RSS1752	1	73.0
RSS1395	1	75.5
nga249	1	80.0
RSS3362	1	83.9
CA66	1	86.4
RSS3640	1	89.8
CD87a	1	91.3
CC19	1	93.9
RSS1194	1	99.0
SWG7B3	1	99.5
CB74	1	101.6
RSS0403	1	103.2
RSS0011	1	103.6
RSS2744	1	103.6
RSS2945	1	104.7
RSS1012	1	104.8
RSS2692	1	107.0
RSS1758	1	107.4
RSS2731	1	107.5
RSS2706	1	107.5
RSS1273	1	107.7
RSS3991	1	108.0
RSS1786	1	109.2
RSS1147	1	109.3
RSS1574	1	109.3
RSS3973	1	109.3
RSS0080	1	109.3
RSS2914_a	1	109.7
RSS0239	1	110.0
CB30b	1	110.6
CC61a	1	111.4
RSS1523	1	120.8
RSS0284	2	0.0
CA22	2	2.1
RSS1106	2	3.5
RSS0750	2	3.5
RSS0881	2	5.0
RSS1501	2	5.0
RSS3965_a	2	5.8
RSS0818	2	6.1
RSS0864	2	7.3
RSS2760	2	7.3
RSS2859	2	7.3
RSS2138	2	10.7
RSS0662	2	10.9
RSS2505	2	11.3
CC68	2	14.5
RSS2497	2	18.8
RSS0895	2	19.3
RSS2680	2	20.2
RSS1367	2	20.3
RSS3306	2	20.3
RSS3125	2	20.5
RSS3489	2	21.1
RSS0768	2	22.1
CA09a	2	25.4
RSS3301	2	25.9
RSS0518	2	27.9
RSS0124	2	30.8
RSS2701	2	31.0
CB22	2	32.3
RSS3180	2	33.6
RSS2724	2	34.1
RSS0895_a	2	37.6
RSS0727	2	39.8
RSS2078	2	40.8
RSS0254	2	42.2
RSS2865	2	47.5
RSS0839_a	2	49.3
RSS3844	2	50.3
RSS1338	2	51.1
CC46H	2	54.2
RSS0049	2	55.1
RSS3534	2	56.4
CD99H	2	56.8
RSS3754	2	58.3
CD72a	2	59.2
OPE03a	2	60.4
CB89	2	61.6
RSS2657	2	62.8
RSS3589	2	63.2
RSS2881	2	65.1
RSS2217	2	67.2
RSS0782	2	68.2
CD66	2	69.7
RSS1178	2	70.4
OPJ09	2	71.3
RSS0489	2	71.6
RSS2949_a	2	73.5
RSS0406	2	78.0
CA51H	2	80.3
RSS2960	2	80.8
RSS0494	2	82.5
RSS0654	2	84.7
RSS2335	2	86.6
CC56b	2	88.6
RSS0318	2	90.3
RSS1066	2	90.8
RSS0144	2	91.1
RSS1276	2	92.6
RSS1104	2	94.8
RSS1095	2	95.2
RSS3864	2	96.4
RSS0660	2	96.9
CA92	2	98.3
RSS1020	2	104.3
RSS3405	2	104.3
RSS3937	2	106.3
OPT12a	2	108.4
CA96	2	110.0
RSS3082	2	111.8
CC65a	2	114.3
OPT16H	2	116.2
RSS2968	2	118.2
RSS2167	2	121.6
RSS1288	2	128.3
RSS2586	2	130.1
RSS1469	2	132.1
RSS2868	2	132.7
RSS1400	2	133.1
RSS1670	2	133.4
CC61b	2	133.5
RSS0942	2	134.2
RSS1084	2	134.2
RSS2362	2	134.6
RSS3503	2	135.0
RSS0171	2	135.4
RSS1190	2	136.6
RSS3372	2	137.9
RSS1193	2	139.2
RSS0454	2	140.6
RSS3153	2	141.8
OPR11cH	2	146.4
RSS2532	2	147.2
RSS2756	2	147.2
RSS1754	2	147.2
RSS3095	2	147.2
RSS0166	2	148.6
RSS0050	2	148.7
CD57	2	149.2
RSS1221	2	149.9
RSS0292_a	3	0.0
RSS0361	3	4.0
RSS3026	3	4.2
RSS2296	3	4.3
RSS1361	3	8.5
RSS3694	3	9.5
CF19	3	12.1
RSS1242	3	13.3
RSS1489	3	13.3
RSS1903	3	14.1
RSS0084	3	15.0
CC45a	3	15.7
RSS2040	3	17.8
OPE03b	3	18.9
CD63	3	19.1
CA04b	3	20.3
RSS3828	3	21.0
RSS1153	3	21.2
ACGM13	3	21.8
RSS0258	3	23.1
RSS0139	3	24.9
CA74	3	25.9
RSS1697	3	26.9
RSS3895	3	27.7
RSS1719	3	29.0
RSS2733	3	30.0
RSS2087	3	30.1
CB14	3	30.9
RSS0599	3	32.3
RSS0794	3	33.8
RSS0607	3	35.3
RSS0491	3	35.4
RSS3562	3	36.2
RSS3878	3	36.4
RSS2461	3	36.4
RSS1610	3	37.3
CA04a	3	38.1
RSS2076	3	39.7
RSS1437	3	40.4
RSS0799	3	41.0
RSS1657	3	41.3
RSS0835	3	42.4
RSS2080	3	43.5
RSS3453	3	47.1
RSS1381	3	49.2
RSS2008	3	51.0
RSS1146	3	53.0
RSS2770	3	53.8
CC59	3	54.6
RSS3328	3	56.3
RSS2290	3	58.8
RSS1355	3	59.9
RSS1973	3	64.1
RSS2992	3	65.2
N95848	3	66.3
RSS3723	3	67.0
RSS0606	3	67.2
CB25aN	3	68.6
RSS2090	3	69.2
CD32	3	69.8
RSS0810	3	70.8
RSS2831	3	73.4
RSS2679	3	73.6
RSS3043	3	73.7
RSS3089	3	74.3
RSS1246	3	75.5
RSS3324	3	76.3
RSS0295	3	76.3
RSS0769	3	77.2
RSS2970	3	77.4
RSS2089	3	78.6
CD78	3	79.8
CD81H	3	80.9
ACGM16	3	81.8
RSS0068	3	82.3
CA66H	3	83.0
RSS0866	3	83.7
OPR17	3	84.6
CC61H	3	85.1
CD23	3	86.1
RSS0193	3	86.6
RSS2249	3	86.7
RSS0154	3	87.6
RSS1763	3	88.7
RSS2974	3	90.5
RSS0574	3	90.5
RSS2188	3	91.4
RSS1195	3	91.8
CA64	3	93.8
RSS3666	3	95.8
RSS1955	3	97.3
RSS3250	3	98.1
RSS2310	3	100.0
RSS3072	3	101.7
CD72bH	3	102.8
RSS0430_a	3	104.1
RSS0485	3	104.4
CC67bH	3	105.1
RSS1763_a	3	105.4
R30624b	3	106.8
RSS0609	3	107.6
RSS2660	3	107.7
RSS3177	3	108.5
RSS0192	3	110.4
RSS1774	3	110.8
RSS0380	3	111.9
RSS0647	3	113.1
RSS3635	3	114.1
RSS2209	3	115.3
RSS2665	3	115.7
RSS0125	3	116.1
RSS0575	3	116.2
RSS0173	3	116.3
RSS1336	3	116.3
RSS3462	3	120.2
RSS0640	3	122.8
RSS0020	3	123.8
RSS1445	3	124.3
RSS2179	3	124.5
RSS1421	3	124.9
RSS2428	3	125.2
RSS1293	3	125.2
RSS0255	3	126.4
RSS1155	3	127.4
RSS2459	3	127.6
RSS2078_a	3	128.2
RSS0310	3	129.1
RSS2289	3	129.3
RSS1795	3	130.0
RSS3682	3	132.2
RSS1319	3	132.9
Pf	3	135.2
RSS0922	3	136.0
RSS2534	3	138.2
RSS1183	3	140.0
RSS2263	3	140.7
CC37bH	3	141.4
RSS0662_b	3	142.4
RSS3450	3	142.9
RSS1457	3	143.3
RSS1054	3	143.7
RSS0662_a	3	143.9
CD20	3	144.8
N97067	3	145.1
CD71	3	145.4
RSS1674	3	145.8
CA74H	3	145.9
RSS0017	3	146.3
CD34bH	3	146.5
RSS0292	3	146.8
RSS1661	3	147.1
RSS3245	3	147.1
RSS3244	3	147.1
RSS3061	3	147.6
RSS3015	3	147.9
OPT16a	4	0.0
RSS1537	4	1.3
CC79	4	2.2
RSS0912	4	3.6
RSS2126	4	4.0
RSS3246	4	4.6
RSS0371	4	5.5
RSS0649	4	6.0
RSS3394	4	7.1
RSS3897	4	7.1
CA35b	4	7.5
RSS2818	4	8.1
RSS0375	4	9.3
OPT09a	4	11.4
RSS3914	4	14.9
RSS1828	4	15.5
RSS0993	4	17.6
RSS3668	4	19.1
RSS2929	4	20.5
RSS2415	4	22.8
RSS1902	4	23.5
RSS3500	4	30.6
RSS3305	4	32.2
CD24	4	34.7
CC56a	4	37.1
RSS3247	4	39.6
RSS2245	4	41.9
CA15	4	44.2
RSS3109	4	46.0
CC43b	4	47.1
RSS2667	4	47.8
RSS0341	4	47.8
RSS0393	4	48.4
RSS1628	4	49.8
RSS3741	4	49.8
RSS0625	4	49.8
RSS2491	4	49.8
RSS2397	4	51.7
RSS1064	4	52.3
RSS3234	4	52.5
CA98	4	53.3
RSS3297	4	55.0
RSS3515	4	57.1
RSS1710	4	57.6
RSS3847	4	58.6
CC89	4	59.6
RSS1284	4	60.4
OPE01	4	61.5
CC15	4	62.3
RSS0347	4	63.8
RSS2079	4	64.2
CD63H	4	64.9
RSS3739	4	66.3
CD72b	4	71.1
CC19N	4	72.7
RSS3919	4	75.6
RSS0008	4	75.7
RSS1061	4	76.0
RSS3516	4	77.1
CB86	4	78.6
CA83	4	79.2
RSS0369	4	79.8
CB39	4	80.7
Z30817	4	82.6
RSS3616	4	85.6
RSS3637	4	87.9
CD11aH	4	88.9
CB05	4	91.9
RSS0033	4	92.8
RSS1675	4	94.9
RSS0936	4	95.2
RSS3863	4	95.7
RSS1418	4	95.7
RSS0396	4	96.1
RSS0839	4	96.1
RSS3772	4	97.8
RSS1127	4	98.1
RSS2705	4	98.4
CF16	4	99.3
CA24	4	105.6
RSS2320	4	107.7
RSS1636	4	109.6
RSS0178	4	110.0
RSS0067	4	110.9
RSS2202	4	111.8
RSS1971	4	113.0
CA87	4	114.1
RSS3924	4	116.2
RSS1249_a	4	116.8
CB92	4	118.4
RSS2846	4	120.8
RSS3591	4	121.8
RSS3799	4	122.7
RSS0858	4	123.7
RSS0031	4	124.6
RSS2409	4	125.0
RSS2474	4	125.0
RSS2783	4	125.5
RSS2708	4	127.7
RSS3649	4	128.6
RSS2439	4	129.1
RSS3716	4	129.9
RSS0234	4	130.1
S281N	4	130.8
CC23	4	131.6
CC00	4	131.8
CD34aH	4	133.0
RSS1544	4	133.6
RSS2559	4	136.0
RSS1586	4	136.3
CD72cH	4	138.4
ACGM20	4	139.2
CA83H	4	142.5
RSS1627	4	148.0
RSS0822	5	0.0
RSS1885	5	2.5
RSS0477	5	4.2
CA95b	5	5.5
CD87b	5	8.3
RSS1262	5	13.2
RSS3268	5	15.4
RSS3138	5	18.5
RSS2958	5	21.2
CA39	5	22.8
RSS1798	5	24.2
OPT16b	5	26.2
RSS2721	5	27.7
RSS2889	5	28.4
CB82H	5	29.0
RSS0968	5	31.8
RSS2081	5	34.5
RSS0373	5	35.4
RSS2572	5	35.6
CC62	5	36.6
RSS3530_a	5	38.2
RSS1635	5	38.2
RSS3934	5	38.2
RSS2594	5	38.3
RSS2316	5	38.6
RSS1140	5	39.1
RSS2455	5	39.7
CC42a	5	40.8
CB56	5	41.2
OPK06	5	41.3
OPE10	5	41.6
CO-2	5	42.0
CA68	5	42.5
OPT12b	5	43.6
CD72aH	5	44.8
CC45b	5	45.8
CB93	5	47.8
RSS3936	5	50.2
RSS2308	5	55.6
CA87aH	5	56.7
RSS0119	5	58.4
RSS3736	5	59.1
RSS2394	5	59.6
RSS1341	5	59.7
RSS1076	5	60.1
RSS1614	5	60.8
OPT04H	5	61.5
RSS1758_a	5	64.6
STG2F12	5	76.7
CC98bH	5	84.4
CC29	5	91.1
S582	5	99.6
CA43	5	100.5
RSS0156	5	102.8
RSS1031	5	104.3
RSS0590	5	105.6
RSS3354	5	106.6
RSS2368	5	106.7
RSS3742	5	106.7
RSS2367	5	108.8
RSS3086	5	108.8
RSS0715	5	109.8
RSS1692	5	109.8
RSS3707	5	109.9
RSS1500	5	110.2
RSS4012	5	110.2
RSS2341	5	111.4
RSS1152	5	111.5
RSS0645	5	111.5
RSS2678	5	111.5
RSS2001	5	114.0
RSS1170	5	114.4
RSS2898	5	116.1
RSS2752	5	116.3
RSS3094	5	117.0
RSS2114	5	119.6
RSS1032	5	120.5
RSS3702	5	121.0
RSS0802	5	121.2
RSS0445	5	121.7
BRMS036	5	122.3
CB72H	5	123.0
RSS3805	5	124.4
RSS2483	5	125.0
RSS0957	5	125.6
RSS3566	5	126.6
RSS1796	5	128.1
RSS2508	5	129.3
RSS1435	5	129.4
RSS1640	5	130.6
RSS2730	5	130.7
RSS1863	5	130.7
RSS0331	5	131.8
RSS1442	5	131.8
RSS0073_a	5	134.3
RSS1374	5	134.4
RSS0251	5	134.4
RSS0845	5	134.4
RSS1595	5	134.5
RSS3449	5	134.6
RSS3053	5	134.6
RSS2503	5	134.6
RSS0368	5	135.5
CD57H	5	136.4
CA41	5	136.6
CA41N	5	143.2
RSS3197	5	147.5
PK9	6	0.0
CA88	6	5.8
RSS1006_a	6	8.5
RSS0129	6	11.0
RSS2168	6	12.3
RSS2147	6	12.5
RSS4036	6	13.5
RSS2321	6	18.7
RSS1369	6	19.4
RSS1177	6	20.8
RSS3821	6	23.5
CF12	6	24.6
CA24N	6	24.7
RSS1513	6	28.3
RSS3835	6	29.7
CC56aN	6	30.0
CA34c	6	30.6
RSS0475	6	31.6
RSS1532	6	33.6
RSS0225	6	35.1
RSS3830	6	37.4
OPR11bH	6	38.5
RSS1337	6	39.0
RSS1870	6	39.8
RSS1790	6	42.7
CA73	6	42.9
OPR11aH	6	51.8
RSS2112	6	52.1
RSS0897	6	52.5
RSS1696_a	6	53.2
