Marker	Chr	cM
bnlg149	1	0.00
pco082477	1	0.00
telomere1S	NA	0.00
K1S2	NA	0.00
expb3	1	0.57
npf4	1	0.58
umc1613	1	0.59
gras53	1	0.60
spr1	1	0.61
tub1	1	0.63
zb3	NA	1.00
polm1	1	1.00
rld2	1	1.80
btf3	1	1.95
arp4	1	2.40
met7	1	2.50
remo2	1	2.60
umc1177	1	2.63
thx18	1	3.00
magi101072	1	4.08
krp17	1	4.13
dpr1	1	5.70
fus6	1	6.08
pyrd1	1	6.50
pmp1	1	6.53
cdc2	1	8.00
IDP1464	1	8.06
pld15	1	8.08
nad5_(homolog)	1	8.10
csu589	1	8.20
tho1	1	10.08
mib1	1	11.00
dcl101	1	11.00
abi8	1	11.00
atg1a	1	11.50
bhlh140	1	12.18
IDP2420	1	12.20
zag6	1	13.00
IDP658	1	13.50
knox1	1	14.00
hb30	1	14.45
uce3	1	14.50
umc1292	1	14.80
cdo1081a	1	14.88
IDP755	1	14.89
hyd6	1	14.90
hyd8	1	14.90
ofp1	1	14.92
pba1	1	15.00
nactf33	1	15.50
bzip114	1	16.00
fha1	1	16.73
npi415	NA	16.93
umc1041	1	17.00
mlo1	1	17.08
gpb1	1	17.50
glk48	1	17.55
nad4	1	17.60
iaa1	1	17.61
bhlh49	1	17.62
bhlh50	1	17.65
fsgt1	1	17.70
php20537b	1	17.78
bnlg1014	1	20.70
nlp7	1	20.72
cat2	1	20.76
expa6	1	20.93
nactf53	1	21.00
csu454(gst)	1	21.40
gst10	1	21.40
gst11	1	21.40
gst12	1	21.40
bhlh35	1	21.58
smt2	1	21.59
pht10	1	21.59
gst31	1	21.60
IDP553	1	22.00
ommp1	1	22.30
cl3927_1a	1	22.50
mgt10	1	22.51
bzr9	1	22.70
umc1948	1	22.88
TIDP3353	1	22.90
php20603	1	22.93
prc3	1	23.00
cki3	1	23.00
TIDP3460	1	23.20
pdlp1	1	23.30
pco098394	1	23.50
amyb2	1	24.00
mrpa4	1	24.00
myb120	1	24.00
umc1484	1	24.10
IDP1437a	1	25.00
tip1	NA	25.27
IDP847	1	25.70
lls1	1	25.75
citt1	1	25.75
mmp93	1	25.80
lbd1	1	25.90
pilncr1	1	25.90
rtcs1	1	26.00
umc1222	1	26.00
ereb95	1	26.00
pht9	1	26.40
e2f19	1	26.60
rplp1	1	27.08
nod1	1	27.50
umc2224	1	27.73
ofp2	1	28.00
npi579b	NA	28.05
rab30	1	28.50
sfp4	1	28.53
bhlh110	1	28.56
umc157a(chn)	NA	28.60
yuc7	1	28.60
IDP1425	1	28.62
magi2762	1	28.68
gsr1	1	28.70
IDP1461	NA	28.70
hb64	1	28.72
TIDP3300	1	28.75
pmcb1	NA	28.80
mmp68	1	30.90
esr2	1	31.00
esr1	1	31.05
esr3	1	31.07
dof21	1	31.18
ms26	1	31.83
rpe1	1	31.83
sdg122	1	31.83
mmp171b	NA	32.95
cox10b	1	32.98
umc115	1	33.00
hb102	1	33.40
sut1	1	33.51
bhlh74	1	34.00
bhlh84	1	34.20
ereb38	1	35.39
adss1	1	35.40
nfya1	1	35.45
ereb130	1	35.60
bnlg1429	NA	35.88
ct2	1	35.90
IDP29	1	35.92
T1-2c(1)	NA	36.00
lox9	1	36.00
zim26	1	36.40
zim27	1	36.45
zim16	1	36.50
php20640	1	36.73
vp5	1	37.00
T1-3(5597)(1)	NA	37.00
ltk1	1	37.00
ereb179	1	37.10
ereb180	1	37.20
ereb181	1	37.30
ereb182	1	37.40
lim504	NA	37.90
abi7	1	38.00
TIDP2777	1	38.10
hct1	1	38.13
hct2	1	38.15
mads68	1	38.20
IDP343	1	38.30
camta4	1	38.30
IDP622	1	38.40
bhlh160	1	38.50
hb5	1	38.70
ras11E1	1	39.00
les2	NA	39.25
pg15	NA	39.25
sr1	NA	39.25
abc4	1	39.28
IDP871	1	39.47
umc1467	1	39.50
TIDP3048	1	39.80
T1-2(4464)(1)	NA	40.00
pco148373a	1	40.00
umc1976	1	40.15
ereb120	1	40.20
ereb123	1	40.50
ereb35	1	40.60
hagtf2	1	41.00
umc2226	1	41.45
phm13619	1	41.47
urb2	1	41.48
cyc16	1	41.48
mmp135	1	41.50
dng1	1	41.88
umc1200	1	41.90
gt1	1	42.00
T1-3(5982)(1)	NA	42.00
bnlg1953	1	42.50
K1S1	NA	42.50
sat2	1	42.52
sfp1	1	43.00
T1-2d(1)	NA	44.00
sfp3	1	45.00
npi403b	NA	45.95
T1-10g(1)	NA	46.00
mips1	1	46.00
umc1711	1	46.00
nactf64	1	46.00
remo1	1	46.00
zmm14	1	47.60
ifa1	1	47.60
bnlg1007	1	47.80
atp4	1	47.82
mate3	1	47.84
IDP810	1	47.85
gln6	1	48.00
crr8	1	49.04
trps2	1	49.10
hsftf14	1	49.40
aos2	1	49.50
bhlh3	1	49.60
sro1	1	49.70
zim11	4	49.75
TIDP3265	1	49.78
IDP1614	1	49.80
IDP2385	1	49.82
ufg78	NA	49.93
cdo1387b(emp70)	1	50.38
brs1	1	50.40
umc162b	NA	51.00
cchh25	1	51.20
pap19	1	51.22
pap20	1	51.24
lim122	NA	51.25
bzip115	1	51.25
toc35	1	51.26
mybr59	1	51.50
magi73926	1	51.75
adf5	1	52.13
umc1403	1	52.65
aic3	1	52.70
IDP1410	NA	52.70
hsp26	1	52.75
