Marker	Chr	cM
Lu1_43018	LG1	0
Lu1_370239	LG1	1.24
Lu1_723400	LG1	2.26
Lu1_289996	LG1	3.44
Lu1_315657	LG1	4.36
Lu1_344920	LG1	4.64
Lu1_294728	LG1	5.18
Lu1_539361	LG1	5.67
Lu1_81173	LG1	6.25
Lu1_409003	LG1	6.63
Lu1_279196	LG1	8.07
Lu1_339528	LG1	8.41
Lu1_560639	LG1	8.69
Lu1_508779	LG1	8.91
Lu1_193251	LG1	9.49
Lu1_633497	LG1	9.95
Lu1_164511	LG1	10.08
Lu1_60937	LG1	11.07
Lu1_647079	LG1	11.38
Lu1_76040	LG1	11.58
Lu1_356104	LG1	12.33
Lu1_28684	LG1	12.77
Lu1_449791	LG1	13.17
Lu1_417623	LG1	13.55
Lu1_747860	LG1	14.11
Lu1_206352	LG1	14.29
Lu1_609002	LG1	14.67
Lu1_845666	LG1	15.1
Lu1_631592	LG1	15.52
Lu1_19934	LG1	16.18
Lu1_313784	LG1	17.28
Lu1_470547	LG1	17.95
Lu1_300755	LG1	18.26
Lu1_593378	LG1	18.39
Lu1_360233	LG1	18.6
Lu1_477765	LG1	18.92
Lu1_374338	LG1	19.14
Lu1_660617	LG1	19.19
Lu1_49184	LG1	19.56
Lu1_198279	LG1	19.71
Lu1_536982	LG1	19.79
Lu1_402285	LG1	19.91
Lu1_310811	LG1	20.04
Lu1_44445	LG1	20.12
Lu1_593377	LG1	20.35
Lu1_541164	LG1	20.39
Lu1_260748	LG1	20.53
Lu1_280187	LG1	20.97
Lu1_693667	LG1	21.01
Lu1_320549	LG1	21.06
Lu1_373352	LG1	21.24
Lu1_288887	LG1	21.48
Lu1_697137	LG1	21.51
Lu1_561381	LG1	21.58
Lu1_388581	LG1	21.8
Lu1_138938	LG1	21.95
Lu1_680371	LG1	22.09
Lu1_43634	LG1	22.18
Lu1_730183	LG1	22.41
Lu1_114168	LG1	22.49
Lu1_809231	LG1	22.5
Lu1_471203	LG1	22.65
Lu1_537883	LG1	22.87
Lu1_388063	LG1	23.02
Lu1_622704	LG1	23.2
Lu1_625765	LG1	23.42
Lu1_26941	LG1	23.5
Lu1_7904	LG1	23.73
Lu1_921	LG1	23.79
Lu1_378714	LG1	23.85
Lu1_425282	LG1	23.95
Lu1_314277	LG1	24.18
Lu1_154360	LG1	24.21
Lu1_322572	LG1	24.37
Lu1_479928	LG1	24.61
Lu1_404536	LG1	24.92
Lu1_255927	LG1	25.18
Lu1_711011	LG1	25.34
Lu1_294236	LG1	25.63
Lu1_396428	LG1	25.64
Lu1_59625	LG1	25.97
Lu1_803704	LG1	26.05
Lu1_22129	LG1	26.61
Lu1_629521	LG1	26.79
Lu1_312598	LG1	27.4
Lu1_893113	LG1	27.74
Lu1_318987	LG1	28.36
Lu1_684153	LG1	28.79
Lu1_782597	LG1	29.34
Lu1_89816	LG1	29.89
Lu1_131587	LG1	30.08
Lu1_606258	LG1	30.57
Lu1_337319	LG1	31
Lu1_616260	LG1	31.06
Lu1_558377	LG1	31.54
Lu1_75448	LG1	31.84
Lu1_695389	LG1	32.01
Lu1_18452	LG1	32.86
Lu1_395628	LG1	33.11
Lu1_305795	LG1	33.88
Lu1_782334	LG1	34.37
Lu1_45534	LG1	34.74
Lu1_175690	LG1	34.91
Lu1_74904	LG1	35.34
Lu1_720083*	LG1	35.81
Lu1_597131	LG1	35.94
Lu1_415404	LG1	36.27
Lu1_409980	LG1	36.49
Lu1_132751	LG1	37.09
Lu1_146445*	LG1	37.17
Lu1_824596	LG1	37.69
Lu1_29145*	LG1	38.42
Lu1_391512	LG1	38.65
Lu1_474672	LG1	39.13
Lu1_444108	LG1	39.79
Lu1_754717	LG1	39.88
Lu1_342473	LG1	40.5
Lu1_128523*	LG1	40.56
Lu1_517805*	LG1	41.08
Lu1_745257	LG1	41.26
Lu1_257969	LG1	41.57
Lu1_295349	LG1	42.09
Lu1_523902	LG1	42.31
Lu1_345326	LG1	42.39
Lu1_750864	LG1	42.56
Lu1_12	LG1	42.86
Lu1_103326	LG1	43.09
Lu1_526131	LG1	43.11
Lu1_664490	LG1	43.45
Lu1_495473	LG1	43.46
Lu1_104183	LG1	43.55
Lu1_690871	LG1	43.83
Lu1_882371	LG1	44.04
Lu1_399542	LG1	44.38
Lu1_169584	LG1	44.6
Lu1_721521	LG1	44.79
Lu1_493561*	LG1	45.23
Lu1_447276	LG1	45.31
Lu1_412062	LG1	45.53
Lu1_815712	LG1	45.56
Lu1_714371	LG1	45.7
Lu1_605393	LG1	45.97
Lu1_677213	LG1	46.04
Lu1_637575	LG1	46.28
Lu1_595052	LG1	46.33
Lu1_835799	LG1	46.57
Lu1_795462	LG1	46.83
Lu1_86037	LG1	46.98
Lu1_445937	LG1	47.08
Lu1_137339	LG1	47.2
Lu1_873412	LG1	47.51
Lu1_299338	LG1	47.57
Lu1_151757	LG1	47.61
Lu1_523942	LG1	47.94
Lu1_337382	LG1	48.01
Lu1_549532	LG1	48.23
Lu1_538213	LG1	48.57
Lu1_164760	LG1	48.99
Lu1_312802	LG1	49.01
Lu1_252130	LG1	49.63
Lu1_492063	LG1	49.71
Lu1_182007	LG1	50.01
Lu1_628510	LG1	50.05
Lu1_758272	LG1	50.44
Lu1_546711	LG1	51.23
Lu1_347454	LG1	51.23
Lu1_651876	LG1	51.5
Lu1_436246	LG1	51.89
Lu1_608292	LG1	52.14
Lu1_156966	LG1	52.52
Lu1_208969	LG1	52.67
Lu1_716302	LG1	53.1
Lu1_385314	LG1	53.21
Lu1_888185	LG1	53.67
Lu1_451752	LG1	54.21
Lu1_693627	LG1	54.41
Lu1_76462	LG1	54.67
Lu1_112861	LG1	54.9
Lu1_32644	LG1	55.14
Lu1_279805	LG1	55.5
Lu1_537985	LG1	55.87
Lu1_512208	LG1	56.16
Lu1_746715	LG1	56.28
Lu1_379387	LG1	56.61
Lu1_158662	LG1	56.87
Lu1_560197	LG1	56.94
Lu1_786474	LG1	57.08
Lu1_339249	LG1	57.3
Lu1_878489	LG1	57.47
Lu1_74641	LG1	57.67
Lu1_798051	LG1	57.81
Lu1_341632	LG1	57.99
Lu1_347798	LG1	58.05
Lu1_328202	LG1	58.1
Lu1_873681	LG1	58.2
Lu1_281407	LG1	58.32
Lu1_455565	LG1	58.55
Lu1_651805	LG1	58.63
Lu1_126882	LG1	58.7
Lu1_713653	LG1	58.84
Lu1_783707	LG1	58.95
Lu1_163621	LG1	58.98
Lu1_290211	LG1	59.1
Lu1_392193	LG1	59.15
Lu1_864215	LG1	59.26
Lu1_828509	LG1	59.44
Lu1_347297	LG1	59.59
Lu1_716684	LG1	59.68
Lu1_566720	LG1	59.73
Lu1_548413	LG1	59.86
Lu1_491899	LG1	60.01
Lu1_200108	LG1	60.13
Lu1_276259	LG1	60.33
Lu1_668889	LG1	60.46
Lu1_901660	LG1	60.58
Lu1_14464	LG1	60.8
Lu1_195655	LG1	60.97
Lu1_72939	LG1	61.09
Lu1_332927	LG1	61.26
Lu1_483241	LG1	61.44
Lu1_384303	LG1	61.58
Lu1_205394	LG1	61.7
Lu1_384306	LG1	61.82
Lu1_685859	LG1	61.93
Lu1_74514	LG1	62.1
Lu1_33011	LG1	62.29
Lu1_878034	LG1	62.47
Lu1_87806	LG1	62.63
Lu1_898617	LG1	63.5
Lu1_496803	LG1	64.2
Lu1_791987	LG1	64.54
Lu1_93105	LG1	64.93
Lu1_323906	LG1	65.17
Lu1_596863	LG1	65.93
Lu1_390271	LG1	66.22
Lu1_497134	LG1	66.59
Lu1_397153	LG1	66.9
Lu1_487356	LG1	67.29
Lu1_559584	LG1	67.56
Lu1_680729	LG1	68.01
Lu1_559583	LG1	68.59
Lu1_611635	LG1	68.81
Lu1_342890	LG1	69.12
Lu1_750822	LG1	69.97
Lu1_865552	LG1	70.8
Lu1_502700	LG1	71.53
Lu1_414101	LG1	72.09
Lu1_437503	LG1	72.86
Lu1_588741	LG1	73.54
Lu1_786442	LG1	74.47
Lu1_596018	LG1	75.54
Lu1_835322	LG1	76.72
Lu1_721440	LG1	77.63
Lu1_320355	LG1	78.81
Lu1_807871	LG1	79.4
Lu1_571661	LG1	82.01
Lu1_510296	LG1	83.45
Lu2_405141	LG2	0
Lu2_93784	LG2	0.38
Lu2_470443	LG2	1.14
Lu2_99641	LG2	1.55
Lu2_415374*	LG2	2.06
Lu2_547622	LG2	2.36
Lu2_651989	LG2	2.78
Lu2_609070	LG2	3
Lu2_56452	LG2	3.57
Lu2_692674*	LG2	4.08
Lu2_427553	LG2	4.3
Lu2_32904	LG2	4.83
Lu2_191348	LG2	5.34
Lu2_189825	LG2	5.43
Lu2_634976*	LG2	5.62
Lu2_305947	LG2	5.98
Lu2_248269	LG2	6.42
Lu2_393575	LG2	6.48
Lu2_59611	LG2	6.69
Lu2_301439	LG2	6.94
Lu2_283711	LG2	7.16
Lu2_470438	LG2	7.7
Lu2_576172	LG2	7.88
Lu2_452141	LG2	7.99
Lu2_294936	LG2	8.39
Lu2_317295	LG2	8.51
Lu2_410381	LG2	8.7
Lu2_246068	LG2	9.28
Lu2_383566	LG2	9.39
Lu2_225795	LG2	9.93
Lu2_403975	LG2	10.54
Lu2_386323	LG2	10.75
Lu2_520821	LG2	11.24
Lu2_324742	LG2	11.53
Lu2_652894	LG2	11.82
Lu2_65410	LG2	12.16
Lu2_469276	LG2	12.46
Lu2_334319	LG2	12.57
Lu2_11288	LG2	12.77
Lu2_42915	LG2	13.28
Lu2_659218	LG2	13.29
Lu2_627639	LG2	13.67
Lu2_856094	LG2	13.86
Lu2_24178	LG2	14.17
Lu2_494430	LG2	14.64
Lu2_903660	LG2	14.92
Lu2_307438	LG2	15.06
Lu2_130116	LG2	15.39
Lu2_624033	LG2	15.86
Lu2_387860	LG2	16.37
Lu2_130089	LG2	16.8
Lu2_280791	LG2	17.54
Lu2_13588	LG2	17.94
Lu2_816931	LG2	18.42
Lu2_63145	LG2	19.23
Lu2_621728	LG2	19.76
Lu2_531802	LG2	20.35
Lu2_715682	LG2	20.94
Lu2_195448	LG2	21.47
Lu2_826001	LG2	22.06
Lu2_733139	LG2	22.5
Lu2_279976	LG2	23.04
Lu2_44744	LG2	24.11
Lu2_634779	LG2	25.09
Lu2_447935	LG2	25.66
Lu2_352310	LG2	26.46
Lu2_200775	LG2	27.07
Lu2_160190	LG2	27.69
Lu2_106536	LG2	28.27
Lu2_133865	LG2	29.3
Lu2_153910	LG2	29.93
Lu2_225146	LG2	30.7
Lu2_293915	LG2	31.13
Lu2_481608	LG2	31.66
Lu2_730656	LG2	32.72
Lu2_713396	LG2	33.43
Lu2_497846	LG2	33.77
Lu2_279108	LG2	34.32
Lu2_192664	LG2	34.99
Lu2_900322	LG2	35.49
Lu2_886246	LG2	36.01
Lu2_607499	LG2	36.64
Lu2_740220	LG2	37.25
Lu2_569009	LG2	37.84
Lu2_448764	LG2	38.42
Lu2_805998	LG2	38.72
Lu2_698783	LG2	38.89
Lu2_802365	LG2	39.26
Lu2_275045	LG2	39.66
Lu2_740908	LG2	39.97
Lu2_704738	LG2	40.29
Lu2_358640	LG2	40.55
Lu2_298567	LG2	40.91
Lu2_569987	LG2	41.51
Lu2_895480	LG2	42.04
Lu2_670117	LG2	42.42
Lu2_824616	LG2	42.73
Lu2_493323	LG2	43.13
Lu2_577301	LG2	43.44
Lu2_295450	LG2	43.69
Lu2_357659	LG2	44.05
Lu2_61993	LG2	44.38
Lu2_280276	LG2	44.84
Lu2_727644	LG2	45.38
Lu2_450599	LG2	45.84
Lu2_321395	LG2	46.16
Lu2_506568	LG2	46.58
Lu2_97255	LG2	47.04
Lu2_895240	LG2	47.28
Lu2_834221	LG2	47.51
Lu2_411983	LG2	47.84
Lu2_806607	LG2	48.22
Lu2_623027	LG2	48.67
Lu2_119889	LG2	49.2
Lu2_184286	LG2	49.77
Lu2_732832	LG2	50.34
Lu2_429182	LG2	50.86
Lu2_102131	LG2	51.35
Lu2_96978	LG2	52.07
Lu2_797748	LG2	52.8
Lu2_740159	LG2	53.3
Lu2_755097	LG2	53.7
Lu2_79853	LG2	54.07
Lu2_77424	LG2	54.51
Lu2_25123	LG2	54.85
Lu2_350065	LG2	55.27
Lu2_639511	LG2	55.88
Lu2_466399	LG2	56.43
Lu2_808214	LG2	56.73
Lu2_57450	LG2	57.11
Lu2_362718	LG2	57.47
Lu2_405072	LG2	57.79
Lu2_655178	LG2	58.3
Lu2_783151	LG2	58.69
Lu2_614797	LG2	59
Lu2_177338	LG2	59.28
Lu2_734635	LG2	59.69
Lu2_186498	LG2	60.32
Lu2_676654	LG2	61.07
Lu2_122719	LG2	61.55
Lu2_845420	LG2	62.02
Lu2_557115	LG2	62.46
Lu2_663829	LG2	63.08
Lu2_275018	LG2	63.86
Lu2_195701	LG2	64.46
Lu2_814261	LG2	65.08
Lu2_483556	LG2	65.69
Lu2_55436	LG2	66.05
Lu2_314158	LG2	66.34
Lu2_60555	LG2	66.59
Lu2_479572	LG2	66.74
Lu2_604359	LG2	67.08
Lu2_567477	LG2	67.77
Lu2_605541	LG2	68.37
Lu2_361003	LG2	68.81
Lu2_398658	LG2	69.22
Lu2_473325	LG2	69.83
Lu2_745850	LG2	70.43
Lu2_1494	LG2	71.36
Lu2_60823	LG2	72.15
Lu2_438459	LG2	72.68
Lu2_849864	LG2	73.45
Lu2_73998	LG2	74.24
Lu2_188258	LG2	74.82
Lu2_502059	LG2	75.32
Lu2_337288	LG2	75.95
