Marker	Chr	cM
SLG1_bin1	1	0
SLG1_bin2	1	0.116
SLG1_bin3	1	0.247
SLG1_bin4	1	0.378
SLG1_bin5	1	1.581
SLG1_bin6	1	1.712
SLG1_bin7	1	1.828
SLG1_bin8	1	1.959
SLG1_bin9	1	2.253
SLG1_bin10	1	2.485
SLG1_bin11	1	2.602
SLG1_bin12	1	2.733
SLG1_bin13	1	6.38
SLG1_bin14	1	7.042
SLG1_bin15	1	8.66
SLG1_bin16	1	8.922
SLG1_bin17	1	9.853
SLG1_bin18	1	10.116
SLG1_bin19	1	10.246
SLG1_bin20	1	10.641
SLG1_bin21	1	10.772
SLG1_bin22	1	11.434
SLG1_bin23	1	17.623
SLG1_bin24	1	18.419
SLG1_bin25	1	20.6
SLG1_bin26	1	20.995
SLG1_bin27	1	22.474
SLG1_bin28	1	22.737
SLG1_bin29	1	22.867
SLG1_bin30	1	25.049
SLG1_bin31	1	25.71
SLG1_bin32	1	25.943
SLG1_bin33	1	26.059
SLG1_bin34	1	26.99
SLG1_bin35	1	27.121
SLG1_bin36	1	27.252
SLG1_bin37	1	27.383
SLG1_bin38	1	27.615
SLG1_bin39	1	27.878
SLG1_bin40	1	28.14
SLG1_bin41	1	28.668
SLG1_bin42	1	29.329
SLG1_bin43	1	29.724
SLG1_bin44	1	30.252
SLG1_bin45	1	30.383
SLG1_bin46	1	30.513
SLG1_bin47	1	31.041
SLG1_bin48	1	31.335
SLG1_bin49	1	31.489
SLG1_bin50	1	31.937
SLG1_bin51	1	32.068
SLG1_bin52	1	33.686
SLG1_bin53	1	35.304
SLG1_bin54	1	39.409
SLG1_bin55	1	40.205
SLG1_bin56	1	40.6
SLG1_bin57	1	40.731
SLG1_bin58	1	40.862
SLG1_bin59	1	41.256
SLG1_bin60	1	41.373
SLG1_bin61	1	41.635
SLG1_bin62	1	49.2
SLG1_bin63	1	49.331
SLG1_bin64	1	49.447
SLG1_bin65	1	49.779
SLG1_bin66	1	50.073
SLG1_bin67	1	50.601
SLG1_bin68	1	50.995
SLG1_bin69	1	51.39
SLG1_bin70	1	54.887
SLG1_bin71	1	58.687
SLG1_bin72	1	58.949
SLG1_bin73	1	59.08
SLG1_bin74	1	59.211
SLG1_bin75	1	59.474
SLG1_bin76	1	59.59
SLG1_bin77	1	59.721
SLG1_bin78	1	59.852
SLG1_bin79	1	59.983
SLG1_bin80	1	60.509
SLG1_bin81	1	60.64
SLG1_bin82	1	60.872
SLG1_bin83	1	62.351
SLG1_bin84	1	65.699
SLG1_bin85	1	69.046
SLG1_bin86	1	69.441
SLG1_bin87	1	69.572
SLG1_bin88	1	72.623
SLG1_bin89	1	73.826
SLG1_bin90	1	73.943
SLG1_bin91	1	74.097
SLG1_bin92	1	74.623
SLG1_bin93	1	74.754
SLG1_bin94	1	78.402
SLG1_bin95	1	78.533
SLG1_bin96	1	78.664
SLG1_bin97	1	78.818
SLG1_bin98	1	78.949
SLG1_bin99	1	79.08
SLG1_bin100	1	79.567
SLG1_bin101	1	79.698
SLG1_bin102	1	79.829
SLG1_bin103	1	79.945
SLG1_bin104	1	80.076
SLG1_bin105	1	80.207
SLG1_bin106	1	80.323
SLG1_bin107	1	80.772
SLG1_bin108	1	80.903
SLG1_bin109	1	81.019
SLG1_bin110	1	81.135
SLG1_bin111	1	81.623
SLG1_bin112	1	81.777
SLG1_bin113	1	84.535
SLG1_bin114	1	85.196
SLG1_bin115	1	85.35
SLG1_bin116	1	85.467
SLG1_bin117	1	85.799
SLG1_bin118	1	86.209
SLG1_bin119	1	86.34
SLG1_bin120	1	86.735
SLG1_bin121	1	89.638
SLG1_bin122	1	92.542
SLG1_bin123	1	94.021
SLG1_bin124	1	95.225
SLG1_bin125	1	96.565
SLG1_bin126	1	97.093
SLG1_bin127	1	97.224
SLG1_bin128	1	97.378
SLG1_bin129	1	97.494
SLG1_bin130	1	97.625
SLG1_bin131	1	98.02
SLG1_bin132	1	102.125
SLG1_bin133	1	104.307
SLG1_bin134	1	106.631
SLG1_bin135	1	107.697
SLG1_bin136	1	107.828
SLG1_bin137	1	107.959
SLG1_bin138	1	108.09
SLG1_bin139	1	108.221
SLG2_bin1	2	0
SLG2_bin2	2	0.117
SLG2_bin3	2	0.233
SLG2_bin4	2	0.349
SLG2_bin5	2	0.466
SLG2_bin6	2	1.372
SLG2_bin7	2	2.279
SLG2_bin8	2	3.318
