Marker	Chr	cM
Marker884147	LG1	0
Marker1044216	LG1	0.041
Marker948090	LG1	0.369
Marker1129376	LG1	0.799
Marker1141461	LG1	0.993
Marker1157581	LG1	1.398
Marker1053359	LG1	1.81
Marker1021956	LG1	2.442
Marker862461	LG1	2.953
Marker956049	LG1	4.035
Marker857034	LG1	5.206
Marker1118090	LG1	5.31
Marker1019101	LG1	5.61
Marker911530	LG1	8.298
Marker846388	LG1	9.201
Marker1211106	LG1	10.203
Marker1000064	LG1	10.444
Marker1200115	LG1	10.781
Marker904874	LG1	10.856
Marker949522	LG1	10.962
Marker1103158	LG1	16.202
Marker1005246	LG1	16.81
Marker827423	LG1	16.884
Marker1186940	LG1	17.022
Marker1029041	LG1	17.178
Marker1016272	LG1	20.072
Marker1276881	LG1	20.072
Marker1028960	LG1	20.219
Marker1088085	LG1	21.393
Marker1084089	LG1	21.599
Marker964760	LG1	22.65
Marker885717	LG1	22.907
Marker839779	LG1	23.031
Marker860774	LG1	26.278
Marker1047188	LG1	27.488
Marker1069738	LG1	30.079
Marker1086997	LG1	30.935
Marker980760	LG1	31.104
Marker825754	LG1	31.109
Marker1170520	LG1	32.196
Marker1199332	LG1	32.464
Marker1090383	LG1	32.482
Marker824297	LG1	32.482
Marker858759	LG1	33.136
Marker970000	LG1	34.19
Marker1264575	LG1	36.348
Marker1138993	LG1	36.409
Marker1229058	LG1	37.922
Marker890679	LG1	37.922
Marker1117876	LG1	38.166
Marker1151572	LG1	38.228
Marker1081370	LG1	41.268
Marker1095109	LG1	41.268
Marker1171921	LG1	41.268
Marker1229113	LG1	41.268
Marker1232960	LG1	41.268
Marker826058	LG1	41.342
Marker1220062	LG1	41.422
Marker1118994	LG1	41.501
Marker901016	LG1	41.501
Marker887856	LG1	41.501
Marker867307	LG1	41.501
Marker957212	LG1	41.501
Marker961243	LG1	41.501
Marker857695	LG1	41.75
Marker850479	LG1	41.944
Marker842655	LG1	42.85
Marker874034	LG1	42.873
Marker861755	LG1	42.928
Marker1158400	LG1	43.834
Marker1147966	LG1	43.834
Marker1226714	LG1	43.834
Marker823804	LG1	43.834
Marker1178242	LG1	44.111
