Marker	Chr	cM
3145609S	A01	0
100059259S	A01	3,037
3090599S	A01	4,467
3101438S	A01	5,474
3103288S	A01	6,619
3091245S	A01	9,046
100085598	A01	9,631
100061225S	A01	10,112
3079582S	A01	10,609
3112010S	A01	15,49
100021544	A01	19,773
3208284	A01	22,137
3076726S	A01	22,503
3092158	A01	27,679
100064122	A01	28,276
3076324S	A01	28,828
3086103S	A01	30,232
3089070S	A01	31,127
100102643	A01	31,607
100005889	A01	31,836
3092702S	A01	34,007
3092722	A01	34,366
3143244S	A01	35,543
3108882S	A01	36,122
100053780	A01	36,526
3075728S	A01	37,388
3081943S	A01	38,104
3087214S	A01	38,678
3084628S	A01	39,076
3115206	A01	40,144
100098408	A01	41,575
3091166S	A01	41,822
3108244	A01	49,207
100061181S	A01	49,526
3103628S	A01	50,337
3075922S	A01	50,588
3081333	A01	51,5
100010461	A01	52,238
3116966S	A01	52,537
3100789	A01	52,9
3092939S	A01	53,32
3094588S	A01	53,64
3077254S	A01	53,945
100022710S	A01	54,407
100021274	A01	54,853
3137108S	A01	55,345
3074497S	A01	55,609
3074539S	A01	55,853
3090267S	A01	55,962
3094839S	A01	56,224
3080737S	A01	56,392
100002782	A01	56,455
3086882S	A01	56,754
3107269S	A01	57,004
3078145S	A01	57,306
3122672S	A01	57,62
3074942	A01	57,798
3099099S	A01	58,065
3107490	A01	58,199
3160702S	A01	58,403
100055329S	A01	58,707
3082078	A01	59,148
3075725S	A01	59,422
100039618	A01	59,723
3075045S	A01	59,912
100055070S	A01	60,562
3095843	A01	60,947
3085484S	A01	61,168
3115870	A01	62,421
3119463S	A01	62,966
3103147S	A01	63,919
3159711	A01	64,112
100009884	A01	64,572
100075824S	A01	64,976
3166314S	A01	66,575
100006780	A01	70,706
3119179	A01	70,92
3079924S	A01	72,337
3076213S	A01	73,187
3103249S	A01	74,449
100004941	A01	75,407
3087115S	A01	76,036
3087617S	A01	79,559
100051639S	A01	81,146
3131769S	A01	82,432
100051982S	A01	83,485
100066623	A01	84,161
100017202	A01	84,392
100002538	A01	84,447
100065641S	A01	85,876
3194362S	A01	86,588
3080372-2S	A01	88,569
3082915S	A01	89,699
3117919S	A01	90,952
3121832	A02	0
3096618S	A02	1,114
100079880	A02	1,668
3091591S	A02	1,854
3104900S	A02	3,545
3081874S	A02	5,142
100005875S	A02	5,831
100006802	A02	6,43
100016654	A02	6,906
3089380	A02	8,366
3080608	A02	9,161
100040621	A02	9,841
100022477S	A02	11,832
3081624S	A02	12,3
3115837S	A02	13,052
3090447S	A02	13,447
100035075S	A02	13,709
100025103	A02	13,982
100041506S	A02	14,529
3080125S	A02	14,733
100052157	A02	15,026
3083582S	A02	15,221
3102965S	A02	15,695
3152242S	A02	15,97
100015472S	A02	16,226
3080846S	A02	16,968
3190904	A02	17,294
3163674S	A02	18,22
3147423S	A02	19,476
3114642	A02	20,78
3108844	A02	21,204
3091093S	A02	22,654
100006914	A02	26,19
3091163S	A02	27,49
3139807	A02	30,011
3168135S	A02	31,806
3095819S	A02	32,708
3131693	A02	36,093
100037663S	A02	36,879
100015579S	A02	37,502
3113817S	A02	38,085
3085206S	A02	39,858
3145240S	A02	40,588
3112909S	A02	40,954
3109757	A02	41,792
100085104	A02	41,849
3075821S	A02	42,66
100023439	A02	43,131
3141354S	A02	43,471
3116036S	A02	44,124
3123908S	A02	45,529
3124555S	A02	46,047
3086644S	A02	46,329
3076610S	A02	46,62
3078727S	A02	47,036
100001715	A02	48,08
3109972	A02	48,154
100004491	A02	50,67
3086638S	A02	51,348
100041785S	A02	52,081
3127952S	A02	52,497
3078688S	A02	52,637
3092637-2S	A02	52,774
3103133S	A02	53,142
3137908S	A02	53,663
3121479	A02	53,904
3080778S	A02	54,119
3088065-2S	A02	54,617
3088065-1S	A02	54,722
3074390S	A02	55,196
3112311	A02	55,619
100040487	A02	57,951
100055584	A02	58,3
3076261S	A02	58,69
3146671S	A02	59,018
3169540S	A02	59,315
100058805S	A02	59,808
3078019S	A02	60,077
3081976S	A02	60,471
3110371S	A02	60,957
3100802S	A02	61,31
3076837S	A02	61,735
3149793S	A02	62,029
3133588S	A02	62,586
100005023	A02	63,512
3144586	A02	63,786
3076398	A02	63,901
3075322	A02	64,049
3103191	A02	64,182
100015037	A02	64,575
3079784S	A02	65,028
3077110S	A02	65,383
3082121S	A02	65,671
3086897S	A02	66,479
3074621	A02	69,239
100070108	A02	72,302
3085562S	A03	0
100006765S	A03	1,687
100057681	A03	2,678
3149731S	A03	3,397
100015007	A03	4,359
3083935S	A03	5,001
3076638	A03	6,765
100018747S	A03	10,272
100072416	A03	11,23
100021700	A03	11,411
3093990S	A03	12,267
3074379	A03	12,804
3111317S	A03	14,754
100048448S	A03	15,597
3098912	A03	19,426
100010025	A03	19,701
3128683	A03	20,097
100009649	A03	20,375
100021714	A03	20,75
3098473S	A03	21,18
3090661S	A03	21,544
3074631S	A03	21,928
3092596S	A03	22,17
3078215S	A03	22,499
3103208S	A03	23,431
3095375	A03	23,768
3098475S	A03	24,055
100056048	A03	24,863
3076779	A03	25,115
3215876	A03	25,403
3150588S	A03	25,609
3129979S	A03	25,799
3086341	A03	26,018
3084132	A03	26,936
3112795	A03	27,892
3135390S	A03	28,388
100013518S	A03	28,902
3098044S	A03	29,624
3078692S	A03	30,014
100066742S	A03	30,221
3076951S	A03	30,601
3133896	A03	31,335
3074900-2S	A03	32,513
3117869S	A03	32,772
3155629S	A03	33,181
3085258S	A03	33,881
100016268	A03	34,992
100003361S	A03	36,507
3091743	A03	37,319
3100310S	A03	37,836
3107800S	A03	39,351
3082125	A03	39,759
3131329S	A03	39,974
3081514	A03	40,252
3138119S	A03	40,591
100001914	A03	41,85
100035454S	A03	42,328
3147981S	A03	43,087
3189736S	A03	43,726
100019367	A03	44,02
3107366S	A03	44,451
3077341	A03	45,498
3132296S	A03	45,808
3078342S	A03	46,565
100029111	A03	47,026
3075987S	A03	47,731
3138004	A03	52,507
3155126S	A03	52,916
100017168S	A03	54,145
3183596	A03	58,837
100010019	A03	59,408
3099744S	A03	59,894
100022119	A03	61,113
100032389	A03	63,422
100010558	A03	65,836
3106670S	A03	68,067
3087859	A03	69,168
3082211S	A03	70,244
3145175S	A03	70,578
3089021	A03	72,179
3075475S	A03	72,741
3095492S	A03	74,008
3150446S	A03	74,514
3131700S	A03	75,334
3081982S	A03	76,816
3106795	A03	77,213
100058844	A03	77,601
3103335	A03	78,25
3094439S	A03	79,047
3122993S	A03	79,428
3101841S	A03	79,969
3219907	A03	80,446
3159705	A03	81,319
3087485S	A03	84,439
3120694S	A03	85,083
100069169	A03	86,289
3109515S	A03	88,324
100055804S	A03	94,929
3096624S	A04	0
3162058	A04	0,401
3092488S	A04	1,23
3075386S	A04	1,86
3081993S	A04	2,18
3077685S	A04	2,496
3085005S	A04	2,743
3082428S	A04	2,928
100042609S	A04	3,233
3143203S	A04	3,472
3158150S	A04	3,995
3082889S	A04	4,348
3080206S	A04	4,413
3093698S	A04	4,665
3187428S	A04	5,317
100004174	A04	5,702
3131689S	A04	5,85
3178716	A04	7,216
3076487S	A04	7,809
3145712-2S	A04	8,282
3218231	A04	9,02
3109689S	A04	9,368
100012665	A04	9,835
3150401S	A04	11,088
3173971S	A04	11,762
100014058	A04	12,233
100097883	A04	12,46
100070495	A04	12,672
3085114S	A04	15,094
3084056	A04	18,331
3097925	A04	18,814
100006263	A04	19,616
3201864	A04	21,005
3083416S	A04	22,4
3075074	A04	24,16
3109332S	A04	24,573
3093082S	A04	25,355
100005379	A04	26,415
100015899S	A04	29,73
3076327S	A04	31,456
100060069S	A04	36,456
100085432S	A04	37,106
3076746S	A04	39,566
3104121S	A04	42,999
3088959	A04	44,768
3105870	A04	44,946
3206550S	A04	46,004
100101677	A04	46,404
3176463S	A04	48,371
100013251S	A04	49,211
3126736S	A04	52,671
100057586S	A04	56,828
100103293	A04	57,216
3094702S	A04	57,579
3082820S	A04	58,213
100063598S	A04	58,957
3098661S	A04	59,469
3159830S	A04	59,815
3077338S	A04	60,465
3140289S	A04	61,742
3075579S	A04	63,301
3088338S	A05	0
3085432S	A05	3,539
100009607	A05	5,92
3077487S	A05	6,823
3084743S	A05	8,37
100007002	A05	8,93
3105874S	A05	12,412
3099942S	A05	14,792
100017091	A05	16,255
3112019S	A05	17,796
3077457S	A05	18,958
3077572	A05	19,415
3079965-2S	A05	20,402
3079965-1S	A05	20,647
3075871S	A05	21,291
3084559	A05	21,727
3136104	A05	22,212
100027055S	A05	22,693
3082584S	A05	25,148
3092219S	A05	25,792
3104976	A05	27,028
3107360S	A05	27,36
100008033	A05	27,811
3081453S	A05	29,353
3142329S	A05	30,064
100038137	A05	31,541
3159739S	A05	31,766
3083542	A05	32,88
3102691S	A05	37,322
3118910S	A05	38,931
3127011S	A05	39,563
3179953	A05	40,169
100030270S	A05	40,321
3074492S	A05	40,712
3090363S	A05	41,037
100008765S	A05	41,447
3084356S	A05	41,725
3087438S	A05	42,245
100006390	A05	42,534
100001110	A05	42,739
3110271S	A05	43,597
3145547	A05	43,707
100032983S	A05	43,962
3077396S	A05	44,443
3108235S	A05	45,023
3086563S	A05	45,288
100079185	A05	45,548
3134068S	A05	45,783
100038314	A05	46,083
100032060	A05	46,838
3159579	A05	47,114
100014439	A05	47,431
3115273	A05	48,162
3147013S	A05	48,557
100010869S	A05	48,811
100009307	A05	49,568
3105706	A05	49,636
3118101S	A05	50,126
100000660	A05	50,358
3081852	A05	51,902
100067394S	A05	53,095
3158049S	A05	54,326
3089830S	A05	55,706
3081225S	A05	56,201
100068736	A05	57,337
3164323	A05	57,466
3100796S	A05	57,933
100064992	A05	58,874
3079729S	A05	59,72
100080197S	A05	61,687
100011227	A05	71,443
3078285S	A05	72,954
100017286S	A05	76,892
3164117S	A05	78,005
3085550	A05	78,369
3116958S	A05	78,65
100018586	A05	79,261
3097286S	A05	79,897
100062929	A05	83,758
3158456S	A05	84,615
3094188S	A05	85,411
100046656S	A05	86,532
3074624	A05	87,11
3078861	A05	87,667
3122649S	A05	88,124
100039220S	A05	89,069
100007860	A05	89,677
100033612	A05	90,215
3076712	A05	90,453
3079308S	A05	91,296
3101950	A05	91,97
3076014	A05	92,133
100006061	A05	92,493
3083034	A05	93,528
100047048S	A05	94,374
3086379S	A06	0
100012766	A06	1,281
3075601S	A06	1,547
100058939	A06	2,872
100002848S	A06	6,261
3097421S	A06	8,305
3165997	A06	8,75
100058974	A06	10,662
3090956S	A06	11,187
3087190S	A06	11,553
3086488S	A06	11,75
3161255S	A06	12,469
3158048S	A06	13,941
100000388	A06	15,271
3074339S	A06	18,875
100003121	A06	23,918
100012946	A06	25,098
3153750S	A06	25,984
100011870S	A06	27,151
100008596	A06	27,494
3168030S	A06	29,435
3158144S	A06	31,662
3140561S	A06	34,337
3074542S	A06	34,781
3090904S	A06	35,653
3117776	A06	36,235
100041340	A06	36,566
3141881S	A06	37,261
100004630S	A06	42,004
3149980	A06	42,401
100077045S	A06	42,593
100012114	A06	43,197
3082697S	A06	43,402
3097387S	A06	43,843
3081744S	A06	44,168
3083056	A06	44,469
3128786	A06	44,692
3130964	A06	44,849
100028252S	A06	45,326
3088397S	A06	46,084
100056337S	A06	46,528
3098957S	A06	47,338
100018007	A06	47,57
100064737S	A06	48,584
3088569S	A06	48,892
3082009S	A06	49,166
3175583S	A06	50,758
3123285S	A06	51,752
3082171S	A06	52,245
3076653S	A06	52,425
100008140S	A06	53,459
100024892	A06	53,975
3095437S	A06	54,222
3124469S	A06	54,928
100008098	A06	55,139
3141767S	A06	55,368
3093014	A06	55,682
3157824S	A06	56,346
3086975S	A06	57,313
