Marker	Chr	cM
pPGPseq8E12	A01	0
AHGS1351	A01	3.086
TC23C8	A01	5.302
Ah3	A01	6.438
AHGS2043	A01	6.679
AHGA147615	A01	7.146
Ah11-2	A01	7.794
AGGS2585	A01	8.439
AGGS2182	A01	10.271
AhTE0612	A01	13.004
AGGS1318	A01	18.956
AGGS0021	A01	26.12
pPGPseq3B5	A01	30.878
AHGS1724	A01	36.143
AGGS2257	A01	38.706
AHGS1443	A01	40.281
AGGS0188	A01	46.891
AGGS1005	A01	48.194
AGGS2258	A01	49.176
AHGA46532	A01	50.626
AHGS2019	A01	57.497
AGGS0352	A01	61.267
AHGA164444	A01	62.293
AHGA164439	A01	62.881
AHGA284837	A01	63.183
AHGS2535	A01	63.813
AGGS1615	A01	64.331
AGGS0782	A01	64.723
AGGS0940	A01	64.902
AHGS1666	A01	65.167
AGGS0713	A01	65.445
POCR179	A01	65.633
AHGS1459	A01	65.991
AHGS0122	A01	66.384
AGGS0060	A01	66.484
AGGS1604	A01	66.758
ARS721	A01	66.907
XY26-2	A01	67.19
AHGS1465	A01	67.392
AHGA375183	A01	67.561
ARS731	A01	67.671
AHGS1910	A01	67.87
AGGS2030	A01	68.191
pPGSseq13A10	A01	68.894
AGGS0634	A01	69.131
ARS729	A01	69.382
HAS0317	A01	69.719
GA110	A01	69.966
AGGS1516	A01	70.128
pPGSseq15E12	A01	70.418
AGGS2267	A01	70.665
AGGS1670	A01	70.91
GM1992	A01	71.017
AGGS1951	A01	71.374
pPGPseq3E5	A01	71.554
AGGS2317	A01	71.756
AHGS2084	A01	72.066
AHGS1294	A01	72.381
TC2D6	A01	72.683
AGGS2508	A01	73.084
AHGS1646	A01	73.473
AHGS1668	A01	74.004
AGGS1572	A01	74.679
AHGA367823	A01	75.126
AGGS0927-2	A01	75.897
AGGS0878-1	A01	77.472
EM120	A01	78.719
AGGS0300	A01	79.461
AGGS2023	A01	85.386
GNB354	A02	0
AGGS2511	A02	5.033
AhTE0661	A02	10.754
AGGS2388	A02	15.151
AGGS1575	A02	16.844
AhTE0465	A02	23.493
AHGA362480	A02	33.794
AGGS0638	A02	35.095
PM230	A02	37.505
AGGS1356	A02	42.161
AHGS1354	A02	44.215
AHGA140591	A02	45.185
AGGS1720	A02	46.209
AGGS1635	A02	47.018
AGGS0012	A02	47.891
TC4F12	A02	48.954
AHGS1473-2	A02	50.821
AHGS1374	A02	50.991
AGGS2054	A02	51.237
GA166	A02	51.681
AGGS0975	A02	52.194
AGGS1000	A02	52.76
AHGA23452	A02	53.211
pPGPseq1B9	A02	53.508
AHGS1695	A02	53.979
AHGS1163	A02	54.225
ARS748	A02	54.481
AGGS1404	A02	55.171
AGGS1413	A02	56.268
AGGS1120	A02	56.918
AGGS1230	A02	58.391
ARS808	A02	59.363
TC4D2	A02	60.449
AGGS1319	A02	61.609
AGGS2520	A02	62.398
GNB1040-2	A02	66.224
AGGS0980	A02	70.76
AGGS1592-2	A02	70.975
AGGS1566	A02	72.051
AHGS0426	A02	76.608
AGGS1954	A02	86.069
TC3E2-1	A03	0
AGGS2281	A03	3.497
AHGS1511	A03	5.573
AHGS0291	A03	7.954
pPGSseq9H8	A03	20.666
AHGS2058	A03	26.912
AGGS0052	A03	33.467
TC1E6	A03	41.256
AGGS2468	A03	44.135
AGGS0977-2	A03	50.179
AGGS1139	A03	51.345
AHGA54445	A03	53.061
AGGS0066	A03	54.12
AGGS1655	A03	55.065
AHGS2025	A03	56.833
AHGA54444	A03	58.272
AGGS2364	A03	62.66
PM238-2	A03	64.224
AGGS1665	A03	65.564
AHGS1183	A03	65.899
AGGS0986	A03	66.549
AGGS1289-1	A03	68.409
AHGS1674	A03	69.201
AGGS1713-2	A03	69.868
AGGS0295-1	A03	70.233
AhTE0164	A03	71.002
AHGS1340-1	A03	71.855
AGGS1596-2	A03	72.148
gi4925	A03	72.894
AY232826	A03	73.384
AGGS1167	A03	73.847
AGGS2261-3	A03	74.265
AGGS1816	A03	75.113
AHGS1638	A03	75.887
ARS736	A03	77.169
AHGS1231	A03	78.074
AGGS1325	A03	78.708
AGGS1483	A03	79.023
GNB675	A03	79.461
AHGS1847	A03	79.892
GM2402	A03	80.141
AGGS2571	A03	80.571
AHGS0648-2	A03	80.984
AGGS2570	A03	81.419
AGGS2022	A03	82.249
pPGPseq3F8	A03	85.31
AGGS1011	A03	86.011
AGGS1155	A03	87.68
AGGS0361	A03	89.122
AGGS2443	A03	90.098
AGGS1149	A03	90.528
AGGS0942	A03	91.444
AHGA40095	A03	92.256
AGGS1374	A03	92.51
AGGS0933-2	A03	92.824
AGGS1321	A03	93.218
AGGS2252	A03	94.025
AHGS2005	A03	94.328
AHGS3647	A03	94.442
AHGS1851	A03	94.635
AGGS2154	A03	94.827
AHGA40118	A03	95.321
AGGS1138	A03	95.935
AGGS1540	A03	96.386
AHGS2062	A03	96.933
ARS761-1	A03	97.358
AGGS2408	A03	98.374
AHGS2050	A03	98.868
AGGS0606	A03	99.047
TC4E10	A03	99.434
AGGS1874	A03	100.184
AHGS2379	A03	100.705
AGGS1179	A03	101.229
AHGA79898	A03	101.707
pPGSseq19G7	A03	101.919
AGGS1009	A03	102.415
ARS749	A03	103.598
AGGS1257	A03	107.364
GNB649	A03	111.715
AGGS2419	A03	117.534
AHGA96458	A03	119.479
IPAHM093	A03	121.165
AHGA96464	A03	122.061
AGGS0283	A03	123.738
AHGA96466	A03	125.669
TC7E4	A03	135.549
AGGS0288	A03	136.296
IPAHM103-2	A03	138.68
AHGS1766	A03	142.804
AGGS0963	A04	0
GM2313	A04	3.665
AGGS1211	A04	5.412
GM2638	A04	6.371
GM2637	A04	8.095
pPGSseq18C5	A04	13.147
AGGS0219	A04	20.893
AHGS1143	A04	25.67
GM2480	A04	29.488
AGGS2135-2	A04	35.321
AGGS1126	A04	37.586
AHGS2192	A04	40.203
AGGS1398	A04	41.482
AGGS1458	A04	43.846
AHGA54890	A04	44.891
TC29C7	A04	49.443
AGGS1414	A04	50.432
POCR536	A04	51.539
AGGS0042	A04	51.97
AGGS0580	A04	52.686
AHGA36571	A04	52.981
GNB155	A04	53.348
ARS726	A04	54.284
AHGA220404	A04	54.728
AHGS2481	A04	54.899
AHGS1160	A04	55.219
AGGS1200	A04	55.689
IPAHM395	A04	55.887
AHGA354330	A04	56.007
AGGS1485	A04	56.096
AGGS1520	A04	56.159
AHGA354335	A04	56.456
AGGS0225	A04	56.748
AHGS2643	A04	58.1
AHGS2166	A04	58.506
AHGS1471	A04	58.688
AGGS1275	A04	59.103
AHGS2117	A04	59.239
AHGS2204	A04	59.681
AGGS2531	A04	59.97
pPGSseq19A4	A04	60.241
AHGS1917	A04	60.551
AHGS1679	A04	60.858
AGGS1547	A04	61.454
AHGS1236	A04	61.873
GM2246-1	A04	62.61
AGGS1206	A04	62.973
AGGS2196	A04	64.441
AGGS2261-1	A04	67.36
AHGA170476	A04	72.255
AHGS1353	A04	75.235
AHGS2469	A04	80.641
AHGA331158	A04	82.329
ARS772	A04	93.119
AGGS0931-1	A05	0
AGGS1487	A05	6.254
GM1878	A05	11.147
AHGS1507	A05	12.996
AGGS0863	A05	15.167
AGGS2038	A05	18.806
GA145	A05	20.442
GM1890	A05	20.954
AGGS1700	A05	22.007
AGGS0403-1	A05	22.994
TC6E1-2	A05	23.566
PM36	A05	24.051
GM1577	A05	24.771
ARS760	A05	24.858
TC3G5	A05	25.219
AGGS1648	A05	25.409
AGGS1187	A05	28.905
AHGS1806	A05	30.176
GNB138	A05	30.907
AhTE0553	A05	32.447
AHGA44695	A05	33.76
AHGS1341	A05	34.356
pPGSseq10D4	A05	34.736
AHGA44674	A05	35.194
AGGS0941	A05	35.656
AHGA44686	A05	36.11
AHGA9104	A05	36.693
AHGA9097	A05	37.023
ARS715	A05	37.348
GA32	A05	38.088
AGGS1335	A05	38.426
AGGS1525	A05	39.072
TC3A12	A05	39.434
pPGSseq11C8	A05	39.748
AHGS0599	A05	40.075
ARS702	A05	40.249
AHGS1959	A05	40.642
AGGS2177	A05	40.753
AHGS0696	A05	40.974
PM179	A05	41.164
TC2B9	A05	41.374
AGGS0984	A05	42.062
TC2D8	A05	42.421
AGGS0329	A05	42.902
GNB983	A05	43.882
AGGS2124	A05	44.698
AGGS1905	A05	45.746
AHGS2159	A05	47.898
AGGS0280	A05	48.678
pPGSseq19E9	A05	49.624
AGGS1281	A05	50.059
AGGS2517	A05	50.642
AHGS1245	A05	50.839
AGGS0876	A05	55.738
AHGA193650	A05	62.071
AhTE0470	A05	66.668
AGGS2513	A05	70.07
AGGS0716	A05	86.151
AHGS1697	A05	86.643
pPGPseq3A4	A05	101.392
AHGA128473	A05	108.746
IPAHM659	A06	0
AHGS1512	A06	6.742
AGGS1479	A06	25.979
AGGS1896	A06	27.766
AGGS2014	A06	29.375
AGGS1833	A06	30.26
AGGS1450-2	A06	31.848
AGGS1953	A06	35.143
pPGPseq4E12	A06	38.347
