Marker	Chr	cM
wPt-4676	1A	0
wPt-7296	1A	1.3
wPt-664778	1A	1.5
wPt-666776	1A	1.5
wPt-671790	1A	1.5
wPt-741357	1A	1.5
377889	1A	2.6
wPt-1167	1A	2.6
wPt-5876	1A	2.6
wPt-6709	1A	2.6
wPt-8770	1A	2.6
wPt-9752	1A	4.1
wPt-0595	1A	4.6
wPt-6564	1A	4.6
wPt-665724	1A	4.6
wPt-2527	1A	5.2
wPt-0196	1A	5.2
wPt-6280	1A	5.7
wPt-1924	1A	5.7
wPt-0512	1A	6
wPt-3870	1A	6.7
wPt-730187	1A	7.2
wPt-731846	1A	7.2
wPt-3870	1A	9.1
wPt-4177	1A	9.5
wPt-671698	1A	9.9
wPt-1692	1A	9.9
wPt-8076	1A	9.9
wPt-667180	1A	10.6
wPt-729972	1A	10.6
wPt-731843	1A	10.6
wPt-731476	1A	18.3
wPt-734027	1A	18.3
wPt-4735	1A	20.3
wPt-6882	1A	20.3
tPt-5413	1A	21.3
wPt-3698	1A	28.3
wPt-5411	1A	46.8
wPt-4886	1A	47
wPt-731018	1A	51.1
wPt-0011	1A	96.4
wPt-6505	1A	96.4
wPt-8882	1A	96.4
wPt-4408	1A	110
wPt-0767	1A	110.9
wPt-2847	1A	110.9
wPt-5367	1A	110.9
wPt-5660	1A	110.9
wPt-7339	1A	110.9
wPt-7972	1A	110.9
wPt-9938	1A	110.9
wPt-4658	1A	111.6
wPt-0769	1A	132.1
wPt-666087	1A	132.1
wPt-669294	1A	132.1
wPt-732717	1A	135.6
wPt-3712	1A	137.7
tPt-7724	1A	140
tPt-1419	1A	142.1
wPt-0497	1A	142.1
wPt-1010	1A	142.1
wPt-667288	1A	142.1
wPt-6754	1A	142.1
wPt-730902	1A	142.1
wPt-732377	1A	142.1
wPt-732881	1A	142.1
wPt-733820	1A	142.1
wPt-734288	1A	142.1
wPt-8644	1A	142.1
wPt-9985	1A	142.1
wPt-4709	1A	143
wPt-5077	1A	143
wPt-668205	1A	147.7
wPt-734040	1A	160.1
wPt-1011	1A	167.4
wPt-1310	1A	167.4
wPt-6853	1A	167.4
wPt-734074	1A	167.4
wPt-744613	1A	167.4
wPt-0983	1B	1.8
wPt-0308	1B	3
wPt-3753	1B	14.7
wPt-5347	1B	14.7
wPt-6592	1B	14.7
372481	1B	14.7
372596	1B	14.7
wPt-2949	1B	15.4
wPt-7129	1B	15.4
wPt-741980	1B	15.7
wPt-5006	1B	16.5
wPt-1981	1B	17.6
wPt-0655	1B	17.8
wPt-8627	1B	17.8
tPt-5413	1B	17.9
wPt-8971	1B	18.4
wPt-4726	1B	18.4
tPt-7183	1B	18.4
tPt-8831	1B	18.4
wPt-2999	1B	18.4
wPt-3582	1B	18.4
wPt-4605	1B	18.4
wPt-668069	1B	18.4
wPt-731196	1B	18.4
wPt-740789	1B	18.4
wPt-741676	1B	18.4
wPt-741749	1B	18.4
wPt-3889	1B	18.7
wPt-1139	1B	19.5
wPt-9864	1B	20.5
wPt-8716	1B	21.6
wPt-6325	1B	21.8
wPt-4133	1B	21.8
wPt-8682	1B	25.1
wPt-1876	1B	26.3
wPt-4729	1B	26.3
wPt-5899	1B	26.3
wPt-2706	1B	28.9
wPt-2744	1B	28.9
wPt-5385	1B	28.9
wPt-5562	1B	28.9
wPt-7242	1B	28.9
wPt-733882	1B	31
wPt-2694	1B	31.4
wPt-11532	1B	32.7
wPt-9283	1B	33.3
wPt-1374	1B	44
wPt-8168	1B	50.3
wPt-2389	1B	53.9
wPt-3451	1B	54.1
wPt-3566	1B	70.8
wPt-5485	1B	70.8
wPt-11513	1B	72.9
wPt-6042	1B	78.3
wPt-6690	1B	82.9
wPt-8280	1B	82.9
wPt-0506	1B	84.5
wPt-0202	1B	84.5
wPt-3227	1B	84.5
wPt-3579	1B	87
rPt-7906	1B	93.6
wPt-1818	1B	94.2
wPt-9409	1B	94.2
wPt-1247	1B	94.4
rPt-7906	1B	96.2
wPt-4465	1B	98.3
wPt-1247	1B	98.8
wPt-1818	1B	98.8
wPt-9409	1B	98.8
wPt-2675	1B	99.7
wPt-8251	1B	99.7
wPt-2257	1B	115.7
wPt-7066	1B	116.7
wPt-9032	1B	116.7
wPt-0459	1B	119.1
wPt-0097	1B	121.4
wPt-5034	1B	123.7
wPt-5061	1B	123.7
rPt-2940	1B	124.7
wPt-5281	1B	124.7
wPt-2205	1B	129.4
wPt-5907	1B	129.7
rPt-5412	1B	139.6
wPt-8832	1B	139.6
wPt-5217	1B	143.5
wPt-4702	1B	144
wPt-4361	1B	144.6
wPt-1313	1B	150.9
wPt-1770	1B	150.9
wPt-7746	1B	150.9
wPt-1672	1B	153.7
wPt-1786	1B	153.7
wPt-664593	1B	153.9
wPt-664703	1B	153.9
wPt-11517	1B	154.6
tPt-6091	1B	154.6
wPt-1973	1B	155.3
wPt-2180	1B	157.8
wPt-5915	1B	157.8
wPt-3954	1B	158
wPt-4497	1B	158
wPt-3571	1B	162.3
wPt-2968	1B	165.4
wPt-5915	1B	165.4
wPt-3950	1B	165.6
wPt-6142	1B	165.6
wPt-734314	1B	165.6
wPt-8328	2A	0
wPt-5027	2A	0
wPt-2222	2A	0
tPt-2481	2A	1.4
wPt-3611	2A	1.7
wPt-8925	2A	1.7
wPt-3744	2A	1.7
wPt-0277	2A	1.7
wPt-0102	2A	1.7
wPt-7175	2A	8.6
tPt-4602	2A	8.6
wPt-4197	2A	9.4
wPt-5647	2A	9.4
tPt-1041	2A	9.4
wPt-4533	2A	9.4
wPt-744759	2A	10
wPt-741412	2A	10
wPt-667588	2A	10
wPt-7049	2A	10.2
wPt-6245	2A	10.7
wPt-2401	2A	10.7
tPt-5584	2A	23.6
wPt-9624	2A	24.9
wPt-7626	2A	24.9
wPt-5839	2A	24.9
wPt-7026	2A	50.5
wPt-1203	2A	107.7
wPt-8216	2A	113.8
wPt-3244	2A	154.6
wPt-2293	2A	154.6
wPt-3865	2A	177.3
wPt-0015	2A	177.3
wPt-1320	2A	186.5
wPt-9793	2A	198.7
wPt-9277	2A	198.7
wPt-9797	2A	206.2
wPt-1615	2A	206.2
wPt-8403	2A	206.5
wPt-9586	2A	206.8
wPt-2858	2A	206.8
wPt-6064	2A	206.8
tPt-6105	2A	206.8
wPt-5850	2A	208.4
wPt-799683	2A	208.4
wPt-7739b	2A	208.4
wPt-744006	2A	208.4
wPt-667895	2A	208.4
wPt-665889	2A	208.4
wPt-664140	2A	208.4
wPt-5887	2A	208.4
wPt-4861	2A	208.4
wPt-0825	2A	208.4
tPt-2163	2A	208.4
wPt-8403	2A	209.5
wPt-800788	2A	210.8
wPt-741584	2A	210.8
wPt-741201	2A	210.8
wPt-669355	2A	210.8
wPt-3286	2A	210.9
wPt-7649	2A	211
wPt-7739a	2A	211.1
wPt-5887	2A	211.1
wPt-3281	2A	211.1
wPt-1499	2A	211.1
wPt-0825	2A	211.1
wPt-2696	2A	211.5
wPt-7765	2A	212.1
wPt-7649	2A	212.1
wPt-741208	2A	212.1
wPt-667485	2A	212.1
wPt-0623	2A	212.1
tPt-6105	2A	212.1
wPt-3517	2B	0.7
wPt-0100	2B	0.9
wPt-1634	2B	0.9
wPt-8737	2B	0.9
117413	2B	7.1
wPt-5738	2B	7.9
wPt-7970	2B	8.3
wPt-3592	2B	9.9
wPt-2106	2B	10.9
wPt-9958	2B	11.3
wPt-671778	2B	11.8
wPt-1601	2B	12.3
wPt-3547	2B	12.4
wPt-11501	2B	22
wPt-7666	2B	26.7
wPt-10778	2B	27
wPt-9169	2B	27.1
wPt-7695	2B	30
758366	2B	31.3
tPt-4627	2B	31.3
wPt-8404	2B	31.4
wPt-4664	2B	35.6
wPt-11518	2B	37.2
wPt-7932	2B	40.7
wPt-7158	2B	40.9
wPt-3561	2B	41.9
wPt-8513	2B	41.9
wPt-8097	2B	42.1
wPt-3561	2B	42.5
wPt-9668	2B	42.8
wPt-5513	2B	45.1
wPt-743545	2B	45.1
wPt-4195	2B	45.3
wPt-5788	2B	45.7
wPt-6199	2B	55.7
wPt-8492	2B	58.4
wPt-2600	2B	58.6
wPt-7320	2B	58.6
wPt-7757	2B	58.9
wPt-4125	2B	58.9
wPt-5556	2B	58.9
wPt-5672	2B	58.9
wPt-6192	2B	58.9
wPt-1064	2B	59
wPt-8583	2B	59
wPt-9316	2B	59.4
wPt-666389	2B	60.1
wPt-0408	2B	65
wPt-6477	2B	65.8
wPt-0408	2B	66.2
wPt-6477	2B	67.2
wPt-9316	2B	67.2
wPt-666987	2B	67.4
wPt-2664	2B	93.2
wPt-1140	2B	121.9
wPt-3042	2B	131.2
wPt-8569	2B	131.9
wPt-0094	2B	132.3
wPt-7317	2B	132.6
wPt-0215	2B	133
wPt-669681	2B	133.9
wPt-730172	2B	133.9
wPt-8697	2B	133.9
wPt-2430	2B	134.2
wPt-11586	2B	135.6
wPt-11561	2B	136.9
wPt-0189	2B	137.9
wPt-2293	2B	137.9
wPt-8693	2B	137.9
wPt-9654	2B	137.9
wPt-1294	2B	138.1
wPt-10440	2B	140.4
wPt-9350	2B	140.4
wPt-800425	2B	141.2
wPt-800707	2B	141.2
wPt-0489	2B	142
wPt-8460	2B	144
wPt-9350	2B	144
wPt-3929	2B	144
wPt-1646	2B	144.1
wPt-3651	2B	144.1
wPt-7305	2B	146
wPt-0694	2B	147
wPt-5242	2B	148.6
wPt-0697	2B	153.8
wPt-9257	2B	153.8
wPt-5989	2B	160.1
wPt-4223	2B	160.3
wPt-0567	2B	160.5
wPt-9190	2B	161.5
wPt-6894	2B	163.8
wPt-2415	2B	164.8
wPt-7004	2B	164.8
wPt-2929	2B	170.6
304741	2B	174.9
wPt-2502	2B	175.6
wPt-6643	2B	176
wPt-2724	2B	176.2
wPt-4892	2B	177.5
wPt-3632	2B	179.3
wPt-4426	2B	179.3
rPt-6122	2B	181.6
wPt-11421	2B	181.6
wPt-3705	2B	182.7
wPt-4773	2B	182.7
wPt-5009	2B	182.7
wPt-9136	2B	182.7
wPt-3755	2B	183
wPt-2274	2B	183.6
wPt-2135	2B	184.5
wPt-7360	2B	184.5
wPt-3378	2B	185.7
wPt-0049	2B	185.8
wPt-3701	2B	187.6
wPt-4917	2B	187.7
wPt-6522	2B	188.2
wPt-5736	2B	188.2
wPt-8284	2B	188.2
wPt-10715	2B	189.1
wPt-6565	2B	189.1
wPt-0749	2B	191.5
wPt-0891	2B	191.5
wPt-2929	2B	191.9
wPt-4892	2B	191.9
wPt-9373	3A	0
wPt-8585	3A	1.3
wPt-3476	3A	1.3
wPt-4480	3A	1.3
wPt-1331	3A	1.3
wPt-0096	3A	1.3
wPt-0546	3A	1.3
wPt-7485	3A	5.03529411764706
304419	3A	5.6
wPt-6204	3A	7.184
wPt-1340	3A	7.3
wPt-9351	3A	7.3
wPt-3094	3A	7.3
wPt-7955	3A	9
wPt-9369	3A	9.6
wPt-7992	3A	9.6
wPt-6854	3A	9.6
wPt-1111	3A	10.6216216216216
wPt-2938	3A	10.6216216216216
wPt-1655	3A	10.6216216216216
wPt-9222	3A	11
wPt-2729	3A	11
wPt-0419	3A	31.3441340782123
wPt-2810	3A	31.3441340782123
wPt-0714	3A	32.2156424581006
wPt-745076	3A	32.2156424581006
wPt-1923	3A	32.9418994413408
wPt-1652	3A	32.9418994413408
wPt-3348	3A	32.9418994413408
wPt-8104	3A	79.8284615384615
wPt-5886	3A	92.4
wPt-5786	3A	107
wPt-2202	3A	107.366666666667
wPt-11619	3A	108.1
wPt-4939	3A	108.25
wPt-2756	3A	110.2
wPt-4105	3A	110.5
wPt-6218	3A	110.5
wPt-2202	3A	110.5
wPt-5786	3A	110.5
wPt-5084	3A	112.1
wPt-11619	3A	112.1
wPt-4859	3A	112.7
wPt-8362	3A	112.7
wPt-1119	3A	112.7
tPt-7209	3A	123.067741935484
wPt-5943	3A	123.067741935484
wPt-6956	3A	123.067741935484
wPt-3133	3A	123.496774193548
wPt-2659	3A	130.2
wPt-1562	3A	130.2
wPt-3816	3A	130.2
wPt-1092	3A	131.360256410256
wPt-5173	3A	146.9
wPt-6422	3A	159.1
wPt-5125	3A	161.3
wPt-5133	3A	161.4
tPt-7492	3A	161.4
wPt-1036	3A	168.916666666667
wPt-1339	3A	169.940540540541
tPt-6376	3A	172.527272727273
wPt-1888	3A	174.4
wPt-3978	3A	174.4
wPt-8876	3A	174.6
wPt-4545	3A	174.6
wPt-0147	3A	176.461538461538
wPt-0549	3A	176.461538461538
tPt-6376	3A	176.461538461538
wPt-732237	3A	176.461538461538
wPt-0398	3A	176.985245901639
wPt-9626	3A	176.985245901639
wPt-5658	3A	177.9
wPt-8203	3A	178.7
