Marker	Chr	cM
BG274	1	0
AW350	1	1.537
RCS1093	1	2.679
WCS1465	1	3.771
RCS1423	1	4.013
RCS1206	1	4.015
RCS6823	1	4.807
RCS0917	1	4.895
RCS3771	1	5.04
RCS5073	1	5.04
RCS4533	1	5.121
RCS3480	1	6.17
RCS2864	1	6.515
RCS5326	1	6.805
RCS5253	1	7.143
RCS4144	1	7.531
RCS5729	1	7.572
RCS3005	1	7.576
RCS5954	1	7.755
WCS0587	1	8.364
RCS1712	1	9.427
prs256	1	9.616
RCS1535	1	9.727
ats125	1	9.949
RCS6481	1	9.949
RCS3201	1	9.987
RCS1898	1	9.992
RCS5145	1	10.007
RCS1715	1	10.074
RCS3114	1	11.181
RCS1982	1	11.475
RCS4680	1	12.066
RCS4638	1	12.128
RCS6631	1	12.139
RCS6754	1	12.224
WCS0251	1	12.522
RCS2928	1	12.694
RCS1427	1	12.709
RCS5026	1	12.709
RCS2236	1	12.716
RCS5197	1	12.754
RCS3013	1	13.553
WCS1652	1	14.831
RCS4570	1	16.051
RCS4805	1	16.165
RCS2950	1	16.416
RCS2238	1	16.442
RCS4000	1	16.528
RCS1673	1	17.013
WCS0701	1	18.16
RCS4382	1	18.401
WCS0209	1	19.3
RCS2268	1	19.839
RCS5057	1	20.239
RCS7105	1	20.239
RCS3438	1	20.264
RCS1830	1	20.4
WCS0371	1	20.595
RCS6820	1	20.957
RCS1704	1	20.98
WCS1476	1	21.164
RCS1812	1	21.393
RCS7242	1	21.484
WCS1657	1	21.708
RCS4914	1	22.332
WCS1461	1	22.946
RCS0883	1	23.907
C1483	1	23.908
RCS0884	1	23.922
RCS3658	1	24.956
RCS4235	1	25.825
RCS1290	1	26.203
RCS1912	1	26.979
RCS2088	1	27.669
RCS0593	1	28.453
RCS5595	1	28.475
RCS5817	1	28.485
RCS4351	1	28.869
RCS6004	1	28.869
WCS1211	1	29.646
RCS7228	1	29.942
WCS0321	1	29.975
RCS5538	1	29.977
RCS3842	1	29.981
RCS6549	1	29.992
RCS4501	1	30.648
WCS1570	1	30.862
RCS3805	1	31.332
RCS2173	1	31.72
RCS3555	1	31.74
RCS1456	1	32.13
WCS0266	1	32.147
RCS2883	1	32.557
RCS2437	1	33.452
TPSSR50	1	34.411
RCS6085	1	34.853
RCS2610	1	36.333
RCS4218	1	38.29
RCS6166	1	38.412
WCS1158	1	38.428
RCS0838	1	38.851
RCS4280	1	40.44
RCS2484	1	40.508
RCS2923	1	40.536
WCS1982	1	40.694
C1961	1	41.557
RCS5799	1	41.678
RCS5556	1	42.161
WCS1868	1	42.244
RCS2107	1	42.259
RCS3797	1	42.266
RCS2393	1	42.387
RCS2493	1	42.529
RCS1621	1	42.532
RCS5504	1	42.559
RCS6213	1	42.827
RCS3751	1	42.893
RCS6190	1	42.972
RCS3088	1	43.03
RCS0005	1	43.043
RCS5845	1	43.552
RCS2565	1	44.232
WCS1489	1	44.741
RCS4212	1	44.945
RCS6509	1	45.652
RCS1257	1	46.413
WCS0421	1	46.581
WCS0560	1	46.978
RCS3059	1	47.448
WCS0736	1	47.76
WCS1847	1	47.967
RCS0857	1	48.521
RCS2550	1	48.898
RCS1777	1	49.977
RCS6940	1	50.546
RCS5340	1	51.076
C189	1	52.032
C2401	1	52.862
RCS0035	1	52.952
WCS1090	1	53.486
RCS5717	1	53.675
RCS6459	1	54.439
RCS1761	1	54.682
RCS3152	1	55.122
RCS2764	1	57.389
prs285	1	57.815
RCS6615	1	58.235
C1062	1	59.214
RCS2852	1	60.86
RCS6648	1	61.715
RCS6742	1	61.851
RCS5648	1	61.949
RCS2598	1	63.228
RCS5058	1	65.668
RCS2918	1	65.978
RCS0907	1	67.349
RCS1838	1	67.541
RCS5027	1	67.72
RCS7142	1	68.066
RCS5971	1	68.506
RCS1863	1	68.682
WCS1018	1	70.199
RCS3516	1	71.757
RCS2524	1	72.768
RCS4399	1	73.508
RCS2672	1	73.676
RCS6016	1	74.427
RCS6161	1	74.511
WCS0342	1	74.694
RCS5759	1	75.388
RCS4301	1	75.419
RCS6958	1	75.767
RCS6991	1	75.956
RCS6461	1	76.397
RCS6206	1	76.957
RCS6232	1	76.957
RCS0089	1	77.128
RCS2149	1	77.649
RCS1447	1	77.89
RCS3524	1	78.135
RCS7000	1	78.277
RCS2682	1	78.484
WCS0403	1	78.981
RCS0810	1	79.383
WCS1571	1	79.971
RCS6128	1	80.173
RCS3161	1	80.313
RCS6272	1	81.678
RCS7210	1	81.678
RCS2831	1	81.987
RCS1845	1	83.557
RCS5615	1	84.703
WCS1589	1	85.076
RCS5551	1	85.16
RCS1807	1	86.643
RCS2455	1	88.45
RCS5704	1	93.841
RCS3375	1	95.83
RCS3233	1	96.238
RCS3159	1	96.809
RCS4956	1	100.673
RCS6800	1	118.268
RCS1309	2	0
RCS3190	2	1.352
RCS0974	2	2.93
WCS0630	2	4.738
WCS1644	2	5.154
prs279	2	5.761
RCS5305	2	5.837
WCS0095	2	6.564
RCS4591	2	6.583
WCS1588	2	7.402
WCS1720	2	7.881
RCS6718	2	8.328
C1602z	2	8.483
RCS0262	2	8.586
RCS0130	2	8.587
RCS6935	2	8.599
RCS6428	2	8.618
RCS4672	2	8.63
WCS0130	2	8.642
C298	2	9.191
RCS3186	2	10.23
C189Hind	2	12.808
RCS6129	2	14.212
RCS5657	2	14.955
RCS6698	2	17.083
RCS5208	2	17.225
RCS0747	2	18.021
RCS1090	2	19.067
RCS2889	2	20.182
RCS3322	2	20.725
RCS5238	2	20.829
RCS1678	2	21.33
RCS6039	2	21.828
RCS3537	2	23.177
RCS7081	2	23.772
WCS0333	2	23.843
MtBA32F05R1	2	24.517
RCS2171	2	24.567
RCS6011	2	25.428
RCS1864	2	26.057
RCS1708	2	26.246
C2134a	2	27.331
RCS3355	2	29.037
RCS3817	2	29.676
RCS5476	2	29.722
RCS3157	2	29.927
RCS0074	2	30.122
RCS1281	2	30.497
RCS5885	2	30.669
RCS6096	2	31.2
RCS7050	2	32.228
WCS1609	2	32.673
C361w	2	33.319
C361v	2	33.534
RCS4683	2	34.075
RCS1113	2	34.098
WCS1463	2	34.606
WCS1280	2	34.82
C361z	2	35.727
RCS1163	2	36.15
RCS4642	2	36.345
RCS5590	2	36.659
RCS2250	2	36.667
RCS3251	2	37.454
C361y	2	37.517
