phys	rec.rate	upper	lower
0.109561514014014	2.12952735905838	4.98822973042051	0
0.328684542042042	2.12952735905837	4.98822973042045	0
0.54780757007007	2.1295273590584	4.98822973042051	0
0.766930598098098	2.12952735905837	4.98822973042045	0
0.986053626126126	2.12952735905838	4.98822973042048	0
1.20517665415415	2.12952735905838	4.98822973042045	0
1.42429968218218	2.12952735905839	4.98822973042051	0
1.64342271021021	2.12952735905837	4.98822973042045	0
1.86254573823824	2.12952735905838	4.98822973042048	0
2.08166876626627	2.12952735905838	4.98822973042045	0
2.30079179429429	2.12952735905839	4.98822973042051	0
2.51991482232232	2.12952735905837	4.98822973042045	0
2.73903785035035	2.12952735905838	4.98822973042048	0
2.95816087837838	2.12952735905838	4.98822973042045	0
3.17728390640641	2.12952735905838	4.98822973042048	0
3.39640693443443	2.12952735905839	4.98822973042051	0
3.61552996246246	2.12952735905838	4.98822973042045	0
3.83465299049049	2.12952735905837	4.98822973042045	0
4.05377601851852	2.12952735905839	4.98822973042051	0
4.27289904654655	2.12952735905838	4.98822973042046	0
4.49202207457457	2.12952735905838	4.98822973042047	0
4.7111451026026	2.12952735905838	4.98822973042049	0
4.93026813063063	2.12952735905838	4.98822973042047	0
5.14939115865866	2.12952735905838	4.98822973042047	0
5.36851418668669	2.12952735905838	4.98822973042047	0
5.58763721471472	2.12952735905838	4.98822973042047	0
5.80676024274274	2.12952735905838	4.98822973042048	0
6.02588327077077	2.12952735905838	4.98822973042046	0
6.2450062987988	2.12952735905838	4.98822973042048	0
6.46412932682683	2.12952735905838	4.98822973042047	0
6.68325235485486	2.12952735905838	4.98822973042047	0
6.90237538288288	2.12952735905838	4.98822973042047	0
7.12149841091091	2.12952735905838	4.98822973042047	0
7.34062143893894	2.12952735905838	4.98822973042048	0
7.55974446696697	2.12952735905838	4.98822973042047	0
7.778867494995	2.12952735905838	4.98822973042047	0
7.99799052302302	2.12952735905838	4.98822973042047	0
8.21711355105105	2.12952735905838	4.98822973042047	0
8.43623657907908	2.12952735905838	4.98822973042047	0
8.65535960710711	2.12952735905838	4.98822973042047	0
8.87448263513514	2.12952735905838	4.98822973042047	0
9.09360566316316	2.12952735905838	4.98822973042046	0
9.31272869119119	2.12952735905838	4.98822973042047	0
9.53185171921922	2.12952735905838	4.98822973042048	0
9.75097474724725	2.12952735905838	4.98822973042047	0
9.97009777527528	2.12952735905838	4.98822973042048	0
10.1892208033033	2.12952735905838	4.98822973042047	0
10.4083438313313	2.12952735905838	4.98822973042047	0
10.6274668593594	2.12952735905838	4.98822973042047	0
10.8465898873874	2.12952735905838	4.98822973042047	0
11.0657129154154	2.12952735905838	4.98822973042047	0
11.2848359434434	2.12952735905838	4.98822973042047	0
11.5039589714715	2.15023999062431	4.81540058155533	0
11.7230819994995	2.16382506166303	4.59975713655522	0.0210829243051819
11.9422050275275	2.02939521174307	4.2993131131779	0
12.1613280555556	1.78495072980756	3.84534747420621	0
12.3804510835836	1.51761731898978	3.26220669773647	0
12.5995741116116	1.26698873756163	2.64834629794876	0
12.8186971396396	1.03977897482503	1.98106695783984	0
13.0378201676677	0.863676434730916	1.46605983808731	0
13.2569431956957	0.749866040917316	1.40207213070561	0
13.4760662237237	0.698378404053465	1.40056755616942	0
13.6951892517518	0.709213524139368	1.47312973416235	0
13.9143122797798	0.782371401175025	1.6744347222725	0
14.1334353078078	0.917852035160434	2.04854665060295	0
14.3525583358358	1.11444362326889	2.55832251073489	0
14.5716813638639	1.34423138233294	2.9706347804221	0.156286019550829
14.7908043918919	1.57089593585572	3.0173746118101	0.402258895389327
15.0099274199199	1.76116312099405	3.05827905565808	0.684138282907989
15.2290504479479	1.91769772861713	3.12259229051963	0.965250920021651
15.448173475976	2.04250434501146	3.13991519123296	1.25916663431316
15.667296504004	2.13430723799954	3.08758621887593	1.39243695885563
15.886419532032	2.18590291597042	3.06106838718079	1.47339881456809
16.1055425600601	2.18818570961179	3.03507623206284	1.52505648070131
16.3246655880881	2.13442534534427	2.90949084005944	1.47965500832399
16.5437886161161	2.02430815871495	2.82825866931619	1.41019447050057
16.7629116441441	1.85781111427744	2.60567459224128	1.18826047640425
16.9820346721722	1.62959776740353	2.42290976468429	0.811401187951596
17.2011577002002	1.34071194211469	2.11476498298859	0.330853014098633
17.4202807282282	1.04614576787661	1.84535178538298	0
17.6394037562563	0.764961881388793	1.72250858765099	0
17.8585267842843	0.505578696608241	1.691010573053	0
18.0776498123123	0.501358535882731	1.75295936098357	0
18.2967728403403	0.965932896289781	1.96207699083045	0
18.5158958683684	1.69675022273041	2.95704264228217	0.302602329739897
18.7350188963964	2.3560326312619	4.51201448527361	1.15301805595849
18.9541419244244	2.70783093685134	5.05557028520081	1.74603838673101
19.1732649524525	2.84005255838027	4.77740154095814	2.00843414634188
19.3923879804805	2.86646551982957	4.24291865379764	2.12016903471098
19.6115110085085	2.84157475242106	3.76609169457684	2.16242007756144
19.8306340365365	2.78377538152635	3.77356230847881	2.14596820679569
20.0497570645646	2.6931023106804	3.81803464622996	2.04836836065039
20.2688800925926	2.56955553988324	3.73980448936153	1.80534972262913
20.4880031206206	2.41313506913485	3.53599748434637	1.53051539294818
20.7071261486487	2.22384089843525	3.26125700243821	1.30454239795566
20.9262491766767	2.00449045191095	2.89620592047901	1.02530675213947
21.1453722047047	1.79518732852773	2.56089517635901	0.887106615619519
21.3644952327327	1.61853458397532	2.2561451942655	0.912779004891971
21.5836182607608	1.46190559774938	2.00601940806183	0.92061590584987
21.8027412887888	1.32231710387136	1.81168395210407	0.834156453836686
22.0218643168168	1.19105802533407	1.63636102215609	0.709417842393484
22.2409873448448	1.06512986936818	1.52478295054489	0.589988349688448
22.4601103728729	0.944529868923045	1.39427910504751	0.453109212814669
22.6792334009009	0.828642985862922	1.27985120717856	0.293213502748606
22.8983564289289	0.713962872559416	1.18644481564934	0.172354703900683
23.117479456957	0.601584226060279	1.11544017891866	0.0489328588117905
23.336602484985	0.491827634488781	0.989287921889875	0
23.555725513013	0.38469309784492	0.864108422847979	0
23.774848541041	0.280353173285597	0.761844815669076	0
23.9939715690691	0.182882257115521	0.629938346987767	0
24.2130945970971	0.0964142799338493	0.561521132769186	0
24.4322176251251	0.0218332230126658	0.462462758702951	0
24.6513406531532	0	0.423829760193919	0
24.8704636811812	0	0.424716257154111	0
25.0895867092092	0	0.443441229037515	0
25.3087097372372	0	0.484461168655478	0
25.5278327652653	0	0.520442733121755	0
25.7469557932933	0	0.570229207338715	0
25.9660788213213	0.0230593968623983	0.604966386993298	0
26.1852018493494	0.103401695465793	0.663536183368377	0
26.4043248773774	0.203838900349648	0.740999569718998	0
26.6234479054054	0.324371011513971	0.831465413632135	0
26.8425709334334	0.464998028958757	0.939713331741439	0.00682482008596299
27.0616939614615	0.625719952684001	1.09415693708026	0.205015401643945
27.2808169894895	0.806536782689719	1.29708347912148	0.377248449720082
27.4999400175175	1.0074485189759	1.59015242791769	0.546836454469783
27.7190630455455	1.22845516154253	1.88958097426943	0.693742875540458
27.9381860735736	1.46955671038963	2.33024740360511	0.804699148100166
28.1573091016016	1.73075244937622	2.80998241783093	0.935732242576158
