set	map	mkr	phys	gen	vld
Cicer_arietinum_Khajuria2015	29	CaGMS223	15301896	0	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS506	NA	4.901	FALSE
Cicer_arietinum_Khajuria2015	2	CaGMS433	7787836	14.379	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS453	NA	14.379	FALSE
Cicer_arietinum_Khajuria2015	NA	CaGMS462	NA	14.379	FALSE
Cicer_arietinum_Khajuria2015	8	CaTMS911	2772991	22.384	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS51	NA	25.52	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS873	NA	47.078	FALSE
Cicer_arietinum_Khajuria2015	NA	CaGMS31	NA	53.85	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS557	NA	54.455	FALSE
Cicer_arietinum_Khajuria2015	3	CaTMS673	11772853	54.655	TRUE
Cicer_arietinum_Khajuria2015	6	CaTMS731	36580221	55.458	TRUE
Cicer_arietinum_Khajuria2015	7	CaTMS776	4095554	60.265	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS1195	NA	62.133	FALSE
Cicer_arietinum_Khajuria2015	NA	CaGMS14	NA	64.644	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS687	NA	72.847	FALSE
Cicer_arietinum_Khajuria2015	3	CaTMS651	39622079	74.487	TRUE
Cicer_arietinum_Khajuria2015	16	CaTMS868	34470975	75.348	TRUE
Cicer_arietinum_Khajuria2015	NA	CaTMS884	NA	87.622	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS1095	NA	87.78	FALSE
Cicer_arietinum_Khajuria2015	341	CaTMS652	19763354	88.323	TRUE
Cicer_arietinum_Khajuria2015	NA	CaTMS594	NA	103.692	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS761	NA	107.486	FALSE
Cicer_arietinum_Khajuria2015	NA	CaGMS1298	NA	0	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS1084	NA	0.01	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS541	NA	3.22	FALSE
Cicer_arietinum_Khajuria2015	123	CaTMS566	26580590	5.44	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS1160	NA	5.916	FALSE
Cicer_arietinum_Khajuria2015	NA	CaGMS4	NA	15.168	FALSE
Cicer_arietinum_Khajuria2015	42	CaGMS43	30031932	15.329	TRUE
Cicer_arietinum_Khajuria2015	6	CaGMS1125	8125303	16.644	TRUE
Cicer_arietinum_Khajuria2015	17	CaTMS548	21851271	17.013	TRUE
Cicer_arietinum_Khajuria2015	NA	CaTMS871	NA	17.062	FALSE
Cicer_arietinum_Khajuria2015	63	CaGMS22	50654622	20.392	TRUE
Cicer_arietinum_Khajuria2015	8	CaTMS788	23272345	21.013	TRUE
Cicer_arietinum_Khajuria2015	9	CaGMS26	22514119	21.185	TRUE
Cicer_arietinum_Khajuria2015	NA	CaTMS798	NA	27.882	FALSE
Cicer_arietinum_Khajuria2015	NA	CaTMS913	NA	31.773	FALSE
Cicer_arietinum_Khajuria2015	1	CaTMS759	32105992	34.57	TRUE
Cicer_arietinum_Khajuria2015	3	CaTMS716	2812511	37.246	TRUE
Cicer_arietinum_Khajuria2015	NA	CaGMS41	NA	39.786	FALSE
