set	map	mkr	phys	gen	vld
Brassica_napus_Sun2016_G1	A01	Bn_A01_p436141	29830	0	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p235484	2619018	0.481	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p102158	2470626	0.519	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p97751	2467289	1.284	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p483495	73260	2.214	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p634701	225296	3.467	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p599910	182619	4.327	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p688355	282168	5.289	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p866260	497365	6.732	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p912298	530532	7.213	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p975640	592149	8.689	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1227000	824615	9.651	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1275284	873165	10.131	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1440009	1035932	10.612	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1439621	1035745	10.612	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1647693	1195583	11.574	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1678541	1223339	11.574	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1770291	1310205	12.535	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1823705	1358892	13.497	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1929982	1450628	13.978	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1917414	1441778	13.978	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1842079	1375640	14.459	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p1855903	1394037	14.939	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2004336	1502135	15.42	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2121224	1609450	15.901	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2187099	1672627	16.863	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2207452	1690324	17.343	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2307144	1779788	17.343	TRUE
Brassica_napus_Sun2016_G1	A01	Bn_A01_p2421445	1911985	17.824	TRUE
