set	map	mkr	phys	gen	vld
Raphanus_sativus_Shirasawa2011	3	RSS3540	2411706	0	TRUE
Raphanus_sativus_Shirasawa2011	NA	CC98aH	NA	9.9	FALSE
Raphanus_sativus_Shirasawa2011	NA	CC65b	NA	14.9	FALSE
Raphanus_sativus_Shirasawa2011	NA	CB85	NA	15.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1042	NA	16	FALSE
Raphanus_sativus_Shirasawa2011	4	RSS3729	3026622	17.8	TRUE
Raphanus_sativus_Shirasawa2011	NA	CA30	NA	18.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	CA32H	NA	19.7	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2871	NA	20.8	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0830	NA	21.2	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0953	NA	21.2	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1721	NA	21.2	FALSE
Raphanus_sativus_Shirasawa2011	5	RSS3893	9245001	22.6	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS0476	NA	23.1	FALSE
Raphanus_sativus_Shirasawa2011	NA	CC75	NA	25.1	FALSE
Raphanus_sativus_Shirasawa2011	NA	CB25b	NA	27.8	FALSE
Raphanus_sativus_Shirasawa2011	NA	CB30a	NA	27.8	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0148	NA	29.9	FALSE
Raphanus_sativus_Shirasawa2011	7	RSS0466	11436844	31.2	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS0449	NA	31.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS3922	NA	31.4	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS3262	NA	31.4	FALSE
Raphanus_sativus_Shirasawa2011	7	RSS0797	11051501	32	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS3963	NA	32	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0313	NA	32	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1371	NA	32.7	FALSE
Raphanus_sativus_Shirasawa2011	NA	CB38H	NA	33.5	FALSE
Raphanus_sativus_Shirasawa2011	NA	CD02	NA	36.1	FALSE
Raphanus_sativus_Shirasawa2011	NA	OPJ14	NA	45.4	FALSE
Raphanus_sativus_Shirasawa2011	NA	CC18	NA	50.2	FALSE
Raphanus_sativus_Shirasawa2011	NA	S	NA	51.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	CA52H	NA	52.8	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0553	NA	54.4	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0291	NA	56.2	FALSE
Raphanus_sativus_Shirasawa2011	NA	CA95a	NA	58.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1809	NA	59.9	FALSE
Raphanus_sativus_Shirasawa2011	NA	CC46	NA	62.1	FALSE
Raphanus_sativus_Shirasawa2011	2	RSS0893	38832746	63.4	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS0043	NA	63.6	FALSE
Raphanus_sativus_Shirasawa2011	6	RSS1241	17469340	63.8	TRUE
Raphanus_sativus_Shirasawa2011	7	RSS1896	17518717	64.2	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS1737	NA	64.6	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS3091	NA	65.4	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2593	NA	65.5	FALSE
Raphanus_sativus_Shirasawa2011	7	RSS3615	17959842	66.1	TRUE
Raphanus_sativus_Shirasawa2011	3	RSS1781	18229081	66.9	TRUE
Raphanus_sativus_Shirasawa2011	NA	Ph	NA	69	FALSE
Raphanus_sativus_Shirasawa2011	NA	R89998	NA	69.5	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0675	NA	70.6	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0577	NA	71.7	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1752	NA	73	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1395	NA	75.5	FALSE
Raphanus_sativus_Shirasawa2011	NA	nga249	NA	80	FALSE
Raphanus_sativus_Shirasawa2011	7	RSS3362	18412512	83.9	TRUE
Raphanus_sativus_Shirasawa2011	NA	CA66	NA	86.4	FALSE
Raphanus_sativus_Shirasawa2011	6	RSS3640	21475396	89.8	TRUE
Raphanus_sativus_Shirasawa2011	NA	CD87a	NA	91.3	FALSE
Raphanus_sativus_Shirasawa2011	NA	CC19	NA	93.9	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1194	NA	99	FALSE
Raphanus_sativus_Shirasawa2011	NA	SWG7B3	NA	99.5	FALSE
Raphanus_sativus_Shirasawa2011	NA	CB74	NA	101.6	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0403	NA	103.2	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS0011	NA	103.6	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2744	NA	103.6	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2945	NA	104.7	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1012	NA	104.8	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2692	NA	107	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS1758	NA	107.4	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS2731	NA	107.5	FALSE
Raphanus_sativus_Shirasawa2011	1	RSS2706	20332758	107.5	TRUE
Raphanus_sativus_Shirasawa2011	NA	RSS1273	NA	107.7	FALSE
Raphanus_sativus_Shirasawa2011	NA	RSS3991	NA	108	FALSE
