set	map	mkr	phys	gen	vld
Coffea_canephora_Crouzillat2020	A	ssrM372	339975	0	TRUE
Coffea_canephora_Crouzillat2020	A	C2_At1g55480	205825	0.621	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_17981	382164	3.327	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_262067	134974	3.539	TRUE
Coffea_canephora_Crouzillat2020	A	ssrR103	1317066	3.969	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_86506	313723	4.137	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_96923	303302	4.137	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_1314205	1113048	6.858	TRUE
Coffea_canephora_Crouzillat2020	A	ssrCFG3880	6331113	6.952	TRUE
Coffea_canephora_Crouzillat2020	A	MYB06_U354643	1148048	7.868	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_3344774	2819280	8.84	TRUE
Coffea_canephora_Crouzillat2020	A	ssrCFG3481	3816910	9.771	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_4711580	9716620	10.225	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_1592957	6354383	11.483	TRUE
Coffea_canephora_Crouzillat2020	A	C2_At1g05055	6952535	13.68	TRUE
Coffea_canephora_Crouzillat2020	A	chr0_128152623	7070503	14.969	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_1993343	6757479	14.969	TRUE
Coffea_canephora_Crouzillat2020	A	ssr119699	9459024	17.895	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_7364627	11365891	18.339	TRUE
Coffea_canephora_Crouzillat2020	A	ssr125835	9462393	18.447	TRUE
Coffea_canephora_Crouzillat2020	A	chr0_156115417	9643723	19.452	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_2428804	7202654	19.452	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_2616815	7391226	19.452	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_4460588	9438760	19.452	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_4601462	9579219	19.452	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_7973254	12014976	20.354	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_5704248	10868423	21.473	TRUE
Coffea_canephora_Crouzillat2020	A	ssrR264	11342043	22.382	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_8548048	12582365	23.666	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_19350121	13160443	25.156	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_8559869	12594200	25.156	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_8570349	12604680	25.156	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_9093957	13085368	25.349	TRUE
Coffea_canephora_Crouzillat2020	A	ssr37A5	17322254	26.402	TRUE
Coffea_canephora_Crouzillat2020	A	ssr46E4	14778946	26.464	TRUE
Coffea_canephora_Crouzillat2020	A	ssr78YK11	14778946	27.685	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_10379397	15753920	28.252	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_20090496	14030819	28.252	TRUE
Coffea_canephora_Crouzillat2020	A	chr1_6414164	16606722	28.252	TRUE
