set	map	mkr	phys	gen	vld
Citrus_sinensis_Guo2015	1	chr1_28244145	28244145	0	TRUE
Citrus_sinensis_Guo2015	1	chr1_28195495	28195495	0.895	TRUE
Citrus_sinensis_Guo2015	1	chr1_28069358	28069358	3.618	TRUE
Citrus_sinensis_Guo2015	1	chr1_28013295	28013295	5.275	TRUE
Citrus_sinensis_Guo2015	1	chr1_26951172	26951172	7.996	TRUE
Citrus_sinensis_Guo2015	1	chr1_26968555	26968555	8.526	TRUE
Citrus_sinensis_Guo2015	1	chr1_27243168	27243168	8.96	TRUE
Citrus_sinensis_Guo2015	1	chr1_26955166	26955166	9.855	TRUE
Citrus_sinensis_Guo2015	1	chr1_26527084	26527084	11.199	TRUE
Citrus_sinensis_Guo2015	1	chr1_26717656	26717656	12.98	TRUE
Citrus_sinensis_Guo2015	1	chr1_25419578	25419578	16.772	TRUE
Citrus_sinensis_Guo2015	1	chr1_25584947	25584947	17.322	TRUE
Citrus_sinensis_Guo2015	1	chrUn_62939704	62939704	21.608	TRUE
Citrus_sinensis_Guo2015	1	chrUn_62886826	62886826	21.643	TRUE
Citrus_sinensis_Guo2015	1	chrUn_62939532	62939532	22.837	TRUE
Citrus_sinensis_Guo2015	1	chrUn_63079623	63079623	23.209	TRUE
Citrus_sinensis_Guo2015	1	chr1_24397894	24397894	23.744	TRUE
Citrus_sinensis_Guo2015	1	chrUn_63097560	63097560	24.742	TRUE
Citrus_sinensis_Guo2015	1	chr1_24807623	24807623	25.208	TRUE
Citrus_sinensis_Guo2015	1	chrUn_63039756	63039756	25.716	TRUE
Citrus_sinensis_Guo2015	1	chr1_24825730	24825730	26.081	TRUE
Citrus_sinensis_Guo2015	1	chr1_24650656	24650656	26.542	TRUE
Citrus_sinensis_Guo2015	1	chr1_24592690	24592690	27.545	TRUE
Citrus_sinensis_Guo2015	1	chr1_24566983	24566983	27.682	TRUE
Citrus_sinensis_Guo2015	1	chr1_24392021	24392021	27.925	TRUE
Citrus_sinensis_Guo2015	1	chr1_24567027	24567027	28.35	TRUE
Citrus_sinensis_Guo2015	1	chr1_24017664	24017664	34.035	TRUE
Citrus_sinensis_Guo2015	1	chr1_23994028	23994028	34.458	TRUE
Citrus_sinensis_Guo2015	1	chr1_23952341	23952341	34.679	TRUE
Citrus_sinensis_Guo2015	1	chr1_23952312	23952312	34.698	TRUE
