set	map	mkr	phys	gen	vld
Trifolium_pratense	NA	BG274	NA	0	FALSE
Trifolium_pratense	NA	AW350	NA	1.537	FALSE
Trifolium_pratense	1	RCS1093	39701642	2.679	TRUE
Trifolium_pratense	NA	WCS1465	NA	3.771	FALSE
Trifolium_pratense	NA	RCS1423	NA	4.013	FALSE
Trifolium_pratense	1	RCS1206	38218847	4.015	TRUE
Trifolium_pratense	1	RCS6823	39231117	4.807	TRUE
Trifolium_pratense	1	RCS0917	35821610	4.895	TRUE
Trifolium_pratense	NA	RCS3771	NA	5.04	FALSE
Trifolium_pratense	NA	RCS5073	NA	5.04	FALSE
Trifolium_pratense	NA	RCS4533	NA	5.121	FALSE
Trifolium_pratense	1	RCS3480	38815559	6.17	TRUE
Trifolium_pratense	NA	RCS2864	NA	6.515	FALSE
Trifolium_pratense	1	RCS5326	19632589	6.805	TRUE
Trifolium_pratense	1	RCS5253	40416640	7.143	TRUE
Trifolium_pratense	NA	RCS4144	NA	7.531	FALSE
Trifolium_pratense	1	RCS5729	35043156	7.572	TRUE
Trifolium_pratense	1	RCS3005	35112169	7.576	TRUE
Trifolium_pratense	NA	RCS5954	NA	7.755	FALSE
Trifolium_pratense	NA	WCS0587	NA	8.364	FALSE
Trifolium_pratense	1	RCS1712	37827950	9.427	TRUE
Trifolium_pratense	NA	prs256	NA	9.616	FALSE
Trifolium_pratense	NA	RCS1535	NA	9.727	FALSE
Trifolium_pratense	NA	ats125	NA	9.949	FALSE
Trifolium_pratense	NA	RCS6481	NA	9.949	FALSE
Trifolium_pratense	NA	RCS3201	NA	9.987	FALSE
Trifolium_pratense	NA	RCS1898	NA	9.992	FALSE
Trifolium_pratense	NA	RCS5145	NA	10.007	FALSE
Trifolium_pratense	1	RCS1715	34341576	10.074	TRUE
Trifolium_pratense	1	RCS3114	38669650	11.181	TRUE
Trifolium_pratense	1	RCS1982	32099706	11.475	TRUE
Trifolium_pratense	NA	RCS4680	NA	12.066	FALSE
Trifolium_pratense	NA	RCS4638	NA	12.128	FALSE
Trifolium_pratense	1	RCS6631	33962933	12.139	TRUE
Trifolium_pratense	1	RCS6754	33962926	12.224	TRUE
Trifolium_pratense	NA	WCS0251	NA	12.522	FALSE
Trifolium_pratense	NA	RCS2928	NA	12.694	FALSE
Trifolium_pratense	4	RCS1427	12740303	12.709	TRUE
Trifolium_pratense	1	RCS5026	31459682	12.709	TRUE
Trifolium_pratense	5	RCS2236	12740480	12.716	TRUE
Trifolium_pratense	1	RCS5197	31461497	12.754	TRUE
Trifolium_pratense	NA	RCS3013	NA	13.553	FALSE
Trifolium_pratense	NA	WCS1652	NA	14.831	FALSE
Trifolium_pratense	NA	RCS4570	NA	16.051	FALSE
Trifolium_pratense	NA	RCS4805	NA	16.165	FALSE
Trifolium_pratense	NA	RCS2950	NA	16.416	FALSE
Trifolium_pratense	NA	RCS2238	NA	16.442	FALSE
Trifolium_pratense	2	RCS4000	1650	16.528	TRUE
Trifolium_pratense	NA	RCS1673	NA	17.013	FALSE
Trifolium_pratense	NA	WCS0701	NA	18.16	FALSE
Trifolium_pratense	1	RCS4382	19632589	18.401	TRUE
Trifolium_pratense	NA	WCS0209	NA	19.3	FALSE
Trifolium_pratense	5	RCS2268	18608666	19.839	TRUE
Trifolium_pratense	NA	RCS5057	NA	20.239	FALSE
Trifolium_pratense	NA	RCS7105	NA	20.239	FALSE
Trifolium_pratense	NA	RCS3438	NA	20.264	FALSE
Trifolium_pratense	NA	RCS1830	NA	20.4	FALSE
Trifolium_pratense	NA	WCS0371	NA	20.595	FALSE
Trifolium_pratense	NA	RCS6820	NA	20.957	FALSE
Trifolium_pratense	NA	RCS1704	NA	20.98	FALSE
Trifolium_pratense	NA	WCS1476	NA	21.164	FALSE
Trifolium_pratense	NA	RCS1812	NA	21.393	FALSE
Trifolium_pratense	1	RCS7242	17111371	21.484	TRUE
Trifolium_pratense	NA	WCS1657	NA	21.708	FALSE
Trifolium_pratense	1	RCS4914	16846147	22.332	TRUE
Trifolium_pratense	NA	WCS1461	NA	22.946	FALSE
Trifolium_pratense	NA	RCS0883	NA	23.907	FALSE
Trifolium_pratense	NA	C1483	NA	23.908	FALSE
Trifolium_pratense	1	RCS0884	26280751	23.922	TRUE
Trifolium_pratense	NA	RCS3658	NA	24.956	FALSE
Trifolium_pratense	NA	RCS4235	NA	25.825	FALSE
Trifolium_pratense	NA	RCS1290	NA	26.203	FALSE
Trifolium_pratense	NA	RCS1912	NA	26.979	FALSE
Trifolium_pratense	1	RCS2088	29213341	27.669	TRUE
Trifolium_pratense	NA	RCS0593	NA	28.453	FALSE
Trifolium_pratense	1	RCS5595	28391584	28.475	TRUE
Trifolium_pratense	1	RCS5817	28039541	28.485	TRUE
Trifolium_pratense	NA	RCS4351	NA	28.869	FALSE
Trifolium_pratense	NA	RCS6004	NA	28.869	FALSE
Trifolium_pratense	NA	WCS1211	NA	29.646	FALSE
Trifolium_pratense	NA	RCS7228	NA	29.942	FALSE
Trifolium_pratense	NA	WCS0321	NA	29.975	FALSE
Trifolium_pratense	13	RCS5538	13189	29.977	TRUE
Trifolium_pratense	NA	RCS3842	NA	29.981	FALSE
Trifolium_pratense	NA	RCS6549	NA	29.992	FALSE
Trifolium_pratense	3	RCS4501	8751741	30.648	TRUE
Trifolium_pratense	1	WCS1570	31053008	30.862	TRUE
Trifolium_pratense	NA	RCS3805	NA	31.332	FALSE
Trifolium_pratense	2	RCS2173	17459659	31.72	TRUE
Trifolium_pratense	NA	RCS3555	NA	31.74	FALSE
Trifolium_pratense	5	RCS1456	1494	32.13	TRUE
Trifolium_pratense	5	WCS0266	1327	32.147	TRUE
Trifolium_pratense	1	RCS2883	25778468	32.557	TRUE
Trifolium_pratense	3	RCS2437	26442460	33.452	TRUE
Trifolium_pratense	1	TPSSR50	6175924	34.411	TRUE
Trifolium_pratense	1	RCS6085	17111371	34.853	TRUE
Trifolium_pratense	1	RCS2610	22162137	36.333	TRUE
Trifolium_pratense	3	RCS4218	1069398	38.29	TRUE
Trifolium_pratense	3	RCS6166	1069398	38.412	TRUE
Trifolium_pratense	NA	WCS1158	NA	38.428	FALSE
Trifolium_pratense	NA	RCS0838	NA	38.851	FALSE
Trifolium_pratense	NA	RCS4280	NA	40.44	FALSE
Trifolium_pratense	NA	RCS2484	NA	40.508	FALSE
Trifolium_pratense	1	RCS2923	22523617	40.536	TRUE
Trifolium_pratense	NA	WCS1982	NA	40.694	FALSE
Trifolium_pratense	NA	C1961	NA	41.557	FALSE
Trifolium_pratense	NA	RCS5799	NA	41.678	FALSE
Trifolium_pratense	NA	RCS5556	NA	42.161	FALSE
Trifolium_pratense	NA	WCS1868	NA	42.244	FALSE
Trifolium_pratense	1	RCS2107	16458949	42.259	TRUE
Trifolium_pratense	NA	RCS3797	NA	42.266	FALSE
Trifolium_pratense	1	RCS2393	15878251	42.387	TRUE
Trifolium_pratense	1	RCS2493	16169283	42.529	TRUE
Trifolium_pratense	1	RCS1621	17886090	42.532	TRUE
Trifolium_pratense	1	RCS5504	27594304	42.559	TRUE
Trifolium_pratense	1	RCS6213	20297049	42.827	TRUE
Trifolium_pratense	1	RCS3751	25712483	42.893	TRUE
