set	map	mkr	phys	gen	vld
Prunus_salicina_Carrasco2018M	1	1	647911	0.000	TRUE
Prunus_salicina_Carrasco2018M	1	2	662780	8.574	TRUE
Prunus_salicina_Carrasco2018M	1	3	32512690	15.095	TRUE
Prunus_salicina_Carrasco2018M	1	4	4974431	16.222	TRUE
Prunus_salicina_Carrasco2018M	6	5	10261125	19	TRUE
Prunus_salicina_Carrasco2018M	1	6	3098366	19.643	TRUE
Prunus_salicina_Carrasco2018M	1	7	1592796	21.47	TRUE
Prunus_salicina_Carrasco2018M	1	8	3477423	21.708	TRUE
Prunus_salicina_Carrasco2018M	1	9	4202604	22.349	TRUE
Prunus_salicina_Carrasco2018M	1	10	4608632	22.446	TRUE
Prunus_salicina_Carrasco2018M	1	11	33344387	24.096	TRUE
Prunus_salicina_Carrasco2018M	1	12	5779325	4.601	TRUE
Prunus_salicina_Carrasco2018M	7	13	18358652	27.423	TRUE
Prunus_salicina_Carrasco2018M	6	14	3844729	29.643	TRUE
Prunus_salicina_Carrasco2018M	5	15	11636535	29.773	TRUE
Prunus_salicina_Carrasco2018M	1	16	32590339	30.694	TRUE
Prunus_salicina_Carrasco2018M	1	17	33152557	30.783	TRUE
Prunus_salicina_Carrasco2018M	1	18	35546638	31.387	TRUE
Prunus_salicina_Carrasco2018M	1	19	35499372	32.561	TRUE
Prunus_salicina_Carrasco2018M	2	20	26415017	32.739	TRUE
Prunus_salicina_Carrasco2018M	1	21	36583161	32.881	TRUE
Prunus_salicina_Carrasco2018M	1	22	35996037	33.363	TRUE
Prunus_salicina_Carrasco2018M	1	23	37924393	33.467	TRUE
Prunus_salicina_Carrasco2018M	1	24	37145863	33.624	TRUE
Prunus_salicina_Carrasco2018M	1	25	35656380	34.058	TRUE
Prunus_salicina_Carrasco2018M	1	26	36402665	34.321	TRUE
Prunus_salicina_Carrasco2018M	1	27	35439434	34.362	TRUE
Prunus_salicina_Carrasco2018M	1	28	35065249	34.392	TRUE
Prunus_salicina_Carrasco2018M	1	29	34966449	34.791	TRUE
Prunus_salicina_Carrasco2018M	6	30	4463560	34.99	TRUE
Prunus_salicina_Carrasco2018M	1	31	33802535	35.151	TRUE
Prunus_salicina_Carrasco2018M	1	32	36402599	35.486	TRUE
Prunus_salicina_Carrasco2018M	1	33	36247514	35.688	TRUE
Prunus_salicina_Carrasco2018M	1	34	34983819	36.023	TRUE
Prunus_salicina_Carrasco2018M	1	35	35230158	36.591	TRUE
Prunus_salicina_Carrasco2018M	1	36	12703304	36.608	TRUE
Prunus_salicina_Carrasco2018M	1	37	35205475	37.113	TRUE
Prunus_salicina_Carrasco2018M	1	38	40844497	38.737	TRUE
Prunus_salicina_Carrasco2018M	1	39	40653831	39.257	TRUE
Prunus_salicina_Carrasco2018M	1	40	40412462	39.407	TRUE
Prunus_salicina_Carrasco2018M	1	41	42752690	39.47	TRUE
Prunus_salicina_Carrasco2018M	1	42	40412461	39.598	TRUE
Prunus_salicina_Carrasco2018M	1	43	43513330	40.04	TRUE
Prunus_salicina_Carrasco2018M	1	44	12703291	40.654	TRUE
Prunus_salicina_Carrasco2018M	1	45	42565995	41.1	TRUE
Prunus_salicina_Carrasco2018M	1	46	43049988	41.51	TRUE
Prunus_salicina_Carrasco2018M	1	47	43673041	41.779	TRUE
Prunus_salicina_Carrasco2018M	1	48	45906062	42.249	TRUE
Prunus_salicina_Carrasco2018M	1	49	45278177	42.313	TRUE
Prunus_salicina_Carrasco2018M	7	50	2055956	42.81	TRUE
Prunus_salicina_Carrasco2018M	1	51	15079794	44.359	TRUE
Prunus_salicina_Carrasco2018M	8	52	21194493	44.493	TRUE
Prunus_salicina_Carrasco2018M	6	53	6251770	46.3	TRUE
Prunus_salicina_Carrasco2018M	1	54	43271601	46.393	TRUE
Prunus_salicina_Carrasco2018M	1	55	22742046	47.522	TRUE
