set	map	mkr	phys	gen	vld
Elaeis_guineensis_Yaakub2020	NA	SNPM02787	NA	21.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00566	NA	24.3	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00995	NA	26	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM01495	NA	41.9	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00092	NA	42.3	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM01700	NA	42.3	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00071A	NA	58.5	FALSE
Elaeis_guineensis_Yaakub2020	NA	Hght10_oSSR	NA	60.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	KA3_oSSR	NA	60.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	KA1_oSSR	NA	60.6	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00188	NA	72	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM03299	NA	74.4	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00151	NA	77.8	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00488b	NA	91.8	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00481	NA	94.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00490	NA	95.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00282	NA	111	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00306	NA	112.8	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMg00197	NA	123.9	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00292B	NA	124.9	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00078	NA	0	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM03771	1055259	1.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00704	363092	1.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03865	1153768	1.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01104	701003	1.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02938	1292875	2.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02085	1510215	2.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04486	2222487	4.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00622	4620960	7.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03844	3059189	7.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03828	2446254	7.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03862	2425882	8	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM01522	NA	8.1	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM01149	3831921	8.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00122	3096589	8.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02370	5702765	15.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00260	5878196	15.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04338	5879662	15.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03099	5741060	15.1	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM00799	NA	15.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM05021	NA	19	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00491	NA	22.8	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM03845	10016140	26.1	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM02665	NA	27.2	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM04909	8644272	27.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00325	9931405	27.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02130	9915388	27.2	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM02666	NA	27.3	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM03435	7673421	27.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPE00427	8306216	27.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03297	7874254	28.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04244	8768890	30.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04243	8769478	30.6	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM04511	NA	35.9	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM04410	13053031	37.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02350	10971978	37.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02736	12014733	38.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00962	13564526	39.5	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM01889	NA	40.4	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM01052	NA	40.4	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM04068	NA	41.8	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM01969	12950096	42.4	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM01906	NA	46.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00425	NA	46.8	FALSE
Elaeis_guineensis_Yaakub2020	5	SNPM02334	23972963	47.4	TRUE
Elaeis_guineensis_Yaakub2020	NA	sMo00222	NA	49.5	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM02641	15949755	49.5	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04480	12774647	49.5	TRUE
Elaeis_guineensis_Yaakub2020	NA	sMg00235	NA	49.5	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM02701	15308113	49.5	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04235	17260268	52.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00177	17159126	52.2	TRUE
Elaeis_guineensis_Yaakub2020	NA	SNPM04542	NA	57.3	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM02818	18355065	57.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02750	19513205	57.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01453	17987084	57.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00493	18369827	57.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02214	21352972	59	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01911	18063548	59	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02314	19611091	59.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02213	21353502	59.5	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00288	21657157	62.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02740	22260577	62.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02895	22240209	62.7	TRUE
Elaeis_guineensis_Yaakub2020	NA	sMg00192	NA	65.1	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00126	NA	68.4	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00020	NA	69	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM04355	24102828	69	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00476b	23486485	69.5	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02693	28734199	70.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01341	28567354	71.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01089	26287459	74.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPE00415	27477219	74.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPE00416	27478700	74.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00402	25935111	74.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02298	26936978	74.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01392	25447481	77.8	TRUE
Elaeis_guineensis_Yaakub2020	NA	sEg00072	NA	77.8	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM04869	NA	77.8	FALSE
Elaeis_guineensis_Yaakub2020	8	SNPM02111	29250430	83.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03170	29092671	83.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04812	29720526	86.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03231	30579784	88.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02594	30306798	88.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00037	31094485	90.7	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01439	30566669	91.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03846	31506888	93.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00195	32678969	95.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02689	33306145	95.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00540	32684704	96.9	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02941	32612587	97.5	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04109	34424663	98.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04275	34527251	98.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04619	33357271	98.2	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04762	35422810	101.1	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM04028	36017900	102.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02390	36178776	102.3	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03595	36735691	102.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01194	35956366	102.4	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00988	39723162	106.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00746	36735764	106.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00987	39723233	106.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02999	37630104	110.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM01138	37588496	110.8	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM02729	39569740	113.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM00437	38822580	113.6	TRUE
Elaeis_guineensis_Yaakub2020	8	SNPM03680	38823287	113.6	TRUE
Elaeis_guineensis_Yaakub2020	NA	sMg00011	NA	0	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM00748	NA	4.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM04971	NA	4.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	SNPM01461	NA	5.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	sMo00180	NA	40.7	FALSE
Elaeis_guineensis_Yaakub2020	NA	sPSc00546	NA	41.7	FALSE
Elaeis_guineensis_Yaakub2020	1	SNPM01767	64028691	57.5	FALSE
Elaeis_guineensis_Yaakub2020	2	SNPM01114	1151052	0	TRUE
