set	map	mkr	phys	gen	vld
Juglans_regia_Zhu2015	NA	Marker27845	NA	0	FALSE
Juglans_regia_Zhu2015	13	Marker535066	15273420	0	TRUE
Juglans_regia_Zhu2015	NA	Marker21864	NA	1.205	FALSE
Juglans_regia_Zhu2015	13	Marker530547	15002971	1.205	TRUE
Juglans_regia_Zhu2015	NA	Marker4838	NA	1.205	FALSE
Juglans_regia_Zhu2015	13	Marker60170	14222822	1.205	TRUE
Juglans_regia_Zhu2015	13	Marker58804	14070221	1.818	TRUE
Juglans_regia_Zhu2015	NA	Marker3507	NA	2.431	FALSE
Juglans_regia_Zhu2015	13	Marker510601	15479130	2.431	TRUE
Juglans_regia_Zhu2015	13	Marker59600	14831722	3.039	TRUE
Juglans_regia_Zhu2015	NA	Marker45612	NA	6.196	FALSE
Juglans_regia_Zhu2015	NA	Marker2116	NA	6.957	FALSE
Juglans_regia_Zhu2015	NA	Marker4310	NA	9.173	FALSE
Juglans_regia_Zhu2015	NA	Marker48908	NA	11.762	FALSE
Juglans_regia_Zhu2015	13	Marker56414	6746734	18.52	TRUE
Juglans_regia_Zhu2015	NA	Marker28551	NA	18.52	FALSE
Juglans_regia_Zhu2015	13	Marker90005	6966916	18.52	TRUE
Juglans_regia_Zhu2015	13	Marker94447	7418696	18.52	TRUE
Juglans_regia_Zhu2015	13	Marker62752	6542496	20.037	TRUE
Juglans_regia_Zhu2015	13	Marker60119	6569387	20.037	TRUE
Juglans_regia_Zhu2015	13	Marker61555	6838965	21.555	TRUE
Juglans_regia_Zhu2015	NA	Marker33140	NA	21.555	FALSE
Juglans_regia_Zhu2015	13	Marker522756	7227423	23.073	TRUE
Juglans_regia_Zhu2015	NA	Marker27897	NA	34.555	FALSE
Juglans_regia_Zhu2015	13	Marker506578	25691548	34.555	TRUE
Juglans_regia_Zhu2015	13	Marker542467	9018479	34.555	TRUE
Juglans_regia_Zhu2015	13	Marker9867	25851417	36.073	TRUE
Juglans_regia_Zhu2015	NA	Marker43476	NA	37.59	FALSE
Juglans_regia_Zhu2015	13	Marker54597	26055081	37.59	TRUE
Juglans_regia_Zhu2015	13	Marker515437	26061007	40.663	TRUE
Juglans_regia_Zhu2015	NA	Marker48037	NA	48.646	FALSE
Juglans_regia_Zhu2015	13	Marker52021	28758269	56.629	TRUE
Juglans_regia_Zhu2015	NA	Marker30119	NA	56.629	FALSE
Juglans_regia_Zhu2015	13	Marker80471	28285587	56.629	TRUE
Juglans_regia_Zhu2015	13	Marker60382	28564114	56.629	TRUE
Juglans_regia_Zhu2015	NA	Marker48543	NA	56.629	FALSE
Juglans_regia_Zhu2015	NA	Marker36010	NA	58.146	FALSE
Juglans_regia_Zhu2015	13	Marker506916	31322236	62.814	TRUE
Juglans_regia_Zhu2015	NA	Marker108080	NA	64.331	FALSE
Juglans_regia_Zhu2015	13	Marker515651	31633185	64.331	TRUE
Juglans_regia_Zhu2015	13	Marker513110	31577934	64.331	TRUE
Juglans_regia_Zhu2015	13	Marker506843	31781221	65.555	TRUE
Juglans_regia_Zhu2015	13	Marker61201	31781120	65.555	TRUE
Juglans_regia_Zhu2015	NA	Marker35098	NA	65.555	FALSE
Juglans_regia_Zhu2015	NA	Marker43401	NA	68.034	FALSE
Juglans_regia_Zhu2015	13	Marker88659	31327370	69.258	TRUE
Juglans_regia_Zhu2015	13	Marker534118	30992016	69.258	TRUE
Juglans_regia_Zhu2015	NA	Marker536070	NA	69.258	FALSE
Juglans_regia_Zhu2015	13	Marker87204	30928299	69.258	TRUE
Juglans_regia_Zhu2015	13	Marker91975	30926817	69.258	TRUE
