phys	rec.rate	upper	lower
0.175592	0.38413798657955	1.41939211598145	0
0.192074	0	0.0450400807812018	0
0.2330665	2.96034054078996	11.5155435015437	0
0.2862735	0.196858847778508	0.780755976210306	0
0.327905	0	140.664881706814	0
0.3525405	0	0.0262816710532796	0
0.35313	4.17464422108602e-05	0.000179498084435477	0
0.452941	0	0	0
0.6205185	2.37780321881895	3.16996015215474	1.58539547397934
0.6882975	0	0	0
0.774867	2.64501605091063	3.54275687573385	1.62917482723179
0.8890895	0	0	0
0.955881	5.48619593473336	10.4235939094881	0
0.995031	0.000741644015071099	0.00219131121613391	0
1.0142875	1.25015600415334	5.64107205351049	0
1.131692	0.355457935913392	3.0556820436561	0
1.266787	0	0	0
1.3100115	0.277413166237466	0.653297079554653	0.0716838631734284
1.361784	6.79807717014033	12.6347720203334	2.14317982884012
1.415181	9.64129170265674	17.0515448553399	3.136949458222
1.4231045	0	0	0
1.426786	1.09799183619419	1.92132885097487	0.368316049068108
1.433054	2.65532118653766	4.57858269936321	0.856743886204341
1.4459905	0	0	0
1.463355	0.482334698740908	0.790030807149042	0.17964272733438
1.5070965	0	0	0
1.5739495	0	0	0
1.60425	0	0	0
1.6161715	2.04756505255529	2.59661549290263	1.44282183638914
1.628151	0.0610640309407759	0.0799220800903575	0.0463887639761439
1.6415545	12.1079663129266	16.3519476425347	9.08558867213812
1.6786745	14.0059220739046	19.22290965414	9.2367807465993
1.7231175	13.7937797028711	21.9969227375871	6.46811806728638
1.7436485	0	0	0
1.744995	4.99273379381141	9.19634323081804	1.70596689495602
1.748833	0	0	0
1.7615025	10.2248778536925	20.1468131193869	3.11685655292521
2.3484365	1.19330735161427	7.03028921671409	0
3.204666	4.58029392495596	9.61126237953598	0.109214925245401
3.53819	15.878114565475	26.8072274629627	1.42727521309845
3.659968	16.1401927796868	27.1131752064123	1.39787076995794
3.7331765	0	0	0
3.7431975	1.08477965972811	1.80600457702062	0.119336331770539
3.806447	0	0	0
3.9365205	2.48161632687617	6.78224413236404	0
4.0436035	1.38086791538765	7.09551095304779	0
4.0848465	0.0218953540817922	0.121392682739346	0
4.1326135	0	0.679781372941461	0
4.274364	1.3714119263234	4.74249999774594	0
4.373859	0.000224257758366696	0.000827720746624474	0
4.373878	0	8.10459059717842e-05	0
4.437146	0	2.93240421546939	0
4.5004125	0.617077894855239	2.07550783929843	0
4.5056785	0.212472776898452	0.698930177590928	0
4.577172	0	0.682684511632372	0
4.643405	0.000181118689564404	0.000303434560930106	5.16305597269373e-05
4.708476	2.73993435783436	5.45661065151385	1.39148312992064
4.773744	0.00952201769922541	0.0181409899303736	0.00444186052413044
4.8648665	0	0	0
4.9558775	0	0.0036619551483387	0
4.977093	0.109762170275279	0.50186428408781	0
5.1422865	1.22786581669351	17.2756879559471	0
5.3095885	0	2.58347547230994	0
5.33285	0	0.000457009863088644	0
5.350303	0	0.339116035653154	0
5.3834765	0.0982949008285036	0.317470026448128	0
5.509689	0.425817051210077	1.13001094026206	0
5.850806	0	3.13032075674083	0
6.083053	0.717182005710116	3.22324419343078	0
6.193571	0	0.515491116030152	0
6.302544	0.000274507946618514	0.000737157874070311	0
6.320402	0	0.672724820374758	0
6.3382215	0.00111642097574428	0.00308414984052904	0
6.495138	2.04272218570895	3.89412039234882	0.631761346322876
6.6521605	3.67022616900682	5.43096266420064	1.6138669555194
6.7409305	5.24750802789859	6.62350367718333	3.70032086459498
6.8296665	6.61731291251569	8.07597108398857	4.04713207499653
6.913374	5.55021846246151	7.17972276884252	2.96661805200378
6.9970225	0.000735364603942906	0.00104936288956021	0.00030608480145931
6.9970955	0	0	0
7.010769	0.243784992008938	0.357365786350567	0.103258148824287
7.0244015	0	0	0
7.142705	0	0.0509590140594516	0
7.3048505	0	0.309892396556129	0
7.4310265	0	0.366564757991665	0
7.513357	0	0	0
7.5133645	4.76276632837612e-05	0.000103770590730833	8.3019115810427e-06
7.6041745	1.43304180468289	2.47825604559404	0.552460023924413
7.717405	0	0	0
7.7476325	0.451276125207277	0.745762108312827	0.0367816289280854
7.7554375	0	0	0
7.8022385	0	0	0
7.863467	0.95470859049439	1.87523401971714	0.0395238854360091
7.880078	0	0	0
8.066562	2.33503398992147	3.60305793300062	1.45001152396201
8.291617	0	0	0
