phys	rec.rate	upper	lower
0.068367	0	428.695514720213	0
0.1037925	1.24873529390854	10.7559195981594	0
0.122715	0	0	0
0.1516965	19.8713292628819	45.5319739552621	0
0.1702055	7.47906945212183	18.2157207701087	0
0.211885	166.74198801647	1395.55533555358	0
0.253166	0	18162.7235435578	0
0.2638765	0	2553.36768949514	0
0.3199895	0	74.5683302902846	0
0.377883	97.1999929657917	509.532934007271	0
0.3886015	1432.30996113347	17208.7923439462	0
0.402645	0	44.287775489628	0
0.4109085	0.0246328643359324	0.0984967843184683	0
0.4109615	0.0388487271447749	0.1549371812014	0
0.4268995	0	11.8147865870626	0
0.4441415	0	723.285603859163	0
0.445501	0.0058793785623231	0.0202254682381741	0
0.46288	0	0.916053724102893	0
0.488757	11.437345761927	50.6174693016461	0
0.497319	0	0.0120925386836529	0
0.4974065	0.0229472456303688	0.66311192809293	0
0.4996505	0	1.06191941502515	0
0.552637	10.271765441271	11.5545147129019	8.18476963431097
0.6034895	0	0.143487451601261	0
0.6083985	28.3320514050972	246.234030939086	0
0.6140585	0	7.14452149369511	0
0.6188325	41.0809837726171	858.354271848522	0
0.6229585	2.92471350215218	13.6252917129152	0
0.6234255	0.0357733367939491	0.146664398290474	0
0.624647	0	0.120633695197952	0
0.6318735	3.98633733574754	8.0756920107874	0.103295138121843
0.6419065	0.671239680550433	1.47786503338913	0
0.645626	0	0.0184324876204189	0
0.6456565	0	0.0162748544735984	0
0.6472495	0	0.787090454266021	0
0.676498	10.917278892382	89.686459915126	0
0.7200815	2322.90137966181	6236.67491724089	0
0.742805	0.113257918087052	1.23566986365578	0
0.7496355	0	0.00182877536370434	0
0.749678	0.00119816412614613	0.00417631837335925	0
0.76919	121.637646763521	182.586405910636	62.6454232786794
0.7904065	0	0	0
0.8364205	6.56596783805573	7.73234541533746	4.45606431527671
0.9009285	14.8773661794448	22.0236504866134	7.14589789750658
0.933803	7.17211148431364	14.5139489936143	1.92833143456115
0.953879	6348.62084316178	11390.9968231951	1378.23258819162
0.961323	0	0	0
0.980324	14.256174166347	18.2463850186431	8.27116142429861
1.002959	16.8914197306734	33.7238519190517	1.02488126516169
1.0066925	1.06277069758557	2.68475410527789	0
1.007903	362.626044794692	1003.84046223352	0
1.0090705	15.6113063273357	49.2538317446707	0
1.0091415	0	0.499712679327886	0
1.0097325	3.42153597409019	11.7784186949916	0
1.010311	0	25.5129782249941	0
1.029698	17.0291188182134	27.8726194745535	8.60377993454019
1.054484	13.1587509878746	22.2542629658935	5.94429671695706
1.064943	5353.97608414926	9362.95589282314	1882.06740588042
1.0700105	0	0	0
1.095847	18.6028877430209	26.9267442576547	10.0079869329018
1.142874	8.53029223147845	20.1642699315736	0
1.164129	0.0835012093946888	0.319249664705786	0
1.166509	0.901698326341707	3.42571213324904	0
1.1819175	0	4.50921176161784	0
1.243787	9.63417797839433	13.453651995542	5.48237507012442
1.311658	8.42794068512485	16.8675405474685	0.200910257276219
1.332525	6.34609963722126	15.5505506571367	0
1.3343505	6.34719383078103	15.3833801377944	0
1.357339	7.24960499301586	12.7550178503259	1.82291941045143
1.3803705	0	0	0
1.392194	7.75303296465769	14.5842891070761	1.93610680087325
1.4165875	4.76504904033928	9.47811631607378	0.259025636660141
1.4304385	2.39672583806653	9.25503630771387	0
1.4417075	1.05455712157285	9.75655940646125	0
